# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:19:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/kidar8su.json
# init = 2 (Default)
# random
#   seed = 31902
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_Word2Vec.nonsems/multireg-20250511181955_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.562325
# Diagonal elements of inverse mass matrix:
# 2.4197e-05, 2.1087e-05, 2.25717e-05, 2.16752e-05, 1.67522e-05
-33889.9,0.737059,0.562325,2,3,0,33890.4,-0.0172931,-0.112016,0.143797,0.134916,0.972343,-0.09324,0.143589,0.136525,-33183.7
-33890.1,0.98953,0.562325,2,3,0,33890.8,-0.0154815,-0.111983,0.14307,0.134203,0.97355,-0.0933008,0.142867,0.135803,-33183.2
-33888.6,0.993222,0.562325,3,7,0,33891.4,-0.0163058,-0.116645,0.145885,0.1341,0.974367,-0.0976334,0.146145,0.135699,-33183.1
-33886.1,1,0.562325,2,3,0,33888.4,-0.0115865,-0.113903,0.152067,0.134855,0.971901,-0.0941893,0.153175,0.136463,-33180.9
-33886.1,0.738177,0.562325,2,3,0,33889.2,-0.0115865,-0.113903,0.152067,0.134855,0.971901,-0.0941893,0.153175,0.136463,-33180.9
-33887.7,0.772954,0.562325,2,3,0,33889,-0.0112589,-0.1132,0.156065,0.129403,0.972884,-0.0931264,0.158733,0.130946,-33178.8
-33888.3,0.9297,0.562325,3,7,0,33889.6,-0.0121968,-0.112231,0.159246,0.130911,0.972338,-0.0917768,0.162159,0.132472,-33179
-33891.1,0.80673,0.562325,2,3,0,33892.6,-0.0113657,-0.108775,0.157412,0.126116,0.971261,-0.0886163,0.160851,0.127619,-33178.3
-33889.2,1,0.562325,2,3,0,33891.8,-0.0126176,-0.10866,0.153872,0.128864,0.969958,-0.0888565,0.156284,0.130401,-33179.4
-33886.8,0.888491,0.562325,2,3,0,33891.9,-0.0115155,-0.111152,0.15403,0.13663,0.971337,-0.0911952,0.155146,0.138259,-33180.8
-33888.2,0.665824,0.562325,2,3,0,33890.6,-0.0119486,-0.114089,0.151079,0.132452,0.967633,-0.0945259,0.152439,0.134031,-33182.1
-33888.1,0.988085,0.562325,2,7,0,33889.8,-0.00789303,-0.114587,0.150014,0.134727,0.969536,-0.0951044,0.15082,0.136334,-33182.1
-33887,0.99618,0.562325,3,7,0,33888.9,-0.0145724,-0.116265,0.151793,0.139339,0.971541,-0.0965014,0.152096,0.141,-33183.4
-33886.7,0.789687,0.562325,3,7,0,33890.9,-0.011721,-0.112191,0.154768,0.132136,0.9729,-0.0922214,0.156766,0.133711,-33179.3
-33888.8,0.803774,0.562325,2,3,0,33889.6,-0.020346,-0.112601,0.151633,0.138356,0.97464,-0.0928817,0.152078,0.140005,-33182.9
-33889.1,0.952663,0.562325,3,7,0,33891.1,-0.0175598,-0.114758,0.15903,0.134108,0.97593,-0.0942678,0.161366,0.135707,-33180.5
-33890,0.941078,0.562325,2,7,0,33892.3,-0.0171543,-0.117098,0.154783,0.127087,0.969565,-0.0971971,0.157641,0.128602,-33181.3
-33891.5,0.737516,0.562325,2,3,0,33895.5,-0.019526,-0.120968,0.152263,0.135259,0.966966,-0.101205,0.153334,0.136871,-33186.1
-33889.5,0.883163,0.562325,3,7,0,33897,-0.0120131,-0.110482,0.159341,0.131076,0.975671,-0.0900189,0.162241,0.132639,-33178.3
-33887.7,1,0.562325,3,7,0,33890.4,-0.0126499,-0.120517,0.153132,0.133429,0.974246,-0.100688,0.154651,0.13502,-33181.8
-33886.8,0.903448,0.562325,3,7,0,33890,-0.0137629,-0.109987,0.152728,0.135919,0.971679,-0.0901914,0.153761,0.137539,-33180.8
-33886.7,0.997719,0.562325,3,7,0,33887.3,-0.0132732,-0.11175,0.15504,0.132764,0.973312,-0.0917407,0.156974,0.134347,-33179.4
-33887,0.9554,0.562325,2,3,0,33887.6,-0.0150528,-0.114449,0.155291,0.130643,0.972719,-0.0944393,0.157625,0.132201,-33179.8
-33887,0.770175,0.562325,2,3,0,33890.1,-0.0150047,-0.116534,0.152921,0.136181,0.969414,-0.0966944,0.15394,0.137805,-33182.9
-33889,0.904753,0.562325,2,7,0,33889.6,-0.0126427,-0.122237,0.153304,0.132263,0.974797,-0.102403,0.155049,0.13384,-33182.1
-33889.6,0.945477,0.562325,3,7,0,33891.4,-0.0190779,-0.107399,0.153401,0.136833,0.974583,-0.0875204,0.154385,0.138464,-33181.3
-33888.6,0.998157,0.562325,3,7,0,33891.7,-0.0204296,-0.115001,0.1499,0.136514,0.974481,-0.0955011,0.150385,0.138141,-33183.2
-33888.1,0.902144,0.562325,2,7,0,33891.1,-0.00967533,-0.116369,0.153268,0.132682,0.968352,-0.0965485,0.154936,0.134264,-33181.8
-33888.7,0.829184,0.562325,2,3,0,33891.1,-0.00922187,-0.11626,0.149096,0.13534,0.968255,-0.0968671,0.149652,0.136953,-33183.4
-33889.7,0.89028,0.562325,2,3,0,33891.5,-0.00911919,-0.110742,0.153622,0.138738,0.977631,-0.0907975,0.154316,0.140392,-33180.8
-33888,0.953333,0.562325,3,7,0,33892.2,-0.0149685,-0.10802,0.152683,0.136757,0.974033,-0.0882213,0.153565,0.138387,-33180.6
-33887.3,1,0.562325,3,7,0,33888.4,-0.0160203,-0.109457,0.153734,0.134578,0.972297,-0.0895717,0.155154,0.136183,-33180.4
-33887.2,0.945833,0.562325,3,7,0,33888.7,-0.0102527,-0.118876,0.152593,0.134843,0.973595,-0.0990885,0.153787,0.13645,-33181.6
-33890.2,0.760831,0.562325,2,3,0,33891.4,-0.00979904,-0.108308,0.151025,0.127941,0.970398,-0.0888416,0.153144,0.129467,-33179.5
-33888.7,0.954607,0.562325,2,3,0,33892,-0.0162134,-0.112667,0.154379,0.133586,0.977808,-0.0927164,0.156068,0.135179,-33180
-33888.5,0.958652,0.562325,2,7,0,33890.8,-0.0140148,-0.113755,0.154561,0.127047,0.972791,-0.0938887,0.157391,0.128562,-33179.1
-33888.3,1,0.562325,3,7,0,33889,-0.0123315,-0.114766,0.151612,0.14239,0.971424,-0.0949759,0.151368,0.144088,-33184.1
-33888.8,0.947041,0.562325,3,7,0,33890.7,-0.0159355,-0.113497,0.145763,0.135477,0.975371,-0.0944854,0.14577,0.137092,-33182.6
-33889.2,0.908689,0.562325,2,7,0,33891.2,-0.0161199,-0.112586,0.153396,0.139541,0.967482,-0.0926486,0.153917,0.141205,-33184.2
-33889,0.631403,0.562325,2,3,0,33895.6,-0.0154828,-0.114288,0.151357,0.140643,0.976945,-0.0945571,0.15137,0.14232,-33183
-33890.7,0.789388,0.562325,2,7,0,33894.3,-0.00880613,-0.119158,0.15525,0.129845,0.977616,-0.0991529,0.157713,0.131393,-33180
