# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-12 00:53:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/s2n28ndd.json
# init = 2 (Default)
# random
#   seed = 41313
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-asym_GPT2_j.h-nonsems/hreg-20250511195336_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.354397
# Diagonal elements of inverse mass matrix:
# 2.27866e-05, 1.68085e-05, 0.000107405, 0.000115144, 9.08679e-05, 0.00013328, 0.000132462, 0.000120839, 0.000225027, 0.000175867, 9.92691e-05, 0.000111844, 0.000114439, 8.91925e-05, 0.000162133, 0.000110195, 7.07543e-05, 0.000141133, 0.000148324, 8.79273e-05, 0.000149674, 0.000104279, 8.73875e-05, 0.000151251, 0.000158053, 0.000108389, 0.000147084, 0.000133181, 0.000105726, 0.00253375, 0.00075886, 5.722e-05, 0.0784167, 0.0734189, 0.153541
-34083.8,0.972131,0.354397,4,15,0,34111.1,-0.00578967,0.977165,0.1392,-0.0593062,0.223083,0.113377,0.294079,0.149616,0.0234254,0.0578865,0.264343,0.164577,-0.0607964,0.0965017,0.0835622,-0.00170543,0.153157,0.0623208,0.145865,0.115947,-0.0258632,-0.0269422,-0.0164708,-0.0274795,-0.0143982,-0.00403087,-0.0336159,-0.00424218,-0.00252842,0.19489,0.0901958,-0.0117576,0.175901,0.0751992,0.0181783,-34791.2
-34078.4,1,0.354397,3,7,0,34096.2,-0.00288019,0.971745,0.150346,-0.0563125,0.233163,0.124122,0.320122,0.169065,0.0346823,0.0710243,0.267696,0.161231,-0.0370375,0.115297,0.0661659,0.00542642,0.181347,0.0556222,0.146728,0.122746,-0.0268015,-0.0522205,-0.0220081,-0.013631,-0.0124661,-0.0247479,-0.0149546,-0.0194512,-0.0132531,0.0689814,0.0822292,-0.0240461,0.108,0.0779267,0.0110905,-34875
-34079.7,0.957272,0.354397,3,15,0,34090.8,-0.00636473,0.977157,0.143749,-0.0696583,0.224717,0.113384,0.284556,0.150978,0.0321606,0.079508,0.266885,0.1663,-0.039523,0.102245,0.0930142,0.0148844,0.15743,0.0501287,0.142657,0.121381,-0.0308993,-0.0350867,-0.0163111,-0.0207535,-0.0116148,-0.00570101,-0.0312417,-0.0219045,-0.00556791,0.234471,0.106883,-0.0192481,0.16463,0.0757366,0.0128929,-34809.3
-34080.5,0.897622,0.354397,3,7,0,34098.7,-0.00904551,0.978832,0.141873,-0.0655016,0.235395,0.133357,0.296837,0.136212,0.0311148,0.0881595,0.273992,0.16482,-0.0330188,0.113573,0.0743871,0.0167372,0.150765,0.0471898,0.138192,0.126993,-0.0366031,-0.0353418,-0.0251203,-0.016286,-0.0179241,-0.0123287,-0.0262448,-0.0208974,-0.00794017,0.151883,0.0885294,-0.0228308,0.150365,0.068528,0.0114973,-34827.4
-34084,0.857523,0.354397,4,15,0,34096.7,-0.00230306,0.976455,0.134205,-0.0563242,0.227632,0.111654,0.304805,0.190893,0.028335,0.0500634,0.262831,0.169977,-0.0529905,0.0925291,0.0741804,0.00756993,0.181807,0.0725925,0.148461,0.111677,-0.0285033,-0.0608949,-0.00327261,-0.0124341,-0.00734145,-0.0225302,-0.0249962,0.00198332,-8.9736e-05,0.138262,0.077252,-0.0184061,0.103882,0.0905007,0.0398121,-34833.7
-34081.3,0.969699,0.354397,3,15,0,34096.9,-0.00674666,0.971276,0.140923,-0.0629088,0.232615,0.118814,0.302443,0.137614,0.0301387,0.0688868,0.27236,0.163981,-0.0234067,0.115841,0.0847347,0.00633916,0.141042,0.0451879,0.137539,0.123391,-0.0330219,-0.0393748,-0.0192513,-0.0184937,-0.021389,-0.0178368,-0.0194692,-0.0238359,-0.00566073,0.130853,0.0962582,-0.0201594,0.135821,0.050348,0.0146614,-34826.3
