density,edginess,citations_per_year,is_center,identifier,year
41.10083256470842,0.6796792149543762,1.3333333333333333,False,1ccf300b3f4965f831a41232ba4b7c0c3c90d929,2020
38.07627525908022,0.7216202020645142,44.81818181818182,False,1d4e43c1be145f6711ec00af900a8658d82623a0,2012
41.55320921699961,0.7089436650276184,5.125,False,16e772e28b3470cb0050328c6e5a500882ff15ae,2015
30.062907171755352,0.6860390305519104,0.0,False,0bc5bf8a556f158b1bdaada28ce9cbd28c5d55a4,2017
39.49426301691165,0.6810232996940613,1.5,False,35d7b77f2a6436124346d80aabc4bd66d5e0bd8b,2017
39.27242892468327,0.6663619875907898,3.0,False,4fc5b9b0b9337a82136151dedd4918f9f6d569a0,2021
43.866830116026655,0.6970307230949402,10.416666666666666,False,3dddd8f2734680c584e7a60069e38e58a68d54e6,2011
38.96449082212781,0.7180312275886536,9.0,False,78b48bb7bc7ed6c74be9dc74154c429f276cc9ed,2020
29.77492244457538,0.7520785331726074,8.37037037037037,False,330b498ab6ff8e72701bc1deb9da2eca2fea025b,1996
44.115993961968954,0.7040154337882996,0.42857142857142855,False,384f1bcfec5a80c6a0c69264c5e7495364940221,2016
38.2158211109398,0.7128385901451111,0.8888888888888888,False,a7ee106aa801f4bad19d35ae998c4250b1f28268,2014
39.76668689551861,0.6717362999916077,1.6666666666666667,False,431fdcd7098c39c5ce1c6c86cd3c8edec3850197,2020
28.87782056763026,0.6994678974151611,0.0,False,245b9ac10dd5e5ce9e5d8ab1cb7decdbcb0c6091,2018
43.34656800757916,0.6921736598014832,10.666666666666666,False,9d9b941f2e88b9040110d7d640d8c2776a1730ca,2014
28.598263556146243,0.7463122010231018,4.48,False,3b71db23100aa07cf91019642139627b1bc931dd,1998
37.433851797145365,0.7236782908439636,18.25,False,ff74cf3bee27c492042b77941d7af85ac3e69d8c,2019
45.61439668017274,0.6498706936836243,35.92307692307692,False,54d3d546227977c7415b3ba8ecfbf7dea9658f74,2010
17.54734024910533,0.7977725267410278,0.0,False,140a069c74be4295237c5b328af03faa138d27ec,2017
