# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 05:26:58 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/1d3drjuw.json
# init = 2 (Default)
# random
#   seed = 81095
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_SciBERT_j.h-nondens/hreg-20250421002658_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.439452
# Diagonal elements of inverse mass matrix:
# 2.35751e-05, 1.59684e-05, 0.000106556, 0.000113323, 0.000109585, 0.000145697, 0.000125821, 0.000133515, 0.00019233, 0.000210357, 0.000166667, 0.000146507, 0.000126665, 0.000138602, 0.000120138, 0.000112969, 0.000111562, 0.000100109, 0.000151391, 0.000132558, 0.000177365, 0.000124932, 0.000129046, 0.000224762, 0.000189921, 0.000188135, 0.000158368, 0.000139143, 0.000107973, 0.00236404, 0.00119911, 0.000716343, 0.105951, 0.0972531, 0.0827871
-33171,0.885297,0.439452,3,15,0,33190.2,-0.0106867,0.96883,0.12743,-0.0487604,0.261483,0.142454,0.303576,0.114375,0.0946757,0.0560223,0.2549,0.164482,-0.0622151,0.108259,0.0702793,-0.034242,0.196425,0.0615567,0.169057,0.137446,0.0309932,0.0872247,0.0107187,0.0353913,0.0545157,-0.011888,0.184032,-0.0311419,0.0565026,0.163893,0.104682,0.0658636,0.116794,0.0919155,0.0783646,-33936.4
-33170.1,0.945171,0.439452,3,7,0,33183.3,-0.00635044,0.97244,0.135967,-0.024742,0.252964,0.0987127,0.296568,0.123158,0.117351,0.0640636,0.228015,0.141954,-0.0576609,0.0932528,0.0911855,-0.00552907,0.141213,0.0408866,0.174869,0.15327,0.043314,0.0807424,0.00380945,0.0304615,0.0336416,0.00242919,0.201557,-0.0732192,0.0556199,0.0987364,0.077742,0.0146295,0.127405,0.090925,0.074509,-33872.2
-33173.7,0.814229,0.439452,3,7,0,33186,-0.00811021,0.967132,0.142979,-0.0369748,0.269154,0.124553,0.288954,0.133049,0.105459,0.0402095,0.233191,0.152118,-0.0771015,0.111253,0.0733595,-0.00181015,0.170109,0.0484606,0.177793,0.153636,0.024416,0.0806158,0.0329502,0.0386928,0.0325939,-0.00390273,0.176718,-0.0433143,0.0833247,0.178029,0.0827394,0.054372,0.0945501,0.119806,0.0768239,-33923
-33180,0.651409,0.439452,3,7,0,33192.8,-0.0122864,0.973273,0.132546,-0.029692,0.247359,0.128352,0.305333,0.113882,0.109798,0.103952,0.23505,0.166683,-0.0606868,0.0816646,0.0760235,-0.017943,0.159929,0.0721771,0.163113,0.145794,0.0422466,0.099369,-0.0152659,0.0486795,0.0360881,-0.0128667,0.194731,-0.0483294,0.063164,0.0915217,0.0897344,0.0771649,0.280136,0.119264,0.0699791,-33907.2
-33177.4,0.994467,0.439452,3,7,0,33194.5,-0.00587316,0.970393,0.135487,-0.0358497,0.256988,0.114247,0.286718,0.129371,0.0900318,0.0232697,0.228685,0.138829,-0.052483,0.128782,0.0873959,-0.00796478,0.173085,0.0521184,0.171699,0.133863,0.0384263,0.0733624,0.0311269,0.0198825,0.0416283,0.00573828,0.180005,-0.042545,0.0447224,0.155226,0.0552584,0.0161269,0.069135,0.0878674,0.0863233,-33867.1
-33175.2,1,0.439452,3,7,0,33188.3,-0.0104662,0.972215,0.130738,-0.0364322,0.238481,0.117498,0.309979,0.121648,0.106893,0.105882,0.252225,0.160587,-0.0687868,0.0832217,0.0851788,-0.0205374,0.154856,0.0712656,0.155097,0.150917,0.0378329,0.092114,-0.0133768,0.0368346,0.0391679,-0.00643959,0.190998,-0.0489956,0.072824,0.117002,0.114754,0.0583423,0.199349,0.0837973,0.057758,-33919.1
-33183.2,0.839581,0.439452,3,7,0,33197.4,-0.00824398,0.966807,0.142786,-0.0341151,0.263005,0.124421,0.307958,0.12987,0.0973823,0.0337185,0.224402,0.154293,-0.0289536,0.127015,0.081824,-0.00984488,0.166088,0.058142,0.14915,0.1404,0.031483,0.0795124,0.0097293,0.0262425,0.0353456,0.00402806,0.165995,-0.0111444,0.0535834,0.15812,0.052246,0.0305748,0.25596,0.0823314,0.0796265,-33893.9
-33185,0.986799,0.439452,3,7,0,33207.8,-0.00880433,0.97234,0.106285,-0.0317333,0.258673,0.131226,0.323018,0.118816,0.109132,0.0439948,0.219009,0.138914,-0.0510188,0.0897114,0.0912221,-0.0412612,0.157436,0.0666571,0.172809,0.166962,0.026645,0.0636391,0.0251286,0.0202503,0.0418739,-0.0181807,0.177201,-0.037832,0.0543717,0.145378,0.147223,0.034801,0.13366,0.0809418,0.0387681,-33880.9
