# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:53:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/fkbayyz7.json
# init = 2 (Default)
# random
#   seed = 63423
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/asym_GPT2.nondens/multireg-20250420205326_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.510634
# Diagonal elements of inverse mass matrix:
# 2.2654e-05, 2.55623e-05, 2.32778e-05, 2.46571e-05, 1.64283e-05
-35315.8,0.997089,0.510634,3,7,0,35318.1,-0.0162381,-0.0143382,0.144584,0.125498,0.985872,-0.0153934,0.1251,0.126154,-33616.4
-35314.8,1,0.510634,2,3,0,35316.2,-0.0157571,-0.0169032,0.146168,0.125099,0.987224,-0.0179685,0.126693,0.125754,-33617.3
-35314,1,0.510634,3,7,0,35315.3,-0.012664,-0.0179041,0.137799,0.121026,0.988201,-0.0189047,0.119052,0.121659,-33617.6
-35314.1,0.995178,0.510634,3,7,0,35314.6,-0.0164488,-0.0201199,0.144953,0.12593,0.991824,-0.0211719,0.125406,0.126589,-33619.5
-35313.2,1,0.510634,3,7,0,35314.2,-0.0141581,-0.0210175,0.143118,0.123058,0.989974,-0.0220558,0.123978,0.123702,-33618.9
-35314.7,0.735883,0.510634,2,3,0,35316.5,-0.0132235,-0.0220984,0.145687,0.12271,0.992934,-0.023156,0.126523,0.123352,-33621
-35315.9,0.922818,0.510634,3,7,0,35317.5,-0.00909397,-0.0254786,0.138272,0.124972,0.992102,-0.026473,0.119019,0.125626,-33620.1
-35315.8,0.975453,0.510634,3,7,0,35318.2,-0.0164621,-0.0123038,0.144676,0.121442,0.988328,-0.0133642,0.125698,0.122078,-33618
-35316.9,0.946066,0.510634,3,7,0,35318,-0.0147249,-0.028702,0.138272,0.122435,0.992105,-0.0296945,0.119337,0.123076,-33622.5
