# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 22:52:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/gh8y7b6i.json
# init = 2 (Default)
# random
#   seed = 3497
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/base/base-20250511175207_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.521968
# Diagonal elements of inverse mass matrix:
# 1.97246e-05, 1.4612e-05
-51348.8,1,0.521968,3,7,0,51349,-0.00365999,1.00042,-48663.2
-51348.8,0.951726,0.521968,3,7,0,51349.9,-0.00388454,0.999629,-48663.3
-51348.5,0.998036,0.521968,2,7,0,51349,0.00318473,0.999031,-48663.4
-51348,0.998052,0.521968,3,7,0,51348.5,0.000607549,0.999634,-48663.1
-51348.7,0.918927,0.521968,2,3,0,51348.8,0.00205033,1.00188,-48663.1
-51348,0.964664,0.521968,1,3,0,51349.2,-0.000600453,0.999815,-48663.1
-51350,0.668816,0.521968,1,3,0,51350.6,-0.00164101,1.00376,-48663.2
-51349.1,0.953983,0.521968,2,3,0,51351.3,0.00423133,1.0013,-48663.4
-51348.6,0.952513,0.521968,2,3,0,51349.8,0.00185301,1.0017,-48663.1
-51348.1,1,0.521968,2,3,0,51348.6,-0.000924854,0.998805,-48663.2
-51348.2,0.992719,0.521968,2,7,0,51348.3,-0.00176383,0.999571,-48663.1
-51349.4,0.683775,0.521968,1,3,0,51351.2,0.00271478,1.00281,-48663.3
-51349.8,0.916496,0.521968,3,7,0,51352.1,0.0043629,0.996523,-48664.2
-51348.5,0.947022,0.521968,2,3,0,51350.5,0.00091323,0.997422,-48663.6
-51348.3,0.878352,0.521968,1,3,0,51349.6,0.000520868,1.00135,-48663
-51348.8,0.951125,0.521968,3,7,0,51349.4,0.00356505,0.997949,-48663.7
-51350,0.896853,0.521968,2,3,0,51350.5,0.00300245,1.00352,-48663.4
-51349.6,1,0.521968,1,1,0,51350.1,0.00341011,1.00283,-48663.4
-51349.6,0.998901,0.521968,3,7,0,51349.8,0.00316202,1.00296,-48663.3
-51348.9,0.960764,0.521968,2,3,0,51350.4,0.00434754,1.00035,-48663.5
-51352.8,0.397743,0.521968,2,3,0,51355.1,0.00504928,0.99368,-48665.6
-51350.7,1,0.521968,1,1,0,51352.7,0.00298507,0.994842,-48664.7
-51349,0.990913,0.521968,2,7,0,51350.6,0.000182422,1.00271,-48663.1
-51348.7,0.910249,0.521968,2,3,0,51350.5,0.00281325,0.99776,-48663.7
-51348.6,0.991748,0.521968,3,7,0,51349,-0.00205117,0.997598,-48663.5
-51348.3,1,0.521968,2,3,0,51348.7,-0.00116091,1.00094,-48663
-51348.9,0.775751,0.521968,2,3,0,51350.6,-0.00192047,0.996927,-48663.7
-51349.5,0.958863,0.521968,3,7,0,51350.4,0.00495212,1.00128,-48663.5
-51349.2,0.887583,0.521968,3,7,0,51351,-0.00442447,1.00063,-48663.3
-51348.1,0.958822,0.521968,3,7,0,51350.1,-0.000435534,0.99874,-48663.2
-51348,0.999219,0.521968,3,7,0,51348.1,0.000733012,0.999909,-48663.1
-51349.5,0.872785,0.521968,2,3,0,51349.5,0.00540689,0.99865,-48663.9
-51348,0.925168,0.521968,3,7,0,51350.9,-0.000248029,0.998935,-48663.2
-51348.2,0.972289,0.521968,2,3,0,51348.4,-0.00187509,0.999594,-48663.2
