# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 22:52:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/gh8y7b6i.json
# init = 2 (Default)
# random
#   seed = 3497
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/base/base-20250511175207_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.554771
# Diagonal elements of inverse mass matrix:
# 1.93592e-05, 1.37778e-05
-51348.4,0.950282,0.554771,2,3,0,51348.6,0.00148287,1.00133,-48663.1
-51348.2,0.997281,0.554771,2,7,0,51348.5,-0.00141724,0.99877,-48663.3
-51348.5,0.982838,0.554771,3,7,0,51348.5,0.00307324,1.00023,-48663.3
-51348.6,0.951236,0.554771,2,3,0,51349,-0.00147575,0.997378,-48663.6
-51348,0.985948,0.554771,1,3,0,51348.7,2.22222e-05,0.999536,-48663.1
-51348.8,0.89547,0.554771,2,3,0,51348.9,0.0013029,1.00235,-48663.1
-51348.3,0.841868,0.554771,2,3,0,51350.6,-0.000753243,0.997959,-48663.4
-51348,0.989745,0.554771,2,3,0,51348.4,0.000600882,0.998846,-48663.3
-51348.1,0.839449,0.554771,2,3,0,51349.4,0.00189066,0.99949,-48663.2
-51348.1,0.909545,0.554771,2,3,0,51348.9,-0.000786993,1.00032,-48663.1
-51350.2,0.803402,0.554771,2,3,0,51350.4,0.00661502,1.0006,-48663.9
-51348.5,0.987729,0.554771,2,3,0,51350.5,0.00337022,0.999248,-48663.4
-51348.9,0.920151,0.554771,2,3,0,51349.4,0.00287259,0.997363,-48663.8
-51348.8,0.993537,0.554771,2,3,0,51349.2,0.000274572,1.00231,-48663.1
-51349.8,0.935021,0.554771,2,3,0,51349.9,0.00189843,1.0036,-48663.3
-51348.8,0.901068,0.554771,3,7,0,51352.7,-0.0021857,0.997262,-48663.6
-51348.6,1,0.554771,1,1,0,51348.8,-0.00199152,0.997684,-48663.5
-51349,0.982517,0.554771,2,7,0,51349.3,0.0041475,1.0011,-48663.4
-51348.7,0.984689,0.554771,2,3,0,51349.7,-0.00347979,1.00032,-48663.2
-51348.3,0.798254,0.554771,2,3,0,51351.2,-0.00216005,0.998911,-48663.3
-51349.1,0.846629,0.554771,2,3,0,51349.6,-0.00274645,1.00203,-48663.1
-51348.5,1,0.554771,2,3,0,51349.3,0.000520497,0.997231,-48663.6
-51348.4,0.992829,0.554771,2,7,0,51348.8,-0.00252554,0.999821,-48663.2
-51348.1,0.824444,0.554771,2,3,0,51350.1,-0.00103834,0.998662,-48663.3
-51350,0.560296,0.554771,1,3,0,51351.9,0.00227347,1.00378,-48663.4
-51349.3,0.992213,0.554771,2,7,0,51351,0.00500781,1.00065,-48663.6
-51349.7,0.982344,0.554771,3,7,0,51349.8,0.00591431,0.999804,-48663.8
-51349.7,0.825423,0.554771,1,1,0,51350.8,0.00591431,0.999804,-48663.8
-51349,0.998873,0.554771,2,7,0,51349.6,-0.00419049,0.999174,-48663.4
-51349.9,0.728808,0.554771,3,7,0,51352.7,-0.00251151,1.00343,-48663.2
-51350.3,0.913249,0.554771,1,1,0,51350.6,-0.00264808,1.0039,-48663.3
-51350.4,0.987771,0.554771,2,3,0,51351,0.00118216,0.994803,-48664.5
-51349,1,0.554771,2,3,0,51350.2,0.00222687,0.996716,-48663.9
-51348.7,1,0.554771,2,3,0,51349.1,0.00191601,0.997162,-48663.7
-51348.6,1,0.554771,2,3,0,51348.9,0.00100577,0.997139,-48663.7
-51349.1,0.893704,0.554771,2,3,0,51350,0.00194209,1.00261,-48663.2
-51348.9,1,0.554771,2,3,0,51349.1,-0.000359455,0.99658,-48663.8
-51348.5,1,0.554771,1,1,0,51348.9,0.000146638,0.997342,-48663.6
-51349,0.783144,0.554771,2,3,0,51350.8,0.003765,1.00147,-48663.3
-51348.3,0.966282,0.554771,2,3,0,51349.6,0.000150575,0.997903,-48663.4
-51348,0.994404,0.554771,1,3,0,51348.3,0.000363709,0.999548,-48663.1
-51348.7,0.925743,0.554771,2,3,0,51348.8,0.00394614,1.00016,-48663.4
-51348.5,1,0.554771,1,1,0,51348.7,0.00332522,0.999891,-48663.3
-51348.1,0.889248,0.554771,2,3,0,51349.5,-0.000678755,0.998513,-48663.3
-51348.4,0.945674,0.554771,2,3,0,51348.7,-0.000809055,0.997796,-48663.5
-51349.1,0.913971,0.554771,2,3,0,51349.6,0.00221759,0.99663,-48663.9
-51349.2,0.989467,0.554771,2,3,0,51349.3,-0.00179333,1.00275,-48663.1
-51349.6,0.878952,0.554771,2,7,0,51351.5,0.00485829,0.997392,-48664.1
-51349.7,0.98533,0.554771,1,1,0,51350,0.00538422,0.997679,-48664.1
-51348.3,0.843576,0.554771,2,3,0,51351.7,-0.00197286,1.00037,-48663.1
-51348.7,0.815624,0.554771,1,3,0,51349.7,0.000345355,0.996939,-48663.7
-51348.6,1,0.554771,1,1,0,51348.8,0.000629301,0.997078,-48663.7
-51348.6,1,0.554771,2,3,0,51348.6,0.000295958,1.00197,-48663
-51348.2,0.952545,0.554771,2,7,0,51349.1,0.00231783,0.999474,-48663.3
-51348.1,0.912348,0.554771,3,7,0,51349.2,0.00163685,0.999904,-48663.2
-51348.6,0.874295,0.554771,2,7,0,51349.2,-0.000774634,0.997318,-48663.6
-51348.6,0.998993,0.554771,3,7,0,51349,-0.00300858,1.00052,-48663.1
-51348.5,0.994984,0.554771,2,7,0,51348.9,0.0026587,0.998185,-48663.5
-51348.4,0.793827,0.554771,2,3,0,51350.9,0.00266663,1.00037,-48663.2
-51348.3,0.999525,0.554771,3,7,0,51348.5,-0.00221847,0.999685,-48663.2
-51349.1,0.785995,0.554771,2,3,0,51349.8,-0.000897581,0.996332,-48663.9
-51348.2,1,0.554771,2,3,0,51349,-0.000949796,1.00081,-48663
-51348.3,0.941139,0.554771,2,3,0,51348.9,-0.00129593,0.998055,-48663.4
-51348.2,0.974712,0.554771,3,7,0,51348.7,0.00145413,1.00048,-48663.1
-51348.3,0.948615,0.554771,2,3,0,51348.6,0.00242583,0.998662,-48663.4
-51348.3,0.986887,0.554771,2,3,0,51348.6,-0.00223192,1.00024,-48663.1
-51348.6,0.988164,0.554771,2,3,0,51348.6,-0.00312542,1.00008,-48663.2
-51348.1,0.983767,0.554771,2,3,0,51348.9,0.000915316,0.998882,-48663.3
