# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 22:52:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/gh8y7b6i.json
# init = 2 (Default)
# random
#   seed = 3497
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/base/base-20250511175207_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.57909
# Diagonal elements of inverse mass matrix:
# 1.99017e-05, 1.47906e-05
-51348.2,1,0.57909,2,3,0,51348.4,-0.0013245,0.998552,-48663.3
-51348.2,0.781631,0.57909,2,3,0,51350,-0.0013245,0.998552,-48663.3
-51348.3,0.994498,0.57909,2,7,0,51348.3,0.00215047,1.00059,-48663.2
-51348.4,0.940693,0.57909,2,3,0,51348.9,-0.00233767,0.998623,-48663.3
-51348.2,0.95142,0.57909,2,3,0,51348.9,0.00156579,1.00059,-48663.1
-51348.1,0.933486,0.57909,2,3,0,51348.8,0.000379407,0.99847,-48663.3
-51349.5,0.757653,0.57909,1,3,0,51349.5,0.000833544,0.995807,-48664.1
-51349.7,0.962985,0.57909,2,7,0,51350.5,-0.00227274,0.995817,-48664.1
-51348.2,0.992446,0.57909,2,3,0,51349.6,0.00189792,1.00036,-48663.2
-51350.5,0.565885,0.57909,2,3,0,51351.8,-0.0033576,1.00378,-48663.4
-51351.7,0.897368,0.57909,2,3,0,51352.5,-0.000771057,1.00556,-48663.6
-51349.3,0.858575,0.57909,2,3,0,51353.8,-0.00453738,1.00067,-48663.3
-51348.5,0.988974,0.57909,2,7,0,51349.4,0.00138719,0.997478,-48663.6
-51348.2,0.997228,0.57909,2,3,0,51348.7,0.00223202,0.999928,-48663.2
-51348.9,0.773919,0.57909,1,3,0,51350.5,-0.00341223,0.998013,-48663.5
-51348.3,0.75713,0.57909,2,3,0,51351.4,0.000934739,1.00132,-48663.1
-51348.3,1,0.57909,2,3,0,51348.4,5.9155e-05,1.00131,-48663
-51349.1,0.816584,0.57909,1,1,0,51349.1,0.000558411,1.00285,-48663.1
-51348.2,0.915092,0.57909,2,3,0,51349.9,-0.000857068,1.0009,-48663
-51348.2,1,0.57909,2,3,0,51348.3,0.000719691,0.998237,-48663.4
-51348.2,0.996925,0.57909,2,3,0,51348.2,3.83193e-05,1.00085,-48663
-51348.6,0.966135,0.57909,2,3,0,51348.6,-0.00145457,0.997364,-48663.6
-51351.3,0.754002,0.57909,2,7,0,51351.4,-0.00388747,0.994699,-48664.7
-51351.3,0.551699,0.57909,1,1,0,51353.5,-0.00388747,0.994699,-48664.7
-51350.4,0.960036,0.57909,3,7,0,51353,0.00053757,1.00441,-48663.4
-51348.1,1,0.57909,2,3,0,51350.3,0.00180248,0.999046,-48663.3
-51348.2,0.980066,0.57909,2,3,0,51348.3,-0.000789533,1.00085,-48663
-51348.1,0.931714,0.57909,2,3,0,51348.8,0.000477376,0.998368,-48663.3
-51348.1,0.97255,0.57909,2,3,0,51348.4,0.000814422,1.0007,-48663.1
-51348.1,0.966719,0.57909,1,3,0,51348.5,-0.00130621,0.999238,-48663.2
-51348.1,0.995616,0.57909,1,1,0,51348.2,-0.00153423,0.999407,-48663.2
-51348.9,0.74245,0.57909,2,3,0,51349.9,0.00223221,1.00225,-48663.2
-51348.5,1,0.57909,2,3,0,51348.9,0.000669038,0.997331,-48663.6
-51348.6,0.99358,0.57909,2,3,0,51348.7,-0.00081042,1.00184,-48663
-51349.4,0.702012,0.57909,2,3,0,51352.3,-0.00396178,0.997347,-48663.8
-51348.4,1,0.57909,2,3,0,51349.3,-0.000891037,1.0013,-48663
-51348.3,1,0.57909,1,1,0,51348.4,-0.000988281,1.00099,-48663
-51348.3,0.652101,0.57909,2,3,0,51351.5,-0.000288048,0.99798,-48663.4
-51348.1,1,0.57909,2,3,0,51348.2,-0.000460153,1.00048,-48663
-51348.2,0.970838,0.57909,2,3,0,51348.3,-0.00154643,0.999059,-48663.2
-51348.7,0.902493,0.57909,2,3,0,51349.1,0.00270866,0.997554,-48663.7
-51348.4,0.926895,0.57909,2,3,0,51349.9,0.000962427,1.00161,-48663.1
-51348.1,0.945691,0.57909,1,3,0,51348.9,2.59298e-06,0.998297,-48663.3
-51348.3,0.859296,0.57909,2,3,0,51349.3,-0.000966529,1.00095,-48663
-51348.4,0.981606,0.57909,2,7,0,51348.6,0.00295504,0.998868,-48663.4
-51348.5,0.982667,0.57909,2,3,0,51348.8,-0.00295041,1.0002,-48663.2
-51349.4,0.869882,0.57909,2,3,0,51350,-0.00366261,0.997134,-48663.8
