# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-05-11 22:52:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/gh8y7b6i.json
# init = 2 (Default)
# random
#   seed = 3497
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/base/base-20250511175207_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.537213
# Diagonal elements of inverse mass matrix:
# 2.02067e-05, 1.42682e-05
-51348.9,0.975599,0.537213,3,7,0,51349.4,0.00434645,0.998919,-48663.6
-51348.2,1,0.537213,3,7,0,51348.8,-0.00186905,0.999577,-48663.2
-51348.8,0.907394,0.537213,2,3,0,51349.1,-0.00270101,0.997528,-48663.6
-51348.4,1,0.537213,3,7,0,51348.8,0.00237947,0.9984,-48663.5
-51348.3,0.970096,0.537213,2,3,0,51348.8,0.000559015,0.997865,-48663.5
-51348,0.969514,0.537213,1,3,0,51348.5,0.000647604,1.00012,-48663.1
-51348.1,0.961514,0.537213,1,3,0,51348.4,-0.0012983,0.9991,-48663.2
-51348.1,0.994141,0.537213,2,7,0,51348.2,0.00129697,1.00034,-48663.1
-51348.3,0.905912,0.537213,2,3,0,51349,-0.00218452,0.999566,-48663.2
-51348.3,0.884392,0.537213,1,3,0,51349.5,0.00195277,1.00079,-48663.1
-51349.6,0.874239,0.537213,3,7,0,51350,-0.00491162,0.997819,-48663.8
-51349.9,0.940701,0.537213,2,3,0,51351.1,-0.00468053,1.00214,-48663.3
-51348.5,0.975368,0.537213,3,7,0,51350.2,0.00203678,0.997616,-48663.6
-51348.2,0.98769,0.537213,2,3,0,51348.8,-0.000890782,0.998543,-48663.3
-51348.1,0.997803,0.537213,2,3,0,51348.3,-0.00143331,0.999826,-48663.1
-51348,0.999814,0.537213,2,3,0,51348.1,-0.000786486,0.999206,-48663.2
-51348.4,0.964228,0.537213,2,3,0,51348.5,-0.00256253,0.999105,-48663.3
-51348,0.992938,0.537213,3,7,0,51348.5,0.000650183,0.999532,-48663.2
-51349.1,0.780414,0.537213,1,3,0,51349.5,0.000250321,0.996342,-48663.9
-51349.1,0.987698,0.537213,1,1,0,51349.3,-8.65919e-06,0.996258,-48663.9
-51349.4,0.630492,0.537213,2,7,0,51353,0.00265891,1.00283,-48663.3
-51349.9,0.921684,0.537213,2,3,0,51350.5,-0.00199738,0.995509,-48664.2
