# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-04-21 01:30:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/80nra730.json
# init = 2 (Default)
# random
#   seed = 97174
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/den_BOW/reg-20250420203030_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.61682
# Diagonal elements of inverse mass matrix:
# 2.33644e-05, 2.10288e-05, 1.661e-05
-35835.7,0.910671,0.61682,2,3,0,35837.9,-0.0155171,0.0894839,0.994493,-33746.4
-35838.7,0.818126,0.61682,2,3,0,35839.5,-0.0150697,0.074503,1.00312,-33749.4
-35835.3,1,0.61682,2,3,0,35839.2,-0.0123618,0.0872595,0.995242,-33746.4
-35837.1,0.896674,0.61682,2,7,0,35838.5,-0.00983113,0.0784185,1.00127,-33748.3
-35834.9,0.934709,0.61682,2,3,0,35839.4,-0.0214265,0.0825213,0.996222,-33746.7
-35834.5,0.937598,0.61682,3,7,0,35835.9,-0.0215561,0.0842871,0.997435,-33746.7
-35834.1,0.997988,0.61682,2,7,0,35834.9,-0.0180886,0.0878221,1.00024,-33747
-35837.5,0.700997,0.61682,2,3,0,35838,-0.0224113,0.0828427,0.992674,-33746.8
-35837.8,0.978409,0.61682,2,3,0,35838.4,-0.0109132,0.0836719,1.00527,-33749.3
-35835.3,1,0.61682,2,3,0,35837.3,-0.0130505,0.0844311,1.00298,-33748
-35833.7,1,0.61682,2,3,0,35835,-0.0167855,0.0830133,0.997378,-33746.5
-35834.5,0.888077,0.61682,2,3,0,35834.8,-0.0166759,0.0849206,0.994993,-33746.2
-35835.8,0.746178,0.61682,1,1,0,35835.9,-0.0164963,0.0859176,0.993168,-33746.3
-35833.8,1,0.61682,2,3,0,35835.8,-0.0144023,0.0861776,0.99907,-33746.7
-35833.6,0.831936,0.61682,2,3,0,35835.2,-0.0177245,0.0858806,0.999206,-33746.7
-35835.7,0.691544,0.61682,2,3,0,35837,-0.0121853,0.0879954,1.00265,-33748
-35835.8,0.990124,0.61682,3,7,0,35836.2,-0.0216949,0.0813926,0.994972,-33746.8
-35835.8,0.799688,0.61682,2,3,0,35839.8,-0.018083,0.0911255,1.00202,-33747.9
-35834.8,0.986689,0.61682,3,7,0,35837.1,-0.014032,0.0831475,0.995032,-33746.3
-35836.7,0.578135,0.61682,2,3,0,35840.6,-0.0152831,0.0783357,1.00355,-33748.7
-35837.6,0.933891,0.61682,2,7,0,35838.3,-0.0187825,0.093172,0.994543,-33747
-35836.5,1,0.61682,1,1,0,35837.7,-0.017069,0.0928358,0.995816,-33746.9
-35834.7,1,0.61682,3,7,0,35837,-0.0186615,0.081257,1.00187,-33747.7
-35834.4,0.986604,0.61682,3,7,0,35835.7,-0.018423,0.0860997,0.995485,-33746.3
-35834.4,0.995943,0.61682,2,3,0,35834.8,-0.0182333,0.0849685,1.0021,-33747.6
-35835.5,0.7742,0.61682,1,1,0,35835.6,-0.0187457,0.083787,1.00388,-33748.3
-35834,0.951441,0.61682,2,3,0,35836.3,-0.0138294,0.0839601,1.00035,-33747.1
-35833.9,0.912214,0.61682,3,7,0,35835.2,-0.0199229,0.0853063,0.999323,-33746.9
-35833.8,0.769833,0.61682,2,3,0,35836.2,-0.0179095,0.0829042,0.997515,-33746.5
-35835,0.894847,0.61682,2,3,0,35835.2,-0.01826,0.0784162,0.99964,-33747.5
-35833.5,0.903019,0.61682,2,3,0,35836.4,-0.0167288,0.0844456,0.998279,-33746.5
-35834,0.922752,0.61682,3,7,0,35834.3,-0.0169141,0.0879449,1.00004,-33747
-35834.4,0.818531,0.61682,2,3,0,35836.1,-0.0119662,0.0833965,0.997928,-33746.7
-35836.2,0.851904,0.61682,2,3,0,35836.7,-0.00957966,0.0866988,0.995715,-33746.8
-35833.8,1,0.61682,2,3,0,35835.8,-0.0169228,0.082978,1.00026,-33747
-35833.6,0.996187,0.61682,2,3,0,35833.9,-0.015112,0.083938,0.998996,-33746.7
