# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:09:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/jnfa5xt5.json
# init = 2 (Default)
# random
#   seed = 49777
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/den_SBERT.nonsems/multireg-20250511180926_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.620004
# Diagonal elements of inverse mass matrix:
# 2.42858e-05, 2.46234e-05, 2.46081e-05, 2.28865e-05, 1.68015e-05
-34593.4,0.997873,0.620004,3,7,0,34594.2,-0.00014037,0.0752325,0.151788,0.112811,0.985747,0.0598474,0.141252,0.113767,-33924.5
-34594,0.874895,0.620004,3,7,0,34595.7,0.000169596,0.0731304,0.139959,0.110836,0.981398,0.0586227,0.129344,0.111775,-33917.7
-34592.7,1,0.620004,2,3,0,34594.2,0.00220124,0.0747265,0.142085,0.110443,0.984126,0.060197,0.131582,0.111379,-33919
-34593.3,0.911171,0.620004,3,7,0,34594.4,-0.00210334,0.0713386,0.146241,0.106782,0.98443,0.0566,0.136342,0.107687,-33920.5
-34596.8,0.680408,0.620004,3,7,0,34598,-0.000750613,0.0668829,0.145301,0.120866,0.987707,0.0507928,0.133514,0.121891,-33914.9
-34595.5,0.942464,0.620004,2,7,0,34598.9,0.000313208,0.074829,0.146333,0.103945,0.981167,0.0605295,0.136811,0.104826,-33924.7
-34595.6,0.866317,0.620004,2,7,0,34599.4,0.00394827,0.0733572,0.140814,0.118314,0.981222,0.0581949,0.129236,0.119318,-33917.6
-34594.3,0.84505,0.620004,2,3,0,34598.9,0.000807903,0.0728382,0.146773,0.118976,0.987885,0.0571637,0.135279,0.119984,-33918.5
-34595,0.874059,0.620004,2,7,0,34597.7,-0.00282601,0.072395,0.139896,0.106973,0.981899,0.0581601,0.12979,0.10788,-33918.2
