# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 18:56:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/eyon7uqy.json
# init = 2 (Default)
# random
#   seed = 72053
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-nondens/hreg-20250323135616_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.497401
# Diagonal elements of inverse mass matrix:
# 3.55364e-05, 2.21442e-05, 0.000255551, 0.000191785, 0.00026105, 0.00016998, 0.000462437, 0.000345594, 0.0001493, 0.000224869, 0.000198323, 0.000178032, 0.00032584, 0.00023186, 0.000413373, 0.00021706, 0.000343774, 0.000329277, 0.000377095, 0.000241188, 0.00224589, 0.00091214, 0.0804821, 0.0881527
-19033,0.91264,0.497401,3,7,0,19044.4,-0.00563394,0.971717,0.20537,-0.016703,0.24388,0.0886198,0.29844,0.175986,0.0911037,0.0728295,0.253851,0.167679,-0.0305933,0.0915467,0.0715315,-0.0124804,0.145005,0.0962825,0.155404,0.167181,0.176929,0.099038,0.119219,0.0913066,-19093.7
-19035.2,0.717141,0.497401,3,7,0,19048.9,-0.0134279,0.975688,0.212898,-0.0240305,0.266572,0.113936,0.312365,0.222408,0.0528678,0.065556,0.185766,0.139979,-0.0180689,0.0487608,0.0713556,0.0171802,0.137923,0.11954,0.16004,0.174803,0.157675,0.0961232,0.142463,0.0636165,-19089.6
-19033,0.884526,0.497401,3,7,0,19044.4,-0.0118537,0.972602,0.211263,-0.0191791,0.276735,0.103144,0.31262,0.199774,0.0538203,0.061791,0.194274,0.139809,-0.0187327,0.0532017,0.0586422,0.0122292,0.143325,0.11838,0.160737,0.167027,0.118057,0.0942722,0.152129,0.0712905,-19085.1
-19039.8,0.683059,0.497401,3,7,0,19046.1,-0.00530969,0.974659,0.234741,0.00669829,0.263447,0.09948,0.290031,0.206025,0.0750233,0.0762998,0.24073,0.157546,-0.00310474,0.107267,0.0720628,-0.00587473,0.145056,0.0907938,0.171993,0.178599,0.219971,0.0618886,0.17865,0.0902352,-19115
-19042.8,0.841213,0.497401,3,7,0,19056,-0.0111604,0.974179,0.176319,-0.0307839,0.243948,0.132545,0.306034,0.213877,0.0785633,0.0343453,0.216219,0.173182,-0.0476393,0.0467292,0.0641626,0.0146792,0.122692,0.117775,0.174415,0.149163,0.133876,0.108149,0.0775943,0.0839194,-19082.5
-19039.2,0.952527,0.497401,3,7,0,19054.2,-0.0169571,0.978443,0.195715,-0.0395177,0.229161,0.126564,0.316179,0.195439,0.0844912,0.0488731,0.213912,0.149037,-0.0367066,0.05854,0.0592043,0.00165307,0.161146,0.121575,0.168193,0.155006,0.178434,0.0870312,0.137161,0.12381,-19083.6
