# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 18:56:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/eyon7uqy.json
# init = 2 (Default)
# random
#   seed = 72053
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-nondens/hreg-20250323135616_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.450301
# Diagonal elements of inverse mass matrix:
# 3.33571e-05, 2.25472e-05, 0.00026531, 0.000170566, 0.000242342, 0.000203137, 0.000559409, 0.00032125, 0.000170346, 0.000240829, 0.000219004, 0.000210312, 0.000306423, 0.000186495, 0.00039565, 0.000221585, 0.000399575, 0.000318499, 0.000373162, 0.000265101, 0.00218173, 0.00104967, 0.0843127, 0.0894376
-19034.7,0.850004,0.450301,3,7,0,19049.3,-0.00524115,0.969964,0.203304,-0.0305056,0.259342,0.103443,0.307154,0.208954,0.0554812,0.0640149,0.234322,0.139764,-0.0166772,0.0764817,0.0537949,-0.0192009,0.137838,0.122541,0.137469,0.164622,0.154684,0.121712,0.13745,0.103459,-19086.2
-19037.3,0.959613,0.450301,3,7,0,19044.2,-0.00574728,0.976968,0.202133,-0.0526264,0.255267,0.117296,0.321034,0.21649,0.078326,0.076212,0.219499,0.162177,-0.0223902,0.0963996,0.0757889,0.0110485,0.134309,0.119461,0.119329,0.146991,0.207981,0.0610391,0.127952,0.075943,-19095.7
-19045.3,0.859858,0.450301,3,7,0,19056.2,-0.0102593,0.977849,0.228023,-0.0514286,0.270534,0.120628,0.295251,0.196765,0.0597574,0.0716531,0.185018,0.175962,-0.0509093,0.108224,0.0826322,0.0044782,0.134558,0.110381,0.136682,0.194374,0.043498,0.0820822,0.118627,0.096379,-19113.1
-19039.7,1,0.450301,3,7,0,19055.4,-0.0101816,0.975104,0.198762,0.00242855,0.264347,0.090233,0.318407,0.194343,0.0927156,0.0738894,0.24801,0.136368,0.00299996,0.0466307,0.0579314,0.000204522,0.146431,0.109338,0.176945,0.136642,0.206471,0.0877859,0.187024,0.06487,-19079.5
-19034,0.946638,0.450301,3,7,0,19049,-0.00542821,0.973976,0.22331,-0.0289469,0.255125,0.127373,0.326719,0.185705,0.0818691,0.0648439,0.216469,0.161651,-0.0210801,0.089718,0.0498184,-0.0155365,0.141845,0.108784,0.15689,0.169095,0.1237,0.0556774,0.120303,0.115278,-19114
-19032.2,0.871688,0.450301,3,7,0,19045.8,-0.0119731,0.976752,0.206297,-0.0322102,0.26293,0.0872851,0.283834,0.207708,0.0573069,0.0780026,0.225862,0.14094,-0.0219229,0.0626766,0.0794924,0.0200998,0.128893,0.110104,0.162391,0.17415,0.143984,0.109693,0.127367,0.0578145,-19073
-19035.6,0.793871,0.450301,3,7,0,19042,-0.00717016,0.97398,0.235091,-0.0321966,0.270097,0.101809,0.296389,0.203372,0.0870384,0.0740324,0.225976,0.170539,-0.015,0.0891781,0.0663231,0.0119,0.12382,0.0907403,0.149422,0.171926,0.0542899,0.093974,0.161077,0.107956,-19109.3
-19038.5,0.869143,0.450301,3,7,0,19047.9,-0.00869041,0.973249,0.194729,-0.0138216,0.255826,0.108035,0.313698,0.190603,0.0501209,0.0641809,0.20617,0.138745,-0.0353991,0.0435895,0.0691137,-0.0109825,0.159293,0.12799,0.173435,0.184877,0.251532,0.0903831,0.111114,0.0691812,-19087.5
