# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 02:00:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/75hqp2eu.json
# init = 2 (Default)
# random
#   seed = 85324
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-nondens/hreg-20250420210043_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.473475
# Diagonal elements of inverse mass matrix:
# 3.31325e-05, 2.28544e-05, 0.000149496, 0.000184489, 0.000180625, 0.000184735, 0.000348616, 0.000371685, 0.00025026, 0.000218846, 0.000221227, 0.000183359, 0.000220099, 0.000235117, 0.000649807, 0.000211658, 0.000340684, 0.000377292, 0.000319416, 0.000286601, 0.00206047, 0.000899367, 0.078909, 0.0821114
-19033.2,1,0.473475,3,7,0,19042.6,-0.00157893,0.98156,0.133957,-0.0505055,0.222748,0.120304,0.307252,0.161249,0.0744304,0.0642521,0.217913,0.145486,-0.0201945,0.0951088,0.0795945,0.00902882,0.141233,0.113676,0.157041,0.149831,0.162471,0.0891118,0.125933,0.0440041,-19133.9
-19034.5,0.942191,0.473475,3,7,0,19041.2,-0.00968101,0.968088,0.0980555,-0.00746569,0.232338,0.110149,0.307271,0.166969,0.0566276,0.0732938,0.24859,0.149837,-0.0454049,0.128454,0.0817522,0.00189731,0.146898,0.106325,0.128621,0.16129,0.10589,0.11456,0.0899842,0.11797,-19161.6
-19031.3,0.987561,0.473475,3,7,0,19040.5,-0.0034668,0.981291,0.103191,-0.0277305,0.24349,0.118052,0.302885,0.176919,0.0441978,0.0694134,0.235715,0.158768,-0.0504396,0.101243,0.0709501,0.00402809,0.156101,0.106439,0.174182,0.168372,0.19355,0.109284,0.132598,0.0770273,-19155.3
-19033.4,0.668939,0.473475,3,7,0,19047.1,-0.00839126,0.976897,0.130283,-0.0291378,0.253127,0.11163,0.324478,0.155089,0.0830408,0.0799303,0.213409,0.145102,-0.0131081,0.11273,0.0730497,0.00108237,0.108089,0.113242,0.131514,0.184055,0.0134412,0.0779248,0.160343,0.0764247,-19148.6
-19031,0.951519,0.473475,3,7,0,19042.6,-0.00526267,0.974451,0.101986,-0.0336217,0.247715,0.11926,0.299071,0.166662,0.0274402,0.0768704,0.230051,0.162983,-0.0520769,0.110198,0.0644878,-0.00712582,0.15372,0.10241,0.16831,0.150767,0.148846,0.0912719,0.158949,0.0689375,-19150.9
-19030.8,0.867601,0.473475,3,7,0,19042.7,-0.0109824,0.970363,0.118838,-0.0363626,0.278856,0.133869,0.313675,0.161073,0.052257,0.0939347,0.236302,0.143986,-0.0318717,0.093234,0.0659662,0.00301478,0.15277,0.107331,0.144117,0.186926,0.131561,0.094545,0.114648,0.0581519,-19177.3
-19032.8,0.857623,0.473475,3,7,0,19041.2,-0.0022972,0.980639,0.126108,-0.01609,0.233015,0.112885,0.31572,0.173928,0.0710746,0.0793656,0.208143,0.151398,-0.0287043,0.115946,0.0635319,0.00504827,0.105342,0.114725,0.152815,0.144258,0.156278,0.0779145,0.173093,0.0993561,-19132.9
-19033.5,0.924286,0.473475,3,7,0,19047.8,-0.0117772,0.970303,0.117508,-0.0117071,0.239273,0.130845,0.30825,0.151694,0.0683204,0.108446,0.214187,0.153955,-0.0456236,0.100708,0.0682181,-0.00349985,0.140049,0.0998682,0.130353,0.197714,0.16712,0.101146,0.0640028,0.0587629,-19158.3
-19039.9,0.74732,0.473475,3,7,0,19047.9,0.0022239,0.979825,0.08202,-0.0287241,0.25949,0.112242,0.310552,0.160452,0.0384481,0.0687503,0.220164,0.172354,-0.0299857,0.130115,0.0582426,0.0323331,0.131764,0.119337,0.124442,0.157233,0.0853198,0.108254,0.196715,0.103849,-19151.4
-19042,0.961328,0.473475,3,7,0,19052.4,-0.0172419,0.971589,0.143181,-0.0399119,0.254146,0.121713,0.318497,0.16867,0.0925002,0.085168,0.209937,0.138298,-0.0237781,0.068539,0.0712758,-0.0344407,0.141641,0.096515,0.16028,0.188275,0.165459,0.0173111,0.100846,0.0983684,-19154.7
-19035.9,0.957111,0.473475,3,7,0,19054.9,-0.00441662,0.974952,0.13,-0.00965227,0.261107,0.120374,0.339741,0.149109,0.0714581,0.101182,0.184848,0.151914,-0.024413,0.110444,0.0473818,0.000784529,0.108968,0.100994,0.130351,0.201293,0.134878,0.0706486,0.0859159,0.0758423,-19155.1
-19033.4,0.819266,0.473475,3,7,0,19048.5,-0.000944324,0.971765,0.110393,-0.0121016,0.233571,0.128386,0.303972,0.156074,0.0424688,0.0636895,0.222431,0.151459,-0.0256332,0.111229,0.0958719,0.00235157,0.13238,0.116992,0.14824,0.143694,0.0575605,0.100329,0.177494,0.0930043,-19144.9
-19035.1,0.753179,0.473475,3,7,0,19049.8,-0.00984158,0.97827,0.124481,-0.0559206,0.265768,0.106752,0.343456,0.173069,0.0667354,0.105797,0.209436,0.157528,-0.0150379,0.108143,0.049441,-0.00810956,0.138792,0.105968,0.156523,0.195813,0.178207,0.0896706,0.100893,0.0598216,-19175.4
-19037.6,0.875564,0.473475,3,7,0,19048.1,-0.00407618,0.97351,0.106567,-0.0194806,0.232395,0.118037,0.268385,0.155456,0.0711406,0.0627703,0.213366,0.140142,-0.0310765,0.0924497,0.104486,0.0191304,0.122159,0.107822,0.141138,0.155281,0.105595,0.0965052,0.102078,0.127794,-19117.4
-19029.5,0.927472,0.473475,3,7,0,19046.5,-0.00430671,0.979436,0.120662,-0.0303418,0.251542,0.139493,0.300971,0.166305,0.0460159,0.0688713,0.207229,0.138071,-0.0177946,0.0879661,0.068602,0.00848584,0.133947,0.1123,0.170581,0.166962,0.11872,0.0944732,0.106238,0.089618,-19137.2
-19027.9,0.973406,0.473475,3,7,0,19034.9,-0.002252,0.974468,0.126371,-0.0179628,0.246185,0.112337,0.298744,0.175248,0.0288112,0.0541216,0.221115,0.145301,-0.0257633,0.10964,0.0702807,0.00166546,0.145135,0.108675,0.149304,0.166538,0.154935,0.102762,0.112751,0.0748725,-19143.9
-19032.8,0.723571,0.473475,3,7,0,19038.4,-0.010247,0.979553,0.116917,-0.0425713,0.257548,0.0915668,0.306429,0.156689,0.0809714,0.0683543,0.215115,0.167628,-0.0257545,0.0836917,0.0711157,0.0102346,0.119346,0.122522,0.165748,0.161046,0.0538201,0.0833377,0.159352,0.0817373,-19140
-19034.1,0.904212,0.473475,3,7,0,19044.6,-0.0116568,0.976694,0.110623,-0.0272266,0.265739,0.133214,0.314604,0.163705,0.0402496,0.119451,0.206263,0.140366,-0.0228735,0.097815,0.0738219,-0.0139467,0.161804,0.101352,0.141399,0.150537,0.189389,0.118387,0.110865,0.0601015,-19148.5
-19041.8,0.611602,0.473475,3,7,0,19055.9,8.65095e-05,0.975271,0.0939848,-0.0385882,0.239566,0.133363,0.322893,0.147107,0.068785,0.0857724,0.192248,0.151471,-0.0476638,0.10591,0.0526177,0.0145846,0.131322,0.131379,0.193121,0.195948,-0.00700535,0.0945017,0.179795,0.103287,-19163.3
-19035.9,0.99082,0.473475,3,7,0,19052,-0.0124407,0.973416,0.14383,-0.0166897,0.254494,0.108888,0.286672,0.165434,0.031699,0.07079,0.209236,0.14372,-0.020282,0.105581,0.0476739,0.0103486,0.148852,0.103462,0.11579,0.16316,0.112358,0.0983906,0.139404,0.0736349,-19129.5
-19036.5,0.937937,0.473475,3,7,0,19048.9,-0.00739619,0.972962,0.0815708,-0.0317243,0.238025,0.127929,0.347096,0.168024,0.0812761,0.0835641,0.22699,0.15728,-0.0438738,0.113076,0.100814,0.00127338,0.133112,0.111047,0.174968,0.176498,0.168809,0.10555,0.114755,0.0963276,-19186.9
-19031.6,0.946939,0.473475,3,7,0,19048,-0.00902544,0.979512,0.12911,-0.0278335,0.279349,0.0937908,0.323158,0.183308,0.0575435,0.075963,0.232778,0.157957,-0.0254835,0.0739897,0.0604891,-0.000970693,0.124579,0.10721,0.130184,0.174596,0.16125,0.10805,0.117913,0.06061,-19155
-19036.1,0.869799,0.473475,3,7,0,19043.4,-0.00635322,0.971884,0.111443,-0.0205314,0.288206,0.116158,0.327934,0.177927,0.033321,0.102806,0.217479,0.165098,-0.0199894,0.0829091,0.0566519,0.0107998,0.127506,0.122567,0.125368,0.143662,0.235986,0.0718816,0.145663,0.0475377,-19166.9
-19036.1,0.892006,0.473475,3,7,0,19051,-0.00436913,0.980026,0.108146,-0.0304526,0.243599,0.124994,0.326524,0.17751,0.075715,0.082941,0.217011,0.140507,-0.0409231,0.106144,0.0954567,0.0091051,0.11443,0.128059,0.135802,0.172928,0.308436,0.107816,0.253324,0.0842671,-19158
-19033.4,0.806393,0.473475,3,7,0,19053,-0.00569513,0.974772,0.108865,-0.0267367,0.259823,0.113474,0.298867,0.148276,0.015348,0.0776821,0.232694,0.162709,-0.029494,0.115573,0.0508488,-0.0149891,0.14557,0.0901637,0.1508,0.16272,0.0573696,0.0966889,0.112277,0.0643022,-19140.8
-19032.1,0.984037,0.473475,3,7,0,19042.3,-0.00258497,0.976114,0.129945,-0.0327184,0.273412,0.105905,0.334545,0.169694,0.0302375,0.0782894,0.229633,0.159201,-0.0223377,0.101271,0.0714297,-0.0127724,0.138694,0.14215,0.168725,0.161984,0.138603,0.0887159,0.129452,0.0961552,-19179.5
-19031,0.9734,0.473475,3,7,0,19039.6,-0.00511259,0.979501,0.0964736,-0.0351268,0.255111,0.103906,0.315745,0.166311,0.0650164,0.0945404,0.225165,0.156442,-0.0332766,0.118739,0.0766851,-0.00816833,0.138967,0.0940748,0.137963,0.16636,0.086824,0.0746195,0.109737,0.141055,-19147.5
-19042.7,0.636417,0.473475,3,7,0,19051.3,-0.00889217,0.979252,0.0942208,-0.0390949,0.236771,0.119326,0.341602,0.185909,0.0830902,0.0705387,0.209251,0.124246,-0.0304198,0.127043,0.0656077,-0.0310309,0.160183,0.0911358,0.117187,0.162665,0.157018,0.102903,0.091222,0.153154,-19144.5
-19036.6,0.902554,0.473475,3,7,0,19057.5,-0.00296119,0.972435,0.127326,-0.0366899,0.270502,0.120704,0.30037,0.150006,0.0624708,0.0903308,0.207185,0.165626,-0.0407817,0.0793785,0.0623953,0.0195603,0.116829,0.120327,0.153789,0.194953,0.125357,0.0252224,0.140136,0.0738976,-19160
-19037.8,0.873397,0.473475,3,7,0,19051.5,-0.00776235,0.977165,0.140008,-0.0390469,0.259091,0.128715,0.327845,0.134494,0.0895213,0.107597,0.213294,0.160187,-0.0320407,0.112321,0.0720092,-0.00606375,0.134057,0.132299,0.154032,0.174397,0.0630866,0.0436834,0.11572,0.0904245,-19171.7
