# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 02:00:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/75hqp2eu.json
# init = 2 (Default)
# random
#   seed = 85324
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-nondens/hreg-20250420210043_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.479746
# Diagonal elements of inverse mass matrix:
# 3.53304e-05, 2.1152e-05, 0.000155095, 0.00014603, 0.000200129, 0.000184387, 0.000386761, 0.000379651, 0.000231788, 0.000218325, 0.000217543, 0.00018832, 0.000198091, 0.000249708, 0.000485795, 0.000188449, 0.00040027, 0.000381548, 0.000308828, 0.000265326, 0.00254854, 0.000918487, 0.0985313, 0.0830516
-19035,0.727143,0.479746,3,7,0,19049.9,-0.0143123,0.975426,0.108592,-0.0289653,0.247314,0.101764,0.345739,0.168318,0.0440198,0.10089,0.22382,0.150101,-0.0478524,0.0818293,0.0506377,-0.0199063,0.128725,0.100691,0.176652,0.190243,0.177881,0.0817844,0.126184,0.0789802,-19163
-19032.3,0.948588,0.479746,3,7,0,19044.8,0.000351522,0.978969,0.123072,-0.0106126,0.235257,0.109075,0.316004,0.156241,0.0587918,0.0752739,0.208331,0.155092,-0.0220313,0.130028,0.0672384,-0.00298992,0.113184,0.117762,0.141195,0.173936,0.217877,0.076302,0.179727,0.0891555,-19140.5
-19034.9,0.943779,0.479746,3,7,0,19041.9,-0.0112952,0.975623,0.120709,-0.0342167,0.252349,0.139988,0.316943,0.183695,0.0813912,0.0709355,0.252169,0.157798,-0.050486,0.0937748,0.0392573,-0.00513452,0.138496,0.111987,0.162829,0.168686,0.246704,0.0819044,0.160422,0.0881691,-19173
-19035,0.926518,0.479746,3,7,0,19046.2,0.00224242,0.972249,0.114604,-0.0365563,0.265609,0.116413,0.333698,0.161779,0.0454649,0.113027,0.212772,0.157262,-0.0147693,0.116807,0.081286,0.0106649,0.129499,0.0944937,0.0927805,0.156717,0.117623,0.104022,0.105873,0.0651849,-19162.4
-19031.3,0.843615,0.479746,3,7,0,19045.9,-0.00958065,0.979089,0.12585,-0.0141765,0.25803,0.111873,0.302823,0.148193,0.0749243,0.10242,0.212665,0.158568,-0.0146365,0.104898,0.0589854,0.0132976,0.109818,0.107615,0.121287,0.181867,0.166883,0.0909575,0.114101,0.0640513,-19137.2
-19031.8,0.901562,0.479746,3,7,0,19040.6,-0.0134143,0.972378,0.106855,-0.014367,0.217138,0.11425,0.320543,0.162305,0.047173,0.107447,0.207779,0.145825,-0.0417191,0.106966,0.0594091,0.00798326,0.129613,0.0910889,0.123265,0.174916,0.101621,0.0981553,0.0829913,0.0677448,-19137
-19041.6,0.613439,0.479746,3,7,0,19053.6,-0.00551916,0.97934,0.114251,-0.019344,0.215938,0.0987346,0.320879,0.1296,0.0895338,0.0588817,0.255289,0.16153,-0.0252586,0.131081,0.0893016,-0.00824848,0.128458,0.115402,0.115481,0.154759,0.0547241,0.10492,0.320933,0.0808212,-19142.3
-19044,0.853447,0.479746,3,7,0,19061.9,-0.00953847,0.972407,0.113342,-0.0242602,0.244858,0.100087,0.300935,0.180821,0.0103845,0.0358933,0.226993,0.139519,-0.0323076,0.0916549,0.0732947,0.0213493,0.0971609,0.0803774,0.200622,0.155354,0.114357,0.0785169,0.0798195,0.0494251,-19131
-19041.6,0.896325,0.479746,3,7,0,19057.3,-0.00407112,0.978944,0.119797,-0.044052,0.241269,0.122812,0.297387,0.163576,0.115952,0.104736,0.232125,0.164025,-0.0227909,0.127063,0.0741943,0.00463046,0.165766,0.132218,0.114413,0.163075,0.131449,0.0985277,0.234776,0.123612,-19167.1
-19041.6,0.951303,0.479746,3,7,0,19055.2,-0.0112321,0.977543,0.108597,-0.0268916,0.240084,0.130954,0.311501,0.169381,0.0552718,0.0439867,0.237792,0.146297,-0.0336877,0.100375,0.0613365,0.0295552,0.0968252,0.0901237,0.209257,0.153616,0.14802,0.104915,0.085673,0.0448898,-19143.7
-19032.2,0.940949,0.479746,3,7,0,19051.3,0.00098996,0.979065,0.138184,-0.0378874,0.241007,0.1037,0.298105,0.183882,0.0750941,0.0853642,0.229752,0.149274,-0.022633,0.120618,0.0494816,0.0104099,0.143542,0.116752,0.151407,0.160901,0.142397,0.0952793,0.10273,0.0827122,-19150.9
-19041,0.716942,0.479746,3,7,0,19048.6,-0.00969105,0.968749,0.102244,-0.00979662,0.22667,0.122839,0.294429,0.177863,0.0699386,0.0721346,0.241692,0.137691,-0.0437028,0.149527,0.0959552,0.013095,0.13202,0.129603,0.183774,0.17126,0.165129,0.0431711,0.0963074,0.0978286,-19176.9
-19036.1,0.960383,0.479746,3,7,0,19051.6,-0.00843534,0.967755,0.113248,-0.0205758,0.235294,0.130222,0.309243,0.173405,0.0592022,0.0741923,0.232561,0.169533,-0.0456172,0.139919,0.0919052,-0.0121954,0.138603,0.121405,0.162815,0.153631,0.145145,0.0533133,0.0780821,0.070941,-19181.7
-19034.9,1,0.479746,3,7,0,19045.7,-0.0103546,0.976737,0.114363,-0.0225789,0.235606,0.117635,0.313438,0.159193,0.0595065,0.0846693,0.220846,0.166587,-0.0550607,0.0971789,0.0610347,0.0160384,0.143406,0.12394,0.188794,0.145184,0.132551,0.06052,0.111141,0.179735,-19156.9
-19032.6,0.778125,0.479746,3,7,0,19052.3,-0.00850938,0.976466,0.11457,-0.028194,0.263845,0.118881,0.333649,0.16978,0.0407745,0.0719385,0.210407,0.144434,-0.017166,0.115991,0.0808199,-0.0205862,0.123276,0.101777,0.108272,0.196435,0.113156,0.0767129,0.132274,0.0594461,-19156.2
-19035.6,0.934431,0.479746,3,7,0,19043.8,-0.00377048,0.973216,0.106501,-0.0277562,0.241484,0.121203,0.317482,0.168751,0.0128491,0.0611347,0.207434,0.181715,-0.0473852,0.0898076,0.0492325,0.00539484,0.139219,0.112063,0.161936,0.144853,0.122169,0.0845254,0.189291,0.102271,-19150.4
-19029.5,1,0.479746,3,7,0,19040.4,-0.00787153,0.976243,0.106576,-0.0405518,0.252392,0.142034,0.316677,0.163135,0.0533526,0.0691911,0.246975,0.149074,-0.0360404,0.0968898,0.0664074,0.0152599,0.126778,0.106094,0.170263,0.168502,0.158494,0.115252,0.0896257,0.0712873,-19162.9
-19031.3,0.705852,0.479746,3,7,0,19042.1,-0.00628622,0.975135,0.128616,-0.0243986,0.226544,0.105765,0.312588,0.152685,0.0623314,0.0641596,0.204335,0.155205,-0.0284714,0.107181,0.0659355,-0.0190982,0.141573,0.11195,0.134862,0.149606,0.136832,0.0507173,0.165349,0.0844974,-19127.8
-19035.8,0.895703,0.479746,3,7,0,19042.9,-0.0129623,0.971736,0.116092,-0.0113335,0.241816,0.0949128,0.339212,0.161107,0.0692279,0.0619404,0.249019,0.129086,-0.0328766,0.123138,0.0715833,-0.0291427,0.138187,0.115546,0.153812,0.145508,0.0928346,0.116604,0.132982,0.0887119,-19156
-19029.5,0.907876,0.479746,3,7,0,19045.7,-0.00155181,0.97756,0.115036,-0.0252786,0.237616,0.115226,0.330114,0.175777,0.0702848,0.0539743,0.206542,0.143338,-0.0275915,0.0952393,0.0613147,-0.0157669,0.12527,0.119344,0.13461,0.174564,0.13025,0.068691,0.133819,0.059115,-19140.5
-19031,0.792927,0.479746,3,7,0,19043.5,-0.0100037,0.969964,0.111329,-0.0357107,0.25632,0.115563,0.300875,0.16251,0.0434767,0.10602,0.236885,0.169409,-0.0347705,0.124041,0.0823176,0.0127875,0.137561,0.0996343,0.159481,0.146564,0.150148,0.123104,0.0919971,0.0783284,-19168.3
-19031.6,0.967664,0.479746,3,7,0,19039.5,-0.00366273,0.980862,0.118417,-0.013495,0.241096,0.110236,0.326391,0.19091,0.0532726,0.0712618,0.230627,0.163226,-0.0476093,0.0966197,0.0657198,-0.0061529,0.133069,0.0913101,0.15628,0.174309,0.151149,0.0522278,0.143791,0.0823438,-19157.4
-19033.2,0.899554,0.479746,3,7,0,19042.6,-0.00401961,0.983444,0.110095,-0.0456284,0.253503,0.126811,0.306205,0.137114,0.0664606,0.100658,0.222931,0.140569,-0.0205644,0.12086,0.0804222,0.0216425,0.141003,0.12737,0.143125,0.168025,0.126587,0.0829682,0.107621,0.0606278,-19148.3
-19030.9,1,0.479746,3,7,0,19038.2,-0.011687,0.974849,0.121397,-0.0161072,0.245759,0.0994193,0.332733,0.188878,0.0538182,0.0621856,0.22615,0.164163,-0.0498386,0.0999898,0.0563755,-0.00437955,0.126944,0.0909259,0.155183,0.171566,0.137739,0.0831638,0.0966996,0.0768868,-19160.4
