# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 21:04:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/_uyyor3f.json
# init = 2 (Default)
# random
#   seed = 67521
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-nondens/hreg-20240928160443_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.451649
# Diagonal elements of inverse mass matrix:
# 3.57092e-05, 2.21844e-05, 0.000193596, 0.000165902, 0.000226395, 0.000196173, 0.000495809, 0.000355212, 0.000170955, 0.000218539, 0.000226314, 0.000161662, 0.000247081, 0.000217263, 0.000379396, 0.000219037, 0.000376546, 0.000363165, 0.000293385, 0.000279749, 0.00244494, 0.000729442, 0.0745723, 0.0943611
-18903.7,0.999589,0.451649,3,7,0,18915,-0.0129731,0.971279,0.200695,-0.0524451,0.30934,0.0852258,0.31099,0.164842,-0.00349164,0.0749206,0.233378,0.137511,-0.0208989,0.0905404,0.0700673,0.00641985,0.132409,0.11033,0.15077,0.165877,0.134989,0.077136,0.13224,0.0864594,-55819.3
-18902.9,0.932465,0.451649,4,15,0,18915.3,-0.00654913,0.974457,0.1903,-0.0281133,0.253672,0.0919949,0.282345,0.198298,0.0693316,0.113981,0.27001,0.152638,-0.0438873,0.106498,0.106074,0.0217484,0.157683,0.11225,0.137483,0.130322,0.176212,0.108464,0.107125,0.0810216,-55820.3
-18904.5,0.868035,0.451649,3,7,0,18913.5,-0.00916099,0.972885,0.213153,-0.0308789,0.286582,0.100208,0.296388,0.205706,0.048259,0.0704093,0.257853,0.15972,-0.037618,0.104914,0.118946,0.0177724,0.165532,0.107142,0.153575,0.122722,0.16807,0.104916,0.105314,0.0644684,-55821.2
-18907.1,0.798613,0.451649,3,7,0,18916.8,-0.00624759,0.9719,0.185084,-0.0699021,0.285806,0.102686,0.290301,0.184252,0.0360917,0.11392,0.294595,0.140927,-0.0310838,0.0835805,0.0654143,0.0195778,0.16039,0.117822,0.144647,0.15298,0.190738,0.0151567,0.140925,0.134046,-55819
-18902.4,0.976922,0.451649,3,7,0,18915.4,-0.00172498,0.971983,0.183806,-0.054103,0.300675,0.0950725,0.311445,0.183466,0.0457951,0.115462,0.270072,0.137595,-0.0274697,0.0761817,0.0743648,0.00100263,0.14941,0.12433,0.13513,0.127882,0.139118,0.0607132,0.146021,0.0947881,-55817.7
-18902.5,0.803755,0.451649,3,7,0,18918.3,-0.01177,0.975109,0.211195,-0.044988,0.269018,0.0991209,0.302851,0.19329,0.00402475,0.0706931,0.227997,0.154953,-0.0300824,0.0998515,0.102253,0.0107878,0.135779,0.110428,0.127531,0.188677,0.174577,0.123559,0.145008,0.0634678,-55817.9
