# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 21:04:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/_uyyor3f.json
# init = 2 (Default)
# random
#   seed = 67521
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-nondens/hreg-20240928160443_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.503516
# Diagonal elements of inverse mass matrix:
# 3.22885e-05, 2.2571e-05, 0.000240272, 0.000162077, 0.000232997, 0.000158715, 0.000497511, 0.000344305, 0.000151544, 0.00019963, 0.000204904, 0.000160885, 0.000298256, 0.000215446, 0.000368391, 0.000183338, 0.000277899, 0.000414192, 0.000381379, 0.000267669, 0.00266024, 0.000866605, 0.0877652, 0.100002
-18911.1,1,0.503516,3,7,0,18924.3,-0.0108728,0.971163,0.167557,-0.0436601,0.292044,0.08862,0.288915,0.204356,-0.0268204,0.100228,0.277534,0.135512,-0.0577435,0.0867158,0.101278,0.0167459,0.15542,0.109221,0.120086,0.122413,0.215201,0.0812081,0.237893,0.0523679,-55824.2
-18909.4,0.9212,0.503516,3,7,0,18922.4,-0.00221235,0.973072,0.192896,-0.0393968,0.264241,0.0867409,0.289218,0.16767,-0.0389437,0.0959054,0.27938,0.138585,-0.0700507,0.0995077,0.100963,0.0180633,0.140648,0.117284,0.135576,0.135856,0.137019,0.0763804,0.165403,0.0546857,-55823.7
-18909.3,1,0.503516,3,7,0,18917.2,-0.012732,0.974668,0.200045,-0.0463727,0.296855,0.110594,0.303361,0.202127,0.0975557,0.0979514,0.239957,0.159634,0.00659722,0.0807545,0.0773351,0.0108016,0.156019,0.11955,0.126742,0.168564,0.133813,0.107673,0.105037,0.0648528,-55826.7
-18900.3,1,0.503516,3,7,0,18915.9,-0.00846551,0.977372,0.211187,-0.0478736,0.289537,0.0966918,0.293934,0.180113,0.0289997,0.112443,0.262428,0.13844,-0.0409945,0.063846,0.0903289,0.0187423,0.155387,0.101225,0.1436,0.15074,0.190584,0.0779994,0.112422,0.0559342,-55816.1
-18905.4,0.745828,0.503516,3,7,0,18911.3,0.000563174,0.9706,0.216161,-0.0488057,0.308657,0.0872611,0.304046,0.193875,0.0385157,0.112074,0.266577,0.160281,-0.018708,0.119381,0.0903397,0.0138647,0.159381,0.10658,0.157353,0.14545,0.148904,0.084347,0.110038,0.117205,-55819.8
-18903.9,0.905259,0.503516,3,7,0,18915.5,-0.015475,0.972688,0.199565,-0.0559279,0.253653,0.0862496,0.301498,0.158262,0.0537517,0.0727582,0.259419,0.14232,-0.0311828,0.0675154,0.0998459,0.000221369,0.122471,0.119606,0.146519,0.166251,0.161786,0.0902956,0.145278,0.0580037,-55820.2
