# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:16:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/xtikjsxo.json
# init = 2 (Default)
# random
#   seed = 15974
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_SBERT.nonsems/multireg-20250511181647_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.46564
# Diagonal elements of inverse mass matrix:
# 2.40283e-05, 2.29924e-05, 2.43316e-05, 2.18944e-05, 1.63045e-05
-34695.9,0.871869,0.46564,3,7,0,34697.2,0.0055911,-0.0147,0.154073,0.119822,0.985625,-0.0106477,0.141788,0.120488,-33934.5
-34696.4,0.889956,0.46564,3,7,0,34700.6,0.0043474,-0.0130249,0.14948,0.116783,0.98221,-0.00909269,0.137488,0.117433,-33932.8
-34695.5,0.981179,0.46564,3,7,0,34698.6,-0.00496659,-0.0294736,0.149973,0.116405,0.987416,-0.0255575,0.138046,0.117052,-33930.3
-34695.9,0.988961,0.46564,3,7,0,34696.9,0.00433562,-0.012909,0.149459,0.116911,0.983442,-0.0089776,0.137449,0.117561,-33932.3
-34695.7,0.997839,0.46564,3,7,0,34699,0.00399095,-0.0273004,0.144086,0.119571,0.987826,-0.0235616,0.131567,0.120236,-33926.3
-34694.7,1,0.46564,2,3,0,34696,0.00268418,-0.0266942,0.145154,0.120243,0.986396,-0.0229253,0.132572,0.120911,-33926.8
-34695.8,0.966147,0.46564,3,7,0,34697.3,0.0042902,-0.0288898,0.145405,0.116843,0.987265,-0.0251067,0.133295,0.117492,-33927.7
-34692.6,1,0.46564,2,7,0,34695.8,-0.00195116,-0.0190332,0.149644,0.114522,0.984969,-0.0151004,0.137966,0.115158,-33930.7
-34692.9,0.988767,0.46564,3,7,0,34693.3,-0.00445004,-0.0196856,0.148052,0.116082,0.986807,-0.0158055,0.136117,0.116728,-33928.9
-34695.6,0.843285,0.46564,3,7,0,34696.6,4.28873e-05,-0.0145922,0.152789,0.11674,0.990974,-0.0105667,0.140892,0.117389,-33932.6
-34693,0.982667,0.46564,3,7,0,34696.8,-0.0018646,-0.0194587,0.145126,0.116267,0.985801,-0.0156637,0.133088,0.116914,-33927.2
-34696.1,0.812576,0.46564,3,7,0,34697.3,-0.00115474,-0.0240054,0.149916,0.111161,0.980361,-0.0200632,0.138706,0.111779,-33933.4
-34692.4,1,0.46564,3,7,0,34695.8,-0.00193115,-0.0209322,0.149762,0.115445,0.984827,-0.0170026,0.137961,0.116087,-33930.5
-34693.1,0.84885,0.46564,2,3,0,34695,0.000619396,-0.022198,0.146575,0.112869,0.986065,-0.0183549,0.135041,0.113496,-33928.7
-34693.3,0.965158,0.46564,3,7,0,34694.2,-0.00119335,-0.0198834,0.152841,0.121012,0.984706,-0.0158807,0.14036,0.121685,-33932.1
-34694.9,0.910637,0.46564,3,7,0,34696.3,0.00244828,-0.0230997,0.145746,0.109736,0.986744,-0.0192722,0.134619,0.110347,-33929.2
-34694.6,0.966746,0.46564,3,7,0,34697.3,-0.000511373,-0.0177787,0.154211,0.117043,0.981843,-0.0137191,0.14231,0.117694,-33935
-34693.2,1,0.46564,3,7,0,34695.3,-0.00279021,-0.0230083,0.148056,0.120665,0.98772,-0.0191495,0.135493,0.121336,-33927.9
-34693,0.901154,0.46564,3,7,0,34695.5,-0.00283506,-0.0184693,0.148563,0.119997,0.985396,-0.0145849,0.136105,0.120664,-33929.1
-34693,0.997561,0.46564,3,7,0,34693.4,0.0022501,-0.0238928,0.15083,0.113864,0.986806,-0.0199327,0.139274,0.114497,-33931.3
-34693.9,0.950136,0.46564,3,7,0,34694.6,-0.0045808,-0.0168691,0.14781,0.117729,0.988191,-0.0129959,0.135643,0.118383,-33928.6
