# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 17:16:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/gme3tjtr.json
# init = 2 (Default)
# random
#   seed = 67209
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/asym_BOW/reg-20250511121607_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.556567
# Diagonal elements of inverse mass matrix:
# 2.46344e-05, 2.4529e-05, 1.71108e-05
-35598.3,0.968252,0.556567,3,7,0,35599,-0.0191709,0.0969615,0.993809,-34017.9
-35596.7,1,0.556567,3,7,0,35598.3,-0.01586,0.0941575,0.996135,-34017.3
-35596.9,0.964447,0.556567,2,7,0,35597.1,-0.0158871,0.0934635,0.998121,-34017
-35598,0.891495,0.556567,2,7,0,35598.1,-0.0170603,0.0908742,0.991918,-34018.4
-35597,1,0.556567,2,3,0,35598.1,-0.0166389,0.0892174,0.994626,-34017.6
-35597.2,0.88665,0.556567,3,7,0,35598.9,-0.0143128,0.0952033,0.997948,-34017.2
-35598.6,0.867423,0.556567,2,3,0,35599.1,-0.0189415,0.0877877,0.992452,-34018.4
-35598,1,0.556567,2,3,0,35598.9,-0.016335,0.0884375,0.992437,-34018.4
-35598.4,0.743802,0.556567,2,3,0,35601.4,-0.0173654,0.0862549,0.999142,-34017.3
-35597.1,0.999344,0.556567,2,3,0,35598.7,-0.014483,0.0882334,0.99683,-34017.5
-35598.9,0.81059,0.556567,2,3,0,35599.3,-0.0101827,0.0902899,0.99222,-34019.3
-35596.9,1,0.556567,2,3,0,35599,-0.0186734,0.0926791,0.995951,-34017.1
-35597.4,0.746295,0.556567,3,7,0,35600.1,-0.0121697,0.0905081,0.998446,-34017.5
-35598.9,0.847748,0.556567,2,7,0,35599.4,-0.0144563,0.0890511,0.990895,-34019.2
-35597.2,1,0.556567,2,3,0,35599,-0.0180574,0.0944857,0.997942,-34016.9
-35597.5,0.957606,0.556567,1,1,0,35597.6,-0.0184655,0.095358,0.998075,-34016.9
-35597.6,0.993417,0.556567,3,7,0,35598.2,-0.018027,0.0893579,0.999016,-34016.9
-35597.2,1,0.556567,3,7,0,35597.7,-0.0138248,0.0919451,0.999018,-34017.2
