# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 21:12:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/yhdeg_wq.json
# init = 2 (Default)
# random
#   seed = 69444
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-GPT2_j/hreg-20240928161209_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.512366
# Diagonal elements of inverse mass matrix:
# 2.59271e-05, 1.71464e-05, 0.000121438, 0.000133908, 0.000146653, 0.000123438, 8.79993e-05, 0.000132492, 0.000120828, 0.000152515, 0.000132412, 0.000305608, 0.0896556
-35759.8,0.984211,0.512366,3,7,0,35767.5,-0.00972618,1.00253,0.0959476,0.111834,0.0496614,0.0760927,0.0064112,0.00780958,0.0764222,0.0132669,0.00616437,0.0426685,0.047937,-101980
-35760.1,0.926738,0.512366,3,7,0,35765.3,-0.00960983,0.994681,0.0836608,0.104411,0.0469924,0.0632231,0.00812701,0.0204202,0.0814867,-6.39787e-05,0.00746044,0.0809692,0.0501609,-101979
-35762.5,0.942214,0.512366,3,7,0,35765.8,-0.00937668,0.998142,0.103087,0.1117,0.0472654,0.0918482,0.0128176,0.014425,0.0948194,0.0375466,0.0135655,0.0237005,0.0451138,-101981
-35762.7,0.90868,0.512366,3,7,0,35770.3,-0.010522,1.00109,0.0748172,0.10631,0.0701997,0.0542365,0.014257,0.0244011,0.0840541,-0.000706691,0.00377161,0.0802425,0.0608468,-101982
-35762.4,0.96913,0.512366,3,7,0,35769.1,-0.00726032,0.995192,0.0993418,0.117858,0.060888,0.0986111,0.0069528,-0.00254235,0.0969796,0.0324495,0.0188446,0.0513682,0.0526935,-101982
-35757,1,0.512366,3,7,0,35764,-0.0117357,0.998731,0.0777859,0.112351,0.0438028,0.0792177,0.0114993,0.0197992,0.097112,0.0154299,0.00458225,0.0479586,0.043442,-101978
