# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:03:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/hgh_c5cp.json
# init = 2 (Default)
# random
#   seed = 99326
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-GPT2_j/hreg-20250323140335_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.466157
# Diagonal elements of inverse mass matrix:
# 2.18587e-05, 1.69533e-05, 0.000111928, 0.000108119, 0.000179447, 0.000106295, 9.66555e-05, 0.000138806, 0.00011263, 0.000141605, 0.000128569, 0.000291762, 0.0831741
-36012.6,0.989649,0.466157,3,7,0,36018.9,-0.00764612,0.997333,0.087287,0.115036,0.0412155,0.0750617,0.018523,0.0249535,0.0778895,0.0330221,0.0108101,0.0547685,0.0398322,-33804.2
-36014.6,0.868625,0.466157,3,7,0,36017.4,-0.00647255,0.994011,0.0896643,0.0974305,0.0621347,0.0710665,0.0186525,-0.00156517,0.0910634,0.0233028,0.0164653,0.05479,0.0379521,-33802.8
-36017.6,0.969054,0.466157,3,7,0,36019.2,-0.0120705,1.00505,0.100522,0.0974098,0.0369798,0.0863486,0.0125555,0.0275079,0.0863239,0.0448821,0.0187872,0.0535446,0.041196,-33811.3
-36017.7,0.949056,0.466157,3,7,0,36024.3,-0.0034967,0.994799,0.0975325,0.121254,0.0560276,0.0839981,-0.00105921,0.0055722,0.0912879,0.0212433,0.00885451,0.0780817,0.0515404,-33818.4
-36015.8,1,0.466157,3,7,0,36020.3,-0.0117544,1.00428,0.0831942,0.0989041,0.0407266,0.0791231,0.0153011,0.0107883,0.0762816,0.0246063,0.00785259,0.0295715,0.0564052,-33801
-36014.3,0.985966,0.466157,3,7,0,36018.7,-0.00723427,0.995194,0.0987876,0.107675,0.036002,0.0774142,0.0175783,0.00710374,0.0923065,0.0116099,0.00823136,0.0544983,0.0534911,-33808.5
-36013,0.992346,0.466157,3,7,0,36016.6,-0.00778595,1.00342,0.0942929,0.108121,0.0533791,0.0805452,0.0241436,0.00681693,0.0900086,0.0225212,0.0206864,0.048455,0.0334202,-33810.1
-36013.5,0.933973,0.466157,3,7,0,36015.3,-0.00890743,0.997556,0.0873822,0.111493,0.0461776,0.0703933,0.00857347,0.0131857,0.0875146,0.0314002,0.0041422,0.0710138,0.0636624,-33806.1
-36011.3,0.911381,0.466157,3,7,0,36018.9,-0.00614354,1.00003,0.090837,0.109182,0.051731,0.0725288,0.0211025,0.0131759,0.0893092,0.02108,0.0197627,0.0480755,0.0329371,-33806.7
-36013.1,0.74601,0.466157,3,7,0,36019.5,-0.00923133,0.998119,0.0918366,0.108189,0.04825,0.0682679,0.00985015,0.00285504,0.0864874,0.0360999,0.00623254,0.0578025,0.0631211,-33805.5
-36012.5,1,0.466157,3,7,0,36014.2,-0.00681323,0.999827,0.0906023,0.108346,0.0523846,0.0764435,0.0237505,0.0202559,0.0909598,0.0181666,0.0206729,0.0460897,0.0293437,-33807.6
-36014.4,0.944365,0.466157,3,7,0,36015.9,-0.0131513,0.9984,0.0803359,0.104959,0.0472477,0.0626843,0.0294166,0.009243,0.0899363,0.0177242,0.0192633,0.0674098,0.03695,-33800.5
-36016,0.746542,0.466157,3,7,0,36024.2,-0.00455454,1.004,0.103622,0.106136,0.0532723,0.0819756,0.0121983,0.0245513,0.0907879,0.0369464,-0.00104147,0.0558241,0.0501189,-33813.9
-36020.2,0.931022,0.466157,3,7,0,36025.1,-0.00774329,0.995782,0.0880049,0.119387,0.0596022,0.0412142,0.0209947,0.00684595,0.0871436,0.0423724,0.00373258,0.0260205,0.0557585,-33803.8
-36020.7,0.977663,0.466157,3,7,0,36026.6,-0.00881374,1.00128,0.0959396,0.115438,0.0296734,0.110119,0.0157502,0.0114118,0.100164,0.012521,0.0230325,0.0526538,0.0663936,-33823.2
-36017.8,0.988938,0.466157,3,7,0,36026.1,-0.00833035,0.997652,0.0943057,0.111365,0.0686818,0.0493916,0.0257318,0.00709133,0.092264,0.0509758,0.00963545,0.0646752,0.0312155,-33806.1
-36015.2,0.92665,0.466157,3,7,0,36023.7,-0.00219849,1.00091,0.0847214,0.104407,0.0370734,0.0793757,0.0218624,0.0116478,0.0882536,0.0101119,0.001847,0.0330906,0.0504189,-33803.1
-36018,0.929626,0.466157,3,7,0,36021.6,-0.0106426,0.997925,0.093248,0.108241,0.0656685,0.0658797,0.0200861,0.00679114,0.0856369,0.0307018,0.0299451,0.00677296,0.071154,-33807
-36016,0.931349,0.466157,3,7,0,36023,-0.00553956,0.999173,0.0938876,0.110915,0.034282,0.0841849,0.0163951,0.0130941,0.0928664,0.023575,-0.00727683,0.0769102,0.0395861,-33809.9
-36015.8,1,0.466157,3,7,0,36019.7,-0.00807946,0.99976,0.0894729,0.11447,0.0271394,0.0849738,0.0182363,0.00767275,0.0903583,0.0245272,-0.00976452,0.065553,0.0414176,-33809.2
-36019.7,0.76161,0.466157,3,7,0,36025,-0.0121796,1.00009,0.0964553,0.100446,0.07209,0.0626783,0.0165554,0.0151097,0.0798211,0.0306568,0.0358989,0.0187382,0.0592998,-33806
-36018.6,0.994612,0.466157,3,15,0,36023.4,-0.0110752,0.999587,0.0918512,0.101972,0.0724831,0.063103,0.0192561,0.0181634,0.0801378,0.0225391,0.0283222,0.0183457,0.07349,-33804.1
-36017.9,0.961284,0.466157,3,7,0,36025,-0.00913384,1.00095,0.0927476,0.128468,0.0303826,0.0613351,0.0173163,0.00483103,0.0970508,0.0492863,0.0148608,0.0328524,0.0563927,-33814.6
-36014.8,0.998783,0.466157,3,7,0,36021.1,-0.00758386,0.999434,0.091863,0.103941,0.0689146,0.0728282,0.0130501,0.0233121,0.086198,0.00844075,0.00251809,0.0671508,0.0385752,-33807.2
-36016.2,0.963825,0.466157,3,7,0,36019.7,-0.00906177,1.00339,0.0837097,0.0970228,0.0277517,0.0705775,0.0221361,0.0012082,0.0863738,0.0478141,0.0253325,0.0496183,0.034441,-33800.3
-36016.1,0.999045,0.466157,3,7,0,36021.2,-0.0086792,1.00241,0.0975684,0.113627,0.0647165,0.0756167,0.0152654,0.0310107,0.0812105,0.00735612,0.00124318,0.0563071,0.0447556,-33812
-36023.9,0.692277,0.466157,3,7,0,36029.2,-0.00705441,0.992005,0.0889807,0.136578,0.0265698,0.0704125,0.0320294,0.0254034,0.0880769,0.0428101,0.015664,0.0771573,0.0416399,-33813
-36021.8,1,0.466157,3,7,0,36031.6,-0.00819436,1.00748,0.0886367,0.123469,0.0785913,0.090186,0.0317635,0.0189762,0.0860148,0.0312931,0.0207882,0.0539563,0.0365106,-33819.4
-36017.7,1,0.466157,3,7,0,36028.1,-0.00923114,0.993365,0.0884674,0.10046,0.0242335,0.0769014,0.018542,0.000211584,0.101403,0.0343999,0.0113124,0.063512,0.0518395,-33805.5
-36021.8,0.90741,0.466157,3,7,0,36028,-0.00582238,1.00632,0.0713966,0.11672,0.0554657,0.085826,0.0158772,0.00371876,0.0738146,0.0186437,0.00346121,0.0438128,0.0247029,-33806.3
-36026.7,0.888581,0.466157,3,7,0,36036,-0.00221906,0.992223,0.0994676,0.0769492,0.0429309,0.0528777,0.00892939,0.0243745,0.0685106,0.0285386,0.0291091,0.0505269,0.0458332,-33791.9
-36020.1,1,0.466157,3,7,0,36031.6,-0.0108774,1.00751,0.090624,0.113127,0.05092,0.0760673,-0.00391622,-0.00399166,0.0894371,0.0269643,-0.000636437,0.0337303,0.0411548,-33816.1
-36020.2,0.976156,0.466157,3,7,0,36028.1,-0.00417219,0.995574,0.0594175,0.0862241,0.0379001,0.066726,0.0111693,0.00565872,0.079577,0.0327034,0.0138601,0.0314999,0.0392969,-33787.8
-36017.3,0.995585,0.466157,3,7,0,36026.9,-0.0127636,0.996653,0.0668347,0.10237,0.0404204,0.0614659,0.023735,0.000456722,0.0862721,0.00670416,0.0119122,0.0450556,0.0364088,-33795.3
-36018.7,0.793295,0.466157,3,7,0,36025.9,-0.0132613,1.00273,0.100469,0.106173,0.0355591,0.0692832,0.0192018,0.0182838,0.0867249,0.011369,0.014609,-0.000347408,0.0683788,-33808.5
-36017.8,0.993985,0.466157,3,7,0,36023.6,-0.0133509,0.999102,0.0914848,0.118105,0.0400473,0.0657795,0.0253439,0.00568,0.0984711,0.022571,-0.00404212,0.00766236,0.0652588,-33810.3
-36016.3,0.970718,0.466157,3,7,0,36022,-0.00169599,1.00239,0.0922366,0.106229,0.0575539,0.0777577,0.000803599,0.010755,0.0810893,0.0291229,0.0263033,0.0694354,0.0503751,-33809.7
-36014.8,0.975325,0.466157,3,7,0,36021.6,-0.00739568,0.998547,0.0936057,0.112517,0.039975,0.0729601,0.0333687,0.0141932,0.0959209,0.0271494,0.00127058,0.0304406,0.0522962,-33807.4
-36015.1,0.978227,0.466157,3,7,0,36018.5,-0.00940391,1.0006,0.077818,0.105514,0.0538513,0.0754385,0.008109,0.00638154,0.0774784,0.0201543,0.00108898,0.0668857,0.0323045,-33801.4
-36018.1,0.86927,0.466157,3,7,0,36022.4,-0.0101949,0.99779,0.107912,0.0956904,0.0550807,0.0887097,0.022717,0.0215232,0.0973856,0.0243761,0.0344867,0.0504996,0.0560704,-33814.7
