# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:49:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/ub5iyhvo.json
# init = 2 (Default)
# random
#   seed = 7202
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/GPT2.nondens/multireg-20250323134940_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.5356
# Diagonal elements of inverse mass matrix:
# 2.13467e-05, 2.40057e-05, 2.31975e-05, 2.29675e-05, 1.62408e-05
-34921.1,0.687283,0.5356,2,3,0,34924.7,-0.0170855,0.141016,0.129772,0.106825,0.983328,0.126288,0.109846,0.108032,-33256.9
-34917.7,0.988114,0.5356,3,7,0,34922.3,-0.0119704,0.132563,0.1325,0.111393,0.986799,0.117261,0.111889,0.112651,-33257.8
-34920,0.829844,0.5356,2,7,0,34921.1,-0.0187984,0.139186,0.130929,0.112023,0.986862,0.123835,0.110337,0.113288,-33258.9
-34922.7,0.756292,0.5356,2,3,0,34925.1,-0.0224605,0.137457,0.134217,0.117086,0.988621,0.121462,0.11285,0.118409,-33260.6
-34922.2,0.746165,0.5356,2,7,0,34930.8,-0.0216207,0.129649,0.142769,0.108285,0.981949,0.114532,0.12191,0.109508,-33254.6
-34918,1,0.5356,2,3,0,34922.4,-0.0169259,0.132697,0.135173,0.106885,0.986257,0.117872,0.114922,0.108093,-33257.4
-34918.8,0.93204,0.5356,2,3,0,34919.7,-0.0189804,0.133985,0.130617,0.107022,0.984728,0.119223,0.110619,0.108231,-33258.5
-34917.3,0.965428,0.5356,2,3,0,34919.9,-0.015945,0.133691,0.133346,0.114347,0.98364,0.118031,0.112344,0.115638,-33255.7
-34917.3,0.632884,0.5356,3,7,0,34923.6,-0.0133283,0.131612,0.132871,0.108647,0.983558,0.116623,0.112554,0.109874,-33255.9
