# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 20:57:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/zxu8hbiw.json
# init = 2 (Default)
# random
#   seed = 49806
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/GPT2.nondens/multireg-20240928155730_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.597723
# Diagonal elements of inverse mass matrix:
# 2.3344e-05, 2.30668e-05, 2.28223e-05, 2.26971e-05, 1.62809e-05
-34688.9,0.832665,0.597723,2,3,0,34690,-0.0158081,0.136769,0.13841,0.105912,0.978311,0.121387,0.118724,0.107287,-100888
-34691.2,0.734459,0.597723,2,3,0,34693.6,-0.0178426,0.134972,0.141175,0.102814,0.983957,0.119917,0.121691,0.104148,-100891
-34691.3,0.905697,0.597723,3,7,0,34695.4,-0.0121966,0.133119,0.12957,0.122875,0.982171,0.115829,0.108429,0.12447,-100891
-34688.6,0.995266,0.597723,3,7,0,34692.3,-0.0177161,0.135695,0.140406,0.10874,0.985615,0.119932,0.120287,0.110152,-100888
-34689.1,0.93343,0.597723,2,7,0,34691.4,-0.00814444,0.128855,0.137965,0.114304,0.980661,0.112455,0.117345,0.115788,-100888
-34690.1,0.912392,0.597723,3,7,0,34692.9,-0.0113391,0.131039,0.126429,0.11546,0.981912,0.114709,0.106307,0.116959,-100889
-34690.1,0.813086,0.597723,3,7,0,34694.6,-0.0190687,0.136554,0.144255,0.109917,0.978992,0.120577,0.123791,0.111343,-100890
-34687.5,0.896048,0.597723,2,3,0,34692.5,-0.0128519,0.129512,0.131707,0.111645,0.983139,0.11355,0.111732,0.113094,-100887
-34690.5,0.734685,0.597723,2,3,0,34692.1,-0.00646844,0.138901,0.132056,0.109692,0.981629,0.123175,0.112286,0.111116,-100890
-34692.4,0.707834,0.597723,2,3,0,34696.8,-0.00972361,0.143807,0.137023,0.107706,0.985102,0.128234,0.117208,0.109104,-100892
-34688.8,1,0.597723,2,3,0,34693.4,-0.0153553,0.141569,0.133353,0.109267,0.983966,0.125871,0.113561,0.110685,-100888
-34687.4,0.928227,0.597723,2,3,0,34691.4,-0.0155459,0.129122,0.135816,0.109141,0.979614,0.113391,0.115903,0.110558,-100887
-34688.3,0.819085,0.597723,2,7,0,34690.8,-0.016355,0.141124,0.132045,0.115221,0.982247,0.124724,0.111643,0.116716,-100888
-34687.7,0.999028,0.597723,3,7,0,34689.6,-0.010876,0.129148,0.138214,0.11407,0.981041,0.112773,0.117606,0.115551,-100887
-34692.1,0.657388,0.597723,2,3,0,34694,-0.00738992,0.134188,0.134764,0.123092,0.981565,0.116777,0.113314,0.12469,-100892
-34691.4,1,0.597723,2,3,0,34693.4,-0.0099577,0.136321,0.132507,0.122883,0.980231,0.118977,0.111204,0.124478,-100891
-34688.8,0.979694,0.597723,3,7,0,34693.2,-0.0108378,0.139699,0.139357,0.116172,0.980591,0.12305,0.118446,0.11768,-100888
-34689.1,0.944508,0.597723,3,7,0,34691.9,-0.0238299,0.135005,0.131892,0.112537,0.983614,0.118933,0.111806,0.113998,-100888
-34688.3,0.904108,0.597723,2,3,0,34691.6,-0.0166798,0.129902,0.132026,0.111119,0.98589,0.113999,0.112094,0.112561,-100888
-34687.1,0.991016,0.597723,2,3,0,34688.7,-0.0160747,0.137404,0.136769,0.111854,0.978269,0.121327,0.116494,0.113306,-100886
-34688.7,0.8643,0.597723,2,7,0,34690,-0.0137966,0.141505,0.131037,0.111779,0.981872,0.125543,0.111084,0.11323,-100888
-34687.4,0.790024,0.597723,2,3,0,34692.2,-0.0181436,0.132014,0.140099,0.115455,0.983361,0.115436,0.119229,0.116954,-100887
-34685.9,0.940549,0.597723,2,7,0,34688.5,-0.0152034,0.134035,0.134644,0.114553,0.982255,0.117667,0.114177,0.11604,-100885
-34688.1,0.685177,0.597723,3,7,0,34690.2,-0.0181725,0.140322,0.132792,0.115775,0.982298,0.123841,0.112286,0.117278,-100887
-34687.2,0.696341,0.597723,2,3,0,34692.9,-0.0138704,0.131311,0.134483,0.116299,0.978776,0.114732,0.113825,0.117809,-100887
-34689,0.876507,0.597723,3,7,0,34690.1,-0.0210943,0.133142,0.129758,0.108481,0.983526,0.117603,0.110252,0.109889,-100888
-34691.7,0.880269,0.597723,3,7,0,34692.8,-0.0119541,0.131774,0.143641,0.121497,0.981226,0.114396,0.121887,0.123074,-100891
-34690.5,1,0.597723,2,3,0,34692.5,-0.0123855,0.130431,0.141077,0.120528,0.979011,0.113217,0.119574,0.122092,-100890
-34686.4,1,0.597723,2,3,0,34690.4,-0.0151497,0.131018,0.137449,0.111308,0.983164,0.114994,0.117199,0.112753,-100886
-34687,0.919966,0.597723,2,3,0,34687.7,-0.0194755,0.132037,0.138604,0.111566,0.982954,0.115961,0.118261,0.113014,-100886
-34687,0.995129,0.597723,3,7,0,34688.1,-0.0150067,0.135666,0.139278,0.116902,0.98176,0.118928,0.118289,0.118419,-100886
-34686.5,0.810178,0.597723,3,7,0,34689.6,-0.0190797,0.135275,0.136466,0.110476,0.982498,0.119371,0.116365,0.111911,-100886
-34690,0.574096,0.597723,2,3,0,34690.8,-0.0179954,0.13801,0.134072,0.115474,0.97521,0.121542,0.113531,0.116973,-100889
-34686.7,1,0.597723,2,7,0,34690.1,-0.0119502,0.135131,0.132784,0.113173,0.983451,0.118965,0.112576,0.114642,-100886
-34689.3,0.76949,0.597723,2,7,0,34690,-0.0195933,0.137579,0.137807,0.11567,0.976487,0.121019,0.117039,0.117172,-100889
-34688.4,0.942031,0.597723,2,3,0,34691.6,-0.0232418,0.133454,0.137079,0.115709,0.982357,0.116901,0.116346,0.117211,-100888
-34687.7,0.928798,0.597723,3,7,0,34690.7,-0.0162087,0.131803,0.132209,0.11696,0.984829,0.115186,0.1116,0.118478,-100887
-34686.7,0.977224,0.597723,2,3,0,34688.5,-0.0163251,0.131523,0.13688,0.117122,0.981784,0.1148,0.115996,0.118642,-100886
-34686.7,0.863503,0.597723,2,3,0,34688.7,-0.0115865,0.131674,0.134747,0.11358,0.983377,0.115422,0.114385,0.115055,-100886
-34689.7,0.573131,0.597723,2,3,0,34693,-0.0231733,0.130699,0.131047,0.109385,0.980069,0.115025,0.111367,0.110805,-100889
-34688.8,0.798018,0.597723,3,7,0,34694.8,-0.0133231,0.132865,0.13609,0.121285,0.983132,0.11565,0.114774,0.12286,-100888
-34689.1,0.983793,0.597723,3,7,0,34690.6,-0.018363,0.130003,0.133608,0.104946,0.980958,0.114824,0.114295,0.106309,-100888
-34687.4,0.957789,0.597723,2,3,0,34690.2,-0.0159165,0.13397,0.135949,0.119522,0.981154,0.116972,0.114842,0.121074,-100887
-34687.1,0.984194,0.597723,3,7,0,34688.7,-0.0171231,0.132484,0.139943,0.111749,0.979216,0.116361,0.119506,0.113199,-100886
-34689,0.807068,0.597723,2,7,0,34690.7,-0.0171842,0.137092,0.137859,0.11997,0.978561,0.120006,0.116596,0.121527,-100888
-34688.6,1,0.597723,3,7,0,34690.2,-0.0136865,0.131332,0.132964,0.105517,0.983627,0.116095,0.113621,0.106887,-100888
-34688.1,0.890892,0.597723,3,7,0,34691.7,-0.0194454,0.128781,0.138174,0.115696,0.983171,0.112208,0.117383,0.117198,-100887
-34687.6,0.982625,0.597723,3,7,0,34689.5,-0.012559,0.129152,0.136919,0.116849,0.982507,0.112461,0.116065,0.118366,-100887
-34686.3,0.882959,0.597723,2,3,0,34689.6,-0.0135282,0.132647,0.136413,0.11007,0.982494,0.116793,0.116361,0.111498,-100886
-34687.8,0.743454,0.597723,2,3,0,34688.6,-0.0177275,0.133713,0.136551,0.112453,0.986631,0.117567,0.116219,0.113913,-100887
-34691.5,0.745101,0.597723,2,7,0,34692.1,-0.0169898,0.135892,0.13354,0.118426,0.974237,0.119073,0.11269,0.119963,-100891
-34692.5,0.940313,0.597723,2,7,0,34695.4,-0.0103173,0.128628,0.133866,0.10648,0.988234,0.113256,0.114364,0.107863,-100892
-34686.3,1,0.597723,2,3,0,34692.1,-0.0179678,0.131943,0.133796,0.114054,0.981732,0.115651,0.113432,0.115534,-100886
-34687.1,0.832423,0.597723,3,7,0,34688.7,-0.0151519,0.138434,0.132403,0.110132,0.981803,0.122648,0.112563,0.111562,-100886
-34687.3,0.790288,0.597723,3,7,0,34690.7,-0.0206839,0.135799,0.132063,0.111871,0.981886,0.119806,0.112043,0.113323,-100887
-34686.4,0.841374,0.597723,3,7,0,34689.5,-0.0155488,0.130978,0.137028,0.11494,0.982515,0.114519,0.116386,0.116432,-100886
-34687.8,0.874183,0.597723,2,3,0,34688.2,-0.014857,0.138951,0.134661,0.107282,0.981251,0.123471,0.115024,0.108674,-100887
-34687.8,0.971838,0.597723,3,7,0,34689.7,-0.0184105,0.140312,0.133665,0.114877,0.982321,0.123925,0.113214,0.116368,-100887
-34686.2,1,0.597723,2,3,0,34688,-0.0151984,0.135726,0.138065,0.1145,0.981695,0.119303,0.117417,0.115986,-100886
-34686.2,0.992165,0.597723,2,7,0,34686.5,-0.0156147,0.134649,0.137036,0.115155,0.983163,0.118164,0.116369,0.11665,-100886
-34687.4,0.672106,0.597723,1,3,0,34690.3,-0.0127855,0.131069,0.130189,0.112908,0.981449,0.114982,0.110153,0.114373,-100887
-34687.3,0.846011,0.597723,3,7,0,34690.2,-0.0179243,0.137241,0.14039,0.112723,0.980651,0.120993,0.119817,0.114186,-100887
-34686.5,0.979245,0.597723,2,3,0,34687.9,-0.0178021,0.136759,0.136769,0.110158,0.982007,0.120889,0.116688,0.111588,-100886
-34686.2,0.849553,0.597723,2,3,0,34688.3,-0.0163446,0.132094,0.132654,0.112083,0.982384,0.116063,0.112578,0.113538,-100886
-34688.2,0.822295,0.597723,2,3,0,34688.6,-0.00930006,0.138251,0.134474,0.109718,0.981218,0.122477,0.114568,0.111143,-100888
-34686.5,1,0.597723,2,3,0,34688.7,-0.0127617,0.131029,0.135506,0.111622,0.983206,0.115002,0.115326,0.113071,-100886
-34686.9,0.885546,0.597723,2,3,0,34688.3,-0.0166549,0.132155,0.131902,0.110454,0.983889,0.116336,0.112053,0.111888,-100886
-34686.4,1,0.597723,2,3,0,34687.3,-0.0167164,0.130868,0.134695,0.110341,0.982318,0.115011,0.114706,0.111773,-100886
-34686.9,0.815837,0.597723,2,3,0,34688.7,-0.0148763,0.137677,0.139843,0.112174,0.982118,0.121506,0.119363,0.11363,-100886
-34687.9,0.897227,0.597723,2,3,0,34689,-0.0143062,0.136636,0.139772,0.10725,0.980672,0.121066,0.119858,0.108642,-100887
-34687.9,0.927201,0.597723,3,7,0,34690.2,-0.0170248,0.131012,0.131659,0.118041,0.983327,0.114272,0.110957,0.119574,-100887
-34688.3,0.96156,0.597723,3,7,0,34690.1,-0.0201396,0.136712,0.137928,0.107928,0.979199,0.121093,0.118038,0.109329,-100888
