# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:26:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/r308kw8c.json
# init = 2 (Default)
# random
#   seed = 75538
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/asym_GPT2.nonsems/multireg-20250511122606_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.601718
# Diagonal elements of inverse mass matrix:
# 2.24107e-05, 2.2675e-05, 2.19278e-05, 2.20707e-05, 1.79109e-05
-35083.3,0.927788,0.601718,2,3,0,35084.2,-0.0105003,-0.0166959,0.146392,0.122006,0.989047,-0.016713,0.134275,0.122783,-33806.7
-35084.7,0.644318,0.601718,2,3,0,35088.4,-0.0157143,-0.0222375,0.152123,0.120827,0.987185,-0.0222898,0.140377,0.121596,-33811.4
-35084.3,0.983288,0.601718,2,7,0,35085.7,-0.0142432,-0.0222334,0.148769,0.122035,0.989569,-0.0222616,0.136732,0.122812,-33808.4
-35084.5,0.951591,0.601718,3,7,0,35086.4,-0.0135047,-0.0239431,0.151908,0.124709,0.985507,-0.0239712,0.139603,0.125503,-33811.3
-35087.5,0.754443,0.601718,2,3,0,35089.3,-0.00329304,-0.0199189,0.142768,0.129254,0.987424,-0.0198746,0.129492,0.130077,-33805.9
-35084.3,0.995309,0.601718,2,7,0,35088.8,-0.0124755,-0.0206729,0.150139,0.129596,0.988879,-0.0206637,0.137077,0.130421,-33808.4
-35083,1,0.601718,2,7,0,35084.5,-0.0123789,-0.0201235,0.148536,0.122511,0.985061,-0.020148,0.136423,0.123291,-33808.8
-35082.8,0.916676,0.601718,3,7,0,35084.2,-0.00953862,-0.0147268,0.15045,0.12557,0.986481,-0.0147436,0.137971,0.126369,-33809.5
-35082.8,0.868897,0.601718,3,7,0,35084.6,-0.0126893,-0.020144,0.148583,0.122658,0.985991,-0.0201679,0.136451,0.123439,-33808.5
