# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 20:30:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/x3rob_k2.json
# init = 2 (Default)
# random
#   seed = 55738
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/den_Word2Vec/reg-20250511153036_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.706473
# Diagonal elements of inverse mass matrix:
# 2.2111e-05, 2.46574e-05, 1.69008e-05
-35980,1,0.706473,2,7,0,35980,-0.0181443,0.0559589,1.00323,-33665.7
-35979.5,0.977065,0.706473,2,3,0,35980.6,-0.0149246,0.0433045,0.998542,-33668
-35979.6,0.97444,0.706473,2,3,0,35980.1,-0.0144243,0.0533103,1.0058,-33667.6
-35979,1,0.706473,2,3,0,35980,-0.0119377,0.0479377,0.998166,-33666.1
-35985,0.252568,0.706473,2,3,0,35986.2,-0.0129194,0.0406777,1.00995,-33675.4
-35978.6,1,0.706473,2,3,0,35984.9,-0.0137657,0.0528692,1.00017,-33665.1
-35977.9,0.956095,0.706473,2,3,0,35979,-0.0177426,0.0493719,1.00139,-33666.5
-35978,0.951987,0.706473,2,3,0,35978.4,-0.0124874,0.0489556,1.00189,-33667
-35978.8,0.866419,0.706473,2,3,0,35979.2,-0.0172899,0.053431,1.00335,-33666.3
-35978.8,0.895093,0.706473,2,7,0,35980.2,-0.0189684,0.0468305,1.00438,-33668.9
-35979.7,0.946452,0.706473,2,3,0,35980,-0.0220261,0.0478771,1.00419,-33668.8
-35978.1,1,0.706473,2,3,0,35979.9,-0.0164503,0.0468536,1.00368,-33668.4
-35979.2,0.898946,0.706473,2,3,0,35979.4,-0.0149674,0.0550852,1.00098,-33664.8
-35979.2,0.315955,0.706473,2,3,0,35988.5,-0.0149674,0.0550852,1.00098,-33664.8
-35978.9,0.784291,0.706473,2,3,0,35981.3,-0.0162641,0.0433603,1.00035,-33668.5
-35978.8,0.71728,0.706473,2,7,0,35981.1,-0.01295,0.0537979,1.00099,-33665.2
