# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 20:30:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/x3rob_k2.json
# init = 2 (Default)
# random
#   seed = 55738
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/den_Word2Vec/reg-20250511153036_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.612469
# Diagonal elements of inverse mass matrix:
# 2.37739e-05, 2.21748e-05, 1.62009e-05
-35978.9,0.992458,0.612469,2,7,0,35980.3,-0.0164632,0.0456459,1.00515,-33669.7
-35980.9,0.832474,0.612469,2,3,0,35982,-0.0225201,0.0424621,1.00158,-33670
-35978.4,1,0.612469,2,3,0,35981.1,-0.0141326,0.0520485,1.0036,-33666.7
-35978.8,0.982795,0.612469,2,7,0,35979.1,-0.0183676,0.0445029,1.00017,-33668
-35979.7,0.633593,0.612469,2,3,0,35983.2,-0.00940847,0.0495381,1.00495,-33668.7
-35980.3,0.974408,0.612469,2,3,0,35981,-0.00855247,0.0460916,1.00481,-33670
-35977.9,1,0.612469,2,7,0,35979.9,-0.0165556,0.0496071,1.00008,-33665.9
-35979,0.886859,0.612469,2,3,0,35979.3,-0.00945431,0.0494869,1.00069,-33666.7
-35979,0.621378,0.612469,2,3,0,35983.7,-0.0186678,0.0462929,1.0048,-33669.4
-35978.9,0.93927,0.612469,2,3,0,35980.3,-0.0208346,0.0501649,1.00278,-33667.1
-35977.9,0.972247,0.612469,3,7,0,35979.2,-0.0133383,0.0482332,1.00092,-33666.8
-35979.7,0.673235,0.612469,2,3,0,35981.8,-0.0161443,0.0414258,1.00253,-33670.4
-35978,0.84576,0.612469,2,3,0,35981.8,-0.017652,0.0495443,1.00032,-33666.1
-35978.7,0.940717,0.612469,2,3,0,35979,-0.0160527,0.043497,1.00188,-33669
-35979.3,0.904926,0.612469,2,3,0,35980.2,-0.0196868,0.0436315,1.002,-33669.2
-35978.7,0.968363,0.612469,2,7,0,35980.1,-0.0118905,0.0523059,1.00053,-33665.5
-35984.2,0.571229,0.612469,2,3,0,35985.1,-0.00742689,0.0399936,1.00645,-33674.1
-35979.5,1,0.612469,2,3,0,35984.2,-0.0100898,0.0459807,1.00463,-33669.7
-35978.5,0.93069,0.612469,2,3,0,35980.5,-0.0141294,0.0453877,1.00411,-33669.3
-35980.4,0.860422,0.612469,2,3,0,35980.8,-0.0102255,0.0428633,1.00461,-33671.1
-35982,0.924637,0.612469,2,3,0,35983.3,-0.0131772,0.0380432,1.0027,-33672.4
-35980.8,1,0.612469,1,1,0,35982.1,-0.0150756,0.0394204,1.00194,-33671.2
-35980.4,1,0.612469,2,3,0,35981.2,-0.0143663,0.0404116,1.00017,-33670
-35978.4,0.988184,0.612469,2,3,0,35980.6,-0.0152763,0.0528449,1.00275,-33666.1
-35979.9,0.805663,0.612469,2,3,0,35980.5,-0.0199947,0.0528175,0.998199,-33664.6
-35980.2,0.970379,0.612469,3,7,0,35980.6,-0.0211329,0.0515992,0.997947,-33665
-35978.1,0.974896,0.612469,3,7,0,35980.4,-0.0175887,0.0514104,1.00142,-33665.9
-35978.1,0.97027,0.612469,2,7,0,35978.7,-0.0123141,0.0484432,1.00249,-33667.4
-35978.6,0.876724,0.612469,2,3,0,35979.4,-0.0127776,0.05211,0.999821,-33665.2
-35979.1,0.920234,0.612469,2,7,0,35979.7,-0.0168766,0.0504022,1.00596,-33668.5
-35979.5,0.855978,0.612469,2,7,0,35982.1,-0.0170719,0.0533631,0.998164,-33664.3
-35977.8,0.951916,0.612469,2,3,0,35980.4,-0.0140035,0.0484759,1.00092,-33666.7
-35978.4,0.922254,0.612469,2,3,0,35978.5,-0.0119269,0.050143,1.00364,-33667.5
-35978.3,0.994804,0.612469,2,7,0,35978.8,-0.0129753,0.0476289,0.999425,-33666.5
-35978.2,0.928129,0.612469,3,7,0,35979.6,-0.018566,0.0498224,1.00285,-33667.1
-35978.2,0.713211,0.612469,2,3,0,35981.3,-0.018566,0.0498224,1.00285,-33667.1
-35980.7,0.786263,0.612469,2,3,0,35981.1,-0.0184068,0.0563254,0.99876,-33663.9
