density_bin,freq,count,log_cpy entropy,log_cpy variance,log_cpy median,cpy_var,cpy_med,cpy_mean,ref_med,ref_var,year_med,field,log_cpy_var,vectorizer
473.836,0.0009722467739084,11,421.81278101829577,0.1997154859958513,0.9030899869919436,493.9496033881951,8.0,17.99150129430878,76.0,1740.4462809917356,2009.0,Physics,0.1997154859958513,GPT2
481.24,0.0009722467739084,11,516.4024836281637,0.1079244235091225,0.7596678446896304,14.200463389201047,5.75,6.96138331365604,74.0,1723.6859504132228,2013.0,Physics,0.1079244235091225,GPT2
483.708,0.0010606328442637,12,,0.4285035463453686,0.9030899869919436,19462.843416240023,7.321428571428571,52.945592125739175,93.5,1755.3055555555557,2014.5,Physics,0.4285035463453686,GPT2
486.176,0.0009722467739084,11,,0.1397763741134928,0.8286884146501534,47.75041053040407,6.636363636363637,8.7268397073421,72.0,8725.537190082645,2009.0,Physics,0.1397763741134928,GPT2
493.58,0.001149018914619,13,,0.0775967070577115,1.016711877743475,45.80607409103568,9.0,9.73508756201064,119.0,5264.84023668639,2015.0,Physics,0.0775967070577115,GPT2
510.855,0.0012374049849743,14,,0.3470903722206229,0.9330532103693868,223.29536345150933,7.550420168067227,13.2265458815105,98.5,2265.3112244897957,2011.5,Physics,0.3470903722206229,GPT2
520.727,0.0010606328442637,12,,0.2343833802503312,1.0606978403536116,717.7120776039593,9.75,17.21929466230937,79.0,2973.743055555556,2014.5,Physics,0.2343833802503312,GPT2
528.131,0.0009722467739084,11,328.19875032741743,0.3538416697172282,0.870208760597288,144.30945770839708,7.416666666666667,11.31919191919192,79.0,2181.685950413223,2010.0,Physics,0.3538416697172282,GPT2
535.535,0.0009722467739084,11,333.1037380686971,0.43524106585141,0.9030899869919436,9594.033467897516,8.0,41.81504010695188,102.0,2722.0661157024792,2011.0,Physics,0.43524106585141,GPT2
538.003,0.0014141771256849,16,509.7824126708739,0.1873739563372667,1.0820411757913329,753.8688471720042,12.142045454545451,20.421401515151516,75.0,1196.40234375,2012.0,Physics,0.1873739563372667,GPT2
540.471,0.0012374049849743,14,,0.2920738775209903,0.7346855566025533,273.120270445265,4.7976190476190474,11.572433956099925,61.5,1011.9438775510204,2009.5,Physics,0.2920738775209903,GPT2
