density_bin,freq,count,log_cpy entropy,log_cpy variance,log_cpy median,cpy_var,cpy_med,cpy_mean,ref_med,ref_var,year_med,field,log_cpy_var
29.796,0.0010756543564001434,12,,0.4342070656358143,0.6600519383056491,89.86812716204908,2.366071428571429,7.001767445517444,69.5,2873.4097222222226,2010.0,Physics,0.4342070656358143
29.903,0.000986016493366798,11,,0.5781738845382707,0.8266062568876719,525.7658990687818,6.0,14.157636180468996,42.0,1078.066115702479,2010.0,Physics,0.5781738845382707
30.402,0.0010756543564001434,12,,0.4403851262411542,0.8016323462331665,1345.7728525326252,6.059523809523809,17.36482259570495,60.0,2590.8888888888887,2011.5,Physics,0.4403851262411542
30.474,0.0010756543564001434,12,,0.3832594417564129,0.420149578566244,28.776024899536964,2.283333333333333,4.480233168391064,46.5,5660.916666666667,2011.0,Physics,0.3832594417564129
30.652,0.0013445679455001793,15,,0.3605239266337659,0.6842467475153124,33.70035809989083,1.7272727272727273,5.3779759184170945,53.0,8607.155555555555,2012.0,Physics,0.3605239266337659
30.902,0.0010756543564001434,12,,0.6522618287590102,0.3890756251918218,1709.594085387287,1.6764705882352942,19.824848272642388,59.5,83743.08333333333,2013.0,Physics,0.6522618287590102
31.08,0.000986016493366798,11,,0.5892317739077162,0.755985632972322,164.18050141482624,3.375,10.410660246186563,72.0,5139.719008264463,2014.0,Physics,0.5892317739077162
31.151,0.000986016493366798,11,269.2557342371448,0.4023983968212569,0.8709053036205423,21.007893713869574,7.428571428571429,7.18144759281123,30.0,350.8099173553719,2011.0,Physics,0.4023983968212569
31.223,0.000986016493366798,11,564.9692900205634,0.1683164549104401,0.6853971971467449,74.05984777281719,4.846153846153846,8.991918169549749,65.0,10238.694214876032,2012.0,Physics,0.1683164549104401
31.401,0.000986016493366798,11,,0.34211226851831267,0.547375564806706,139.82755389165888,1.9166666666666667,7.239325068870524,33.0,1372.4132231404963,2010.0,Physics,0.34211226851831267
31.651,0.000986016493366798,11,,0.5010698747736156,0.7201593034059569,170.80331030060182,2.0,8.531542699724518,29.0,2081.9669421487597,2009.0,Physics,0.5010698747736156
31.686,0.0013445679455001793,15,237.80582064875097,0.6134730448081374,0.43669259766405427,282.87470419900006,2.7333333333333334,12.390484700484699,43.0,993.9288888888889,2009.0,Physics,0.6134730448081374
31.758,0.0010756543564001434,12,,0.5500359745646952,0.4973246408079494,1027.610016634195,2.838095238095238,13.33844905094905,56.5,1619.7430555555557,2008.5,Physics,0.5500359745646952
31.865,0.000986016493366798,11,,0.13321452143878015,0.6316207173872908,72.25562762276778,3.6666666666666665,7.46031090121999,72.0,1944.3305785123966,2015.0,Physics,0.13321452143878015
31.9,0.000986016493366798,11,,0.38961756649620594,1.029718593925934,3687.3115549067074,10.0,29.056471757907165,66.0,15420.198347107436,2009.0,Physics,0.38961756649620594
31.972,0.000986016493366798,11,,0.3615712183050319,0.42934847292366174,194.49166184760787,1.75,8.636074086731982,49.0,408.0,2004.0,Physics,0.3615712183050319
32.043,0.0013445679455001793,15,,0.4863603134836218,0.8789739321476784,349.61190113068875,7.0,11.028868636237059,57.0,1050.8,2011.0,Physics,0.4863603134836218
32.079,0.0010756543564001434,12,274.35884782622054,0.4171284525022083,0.5913609189773472,135.85278640731647,3.9102564102564106,8.670533320165672,62.0,2191.243055555556,2012.5,Physics,0.4171284525022083
32.114,0.000986016493366798,11,,0.39354890358705913,0.6398485522173621,25.37913382510303,3.6666666666666665,4.767906336088154,62.0,3011.239669421488,2016.0,Physics,0.39354890358705913
32.186,0.000986016493366798,11,345.27063135347913,0.38405423712576164,0.838149180058929,205.4823755930738,6.888888888888889,13.457902554961379,44.0,716.0165289256198,2012.0,Physics,0.38405423712576164
32.257,0.001254930082466834,14,314.20681199698936,0.18748583334329386,0.6123096888587751,48.967732158273016,4.166666666666667,6.070398648970078,49.0,2604.8571428571427,2012.0,Physics,0.18748583334329386
32.507,0.000986016493366798,11,,0.25891244138338704,0.42254902000712846,14.593996364385974,2.0,3.8056277056277064,62.0,1666.4462809917356,2014.0,Physics,0.25891244138338704
32.542,0.0010756543564001434,12,,0.22525587382526843,0.7781512503836436,99.05494855088104,4.611111111111111,7.62332045391256,44.0,2642.25,2007.0,Physics,0.22525587382526843
32.721,0.0013445679455001793,15,,0.44864807966118064,0.6434526764861874,123.2705748885967,2.4,6.248418803418803,48.0,3223.448888888889,2013.0,Physics,0.44864807966118064
32.756,0.0011652922194334888,13,356.040523656919,0.19229198734388261,0.6154239528859439,163.58460511342471,4.125,9.62749725136603,65.0,794.3076923076923,2012.0,Physics,0.19229198734388261
32.792,0.0010756543564001434,12,,0.4184702363793996,0.5995782815621873,126.43883732717626,2.618181818181818,7.319796176046178,48.0,4203.243055555557,2008.5,Physics,0.4184702363793996
32.828,0.000986016493366798,11,311.66959409662655,0.313785950536197,0.3979400086720376,134.36534389599805,2.5,8.15827301353617,48.0,734.2644628099173,2014.0,Physics,0.313785950536197
32.899,0.000986016493366798,11,467.25995235081115,0.13621183664023162,0.7185655603993996,28.631169127508727,5.230769230769231,6.904438616938617,60.0,658.9256198347107,2010.0,Physics,0.13621183664023162
32.935,0.0014342058085335247,16,,0.26469409723340953,0.6133410017376515,33.36464079080091,4.098086124401914,5.915817380503913,41.5,1116.734375,2010.0,Physics,0.26469409723340953
33.006,0.0010756543564001434,12,,0.11944146345739465,0.6879746200345557,27.023459770215638,4.7451923076923075,6.2665476458239615,46.5,873.638888888889,2006.5,Physics,0.11944146345739465
33.077,0.000986016493366798,11,373.2651170127919,0.30118934094529115,0.9700367766225568,111.66096789023503,9.333333333333334,12.355608607079198,65.0,9684.198347107436,2012.0,Physics,0.30118934094529115
33.113,0.0011652922194334888,13,,0.5221242877485709,0.7465980822752003,128.58039858416228,5.0588235294117645,9.322555787601036,65.0,2172.994082840237,2013.0,Physics,0.5221242877485709
33.149,0.0011652922194334888,13,,0.5412563684398463,0.7117594646314689,18.674187900510887,4.3,4.585787741670094,55.0,415.4437869822485,2009.0,Physics,0.5412563684398463
33.22,0.0011652922194334888,13,,0.382659880908054,1.0105946495349691,256.05300423745905,10.0,15.051451163215868,75.0,3030.769230769231,2011.0,Physics,0.382659880908054
33.256,0.0011652922194334888,13,238.54328266006956,0.6023511622521857,0.7215358322347601,309.84419607821167,5.266666666666667,12.910302869578889,40.0,839.2899408284023,2006.0,Physics,0.6023511622521857
33.398,0.0010756543564001434,12,,0.3139574713829284,0.3979400086720376,458.2871372138088,2.283333333333333,10.25354788114076,49.0,3312.805555555555,2007.0,Physics,0.3139574713829284
33.434,0.0011652922194334888,13,,0.2951190558938375,0.5959427631194566,669.6137782792456,3.888888888888889,15.20205531086098,86.0,6390.213017751481,2011.0,Physics,0.2951190558938375
33.541,0.0010756543564001434,12,,0.9176021077690832,0.7092197018668314,368894.6360290835,4.125,187.6296508316245,22.5,1052.2222222222224,2010.0,Physics,0.9176021077690832
33.612,0.001254930082466834,14,,0.15307141590912227,0.7807210702098493,374.7179884629235,5.666666666666667,11.348852040816325,53.0,1496.1020408163265,2012.0,Physics,0.15307141590912227
33.648,0.0014342058085335247,16,191.85585604298134,0.9113762068515002,0.3257108030787314,17794.44013449087,2.138888888888889,39.5413697770775,40.0,605.96484375,2010.0,Physics,0.9113762068515002
33.755,0.0016134815346002152,18,,0.29947351139586315,0.7171948244422179,172.9312111600799,5.068681318681319,8.069963366144997,55.5,1305.2746913580247,2008.0,Physics,0.29947351139586315
33.826,0.0013445679455001793,15,339.92001242822414,0.28055505445320256,1.0,351.0067048979178,10.0,17.75421335200747,71.0,2603.6888888888893,2008.0,Physics,0.28055505445320256
33.862,0.001254930082466834,14,,0.1173498490080981,0.5762527277216769,15.484986019333641,3.2267206477732793,4.365241805224113,56.5,809.9795918367347,2007.0,Physics,0.1173498490080981
33.898,0.001254930082466834,14,,0.31946894671841636,0.6756058586662188,98.79533479794397,4.484848484848484,8.789660230120756,39.5,592.5357142857143,2009.5,Physics,0.31946894671841636
33.969,0.001972032986733596,22,311.32218725599034,0.32249236529615116,0.8726606931772987,101.36617085908,7.473684210526316,9.615663211057948,58.5,908.1590909090909,2012.0,Physics,0.32249236529615116
34.005,0.0010756543564001434,12,402.9219472152654,0.1939680578747022,0.9313306649681676,86.91617435429083,8.555555555555555,10.882390247637927,54.5,1321.5208333333333,2011.5,Physics,0.1939680578747022
34.04,0.000986016493366798,11,360.1367757059355,0.3629810747007321,0.5542872095319618,369.37965452530767,3.5833333333333335,13.498569426320621,65.0,605.900826446281,2010.0,Physics,0.3629810747007321
34.076,0.0014342058085335247,16,130.53387651378583,0.18403280786168963,0.5630889043619243,6.772278889606543,3.6571428571428575,3.8232644959207462,60.0,475.375,2010.0,Physics,0.18403280786168963
34.112,0.0020616708497669415,23,,0.2698294439422263,0.6020599913279624,18.821201980432935,4.0,4.690111749574666,52.0,2567.969754253308,2013.0,Physics,0.2698294439422263
34.147,0.0016134815346002152,18,437.759447379975,0.2635178636311911,0.707683098459184,34.87586187695851,5.123529411764705,6.538202129159301,59.0,4871.904320987653,2010.0,Physics,0.2635178636311911
34.219,0.0011652922194334888,13,,0.2028977890960526,0.781771766687618,28.074970176632153,5.631578947368421,6.65720027273671,71.0,1181.3136094674558,2009.0,Physics,0.2028977890960526
34.254,0.0015238436715668698,17,277.55847156046633,0.21788081004254295,0.6020599913279624,439.5974420580743,4.0,10.715711568425103,67.0,706.4083044982699,2011.0,Physics,0.21788081004254295
34.29,0.0015238436715668698,17,,0.08603947615738443,0.8105881408875176,30.199674178938245,4.75,7.621061373267256,39.0,2294.207612456748,2010.0,Physics,0.08603947615738443
34.326,0.000986016493366798,11,,0.13663293860875544,0.8266062568876719,58.49189995620252,5.0,8.809137426900584,46.0,464.5950413223141,2005.0,Physics,0.13663293860875544
34.361,0.0015238436715668698,17,,0.1622521952198276,0.5542872095319618,100.65461805791222,3.5714285714285716,5.923596117454249,52.0,782.4844290657438,2012.0,Physics,0.1622521952198276
34.397,0.001882395123700251,21,406.3341996864449,0.17868517652640512,0.9030899869919435,64.49994610275924,8.0,9.296843505733378,59.0,2560.4399092970525,2010.0,Physics,0.17868517652640512
34.433,0.001254930082466834,14,,0.36464507310066,0.5642714304385625,180.14173937497551,3.0,9.156985871271585,39.0,1229.0,2013.5,Physics,0.36464507310066
34.468,0.0013445679455001793,15,342.52154795163744,0.18747967078943517,0.6690067809585756,67.75764415997217,4.666666666666667,8.001519075466444,45.0,2369.1733333333336,2012.0,Physics,0.18747967078943517
34.504,0.0015238436715668698,17,,0.39990652705853924,0.6966721284914443,63.11110283554508,4.947368421052632,7.152008767199534,69.0,4369.148788927336,2009.0,Physics,0.39990652705853924
34.54,0.0010756543564001434,12,649.3229652835231,0.08518751285633212,0.733372041654109,17.28153984356516,5.458333333333334,6.727161654135338,51.5,1589.138888888889,2010.5,Physics,0.08518751285633212
34.575,0.0016134815346002152,18,,0.15448910926979906,0.6892101670468626,22.471991948999644,4.844444444444445,5.709032229762365,43.5,1870.0277777777783,2010.5,Physics,0.15448910926979906
34.611,0.001972032986733596,22,,0.2134631257765939,0.8527180232926252,141.43091873606372,5.833333333333334,9.617760711510712,47.5,10330.721074380164,2011.5,Physics,0.2134631257765939
34.647,0.0017031193976335603,19,,0.2162261234523312,0.8752491883198736,126.84288562009544,7.285714285714286,10.139569252466433,58.0,992.0498614958451,2011.0,Physics,0.2162261234523312
34.682,0.0015238436715668698,17,331.0871231063702,0.3430434564242326,0.5698753079565612,294.66250807668996,3.7142857142857144,11.94388963719459,57.0,1413.9446366782008,2011.0,Physics,0.3430434564242326
34.718,0.0011652922194334888,13,,0.4206382666949266,0.4870766714086945,117.96043278389205,2.6666666666666665,7.676791584483894,46.0,592.4378698224853,2010.0,Physics,0.4206382666949266
34.754,0.0016134815346002152,18,352.14202245432034,0.276970756000674,0.7171846371493562,141.76649422407266,5.229166666666666,10.428758862969389,44.5,1428.172839506173,2007.5,Physics,0.276970756000674
34.789,0.001254930082466834,14,349.6032318941057,0.2560371590516154,0.7946955115684665,31.679376253612304,6.233333333333333,7.074415535444947,53.5,3742.285714285714,2013.0,Physics,0.2560371590516154
34.825,0.0014342058085335247,16,,0.40158703422467695,0.6651117370750514,210.01863980723869,4.3125,9.48466072031039,53.0,1721.734375,2011.5,Physics,0.40158703422467695
34.861,0.001254930082466834,14,,0.13825470489473227,0.9295262384127712,123.25054084486648,6.0773809523809526,11.083924210709926,43.5,1466.2448979591838,2011.5,Physics,0.13825470489473227
34.896,0.0017927572606669057,20,294.2888576116462,0.29126910186661864,0.8080103695227632,56.32391410718028,6.430672268907563,8.116018983166816,53.0,1104.4,2008.5,Physics,0.29126910186661864
34.932,0.0011652922194334888,13,,0.16238308023545636,0.7385606273598313,24.519308705266706,5.0,6.143529867568328,61.0,727.4437869822485,2011.0,Physics,0.16238308023545636
34.968,0.0014342058085335247,16,503.53488567927894,0.14212127212559736,0.779434251108382,23.61716056719008,6.033333333333333,6.921668956043956,68.5,2136.1875,2014.5,Physics,0.14212127212559736
35.003,0.001882395123700251,21,,0.3794182413133805,0.5478751737404088,29.04386965588649,3.4,5.662972334682861,47.0,1883.7732426303853,2012.0,Physics,0.3794182413133805
35.039,0.001254930082466834,14,,0.2650987158107982,0.10914446942506807,31.56854474884192,1.2428571428571429,4.127927891804494,54.5,1102.1020408163265,2007.5,Physics,0.2650987158107982
35.075,0.0023305844388669776,26,,0.21658279615590337,0.765352041396147,67.81172538959918,4.795454545454545,7.477952529926213,55.5,3303.8402366863907,2011.5,Physics,0.21658279615590337
35.11,0.001882395123700251,21,,0.20936061987009977,0.768909547536637,82.63751311050339,5.75,8.378132278552446,57.0,3699.714285714286,2011.0,Physics,0.20936061987009977
35.146,0.0022409465758336322,25,,0.2783271609024761,0.7588178449339829,64.32817275894338,5.2,7.164339733194223,40.0,1114.9823999999999,2008.0,Physics,0.2783271609024761
35.182,0.0022409465758336322,25,244.80447666733915,0.20510039020966672,0.6532125137753437,148.64112663101284,4.5,8.16805490725305,71.0,2155.0463999999997,2012.0,Physics,0.20510039020966672
35.217,0.0011652922194334888,13,,0.1849583391375859,0.6894878473496495,61.308731755444754,4.875,8.186133612491078,51.0,1081.147928994083,2007.0,Physics,0.1849583391375859
35.253,0.001882395123700251,21,,0.28771707744475894,0.7733255575455532,260.6650475418549,3.909090909090909,9.428416401525643,68.0,3241.3922902494323,2013.0,Physics,0.28771707744475894
35.289,0.002778773754033704,31,,0.3477194584456615,0.6368220975871743,158.6062311866297,4.25,7.554742814250454,63.0,1837.5463059313213,2012.0,Physics,0.3477194584456615
35.324,0.0017031193976335603,19,,0.23792355251007258,1.0517878424963871,128.30064563307042,6.0,11.421065922381713,54.0,902.1274238227146,2012.0,Physics,0.23792355251007258
35.36,0.001972032986733596,22,392.9083193020912,0.24627730865530903,0.5507288203793885,56.2507606904682,3.5736842105263156,6.69478528847548,60.0,2284.4545454545455,2010.0,Physics,0.24627730865530903
35.396,0.0015238436715668698,17,244.3645637944333,0.3083082220077573,0.8037053548560318,201.43572321842566,6.363636363636363,10.517718487223132,49.0,8593.778546712803,2010.0,Physics,0.3083082220077573
