,density,edginess,citations_per_year
62,30.935302359553955,0.6868694424629211,0.3333333333333333
64,33.46177217013936,0.6910973787307739,2.6
65,33.96760331180881,0.6836802959442139,3.5
68,33.136258629148635,0.67906653881073,11.263157894736842
70,30.724691732063427,0.7290968894958496,1.625
71,33.87419594113533,0.6742474436759949,0.3333333333333333
72,37.10672102092486,0.6709387898445129,3.8
79,33.10483523270464,0.6963694095611572,2.25
80,31.49661632097712,0.6530848741531372,0.8333333333333334
83,36.75120325810326,0.7060419321060181,0.2
84,34.76933335371207,0.6664748191833496,1.0
85,37.002222803770835,0.6683045625686646,0.5
86,33.91385527746246,0.6834174990653992,0.7142857142857143
87,30.756512094741378,0.7013925909996033,0.6666666666666666
91,30.000779649014888,0.6846457719802856,0.8333333333333334
92,36.65602421381404,0.637717604637146,2.1875
93,27.285735500954925,0.6877846121788025,1.6
94,32.71012440208179,0.6742884516716003,0.625
95,25.533857856074647,0.6968069672584534,4.25
96,31.036441612428476,0.7033129334449768,26.5
97,35.187054132798906,0.7014222741127014,2.0
98,24.196796006577703,0.6340224146842957,14.0
99,36.84389906022722,0.6699197888374329,0.8
100,34.25687347266621,0.6409109234809875,0.4
102,34.732652577863355,0.6755465269088745,18.642857142857142
103,33.953225364363966,0.7023983001708984,0.14285714285714285
105,35.40872729627881,0.630621075630188,0.3333333333333333
106,34.83426917519868,0.7083368301391602,0.6666666666666666
109,32.58720703460501,0.6710817217826843,23.75
113,24.650084909427953,0.7899253368377686,1.0
115,32.59528121768337,0.6788803935050964,1.8125
116,28.026238867070962,0.7422410845756531,19.904761904761905
117,36.03466898829585,0.6949347257614136,0.75
120,26.329129696895034,0.5931022763252258,1.3333333333333333
121,25.065789567061554,0.7081934213638306,1.25
123,34.40840120639096,0.7338129281997681,2.3125
124,27.706852328977686,0.744488537311554,3.0
125,39.98104517261368,0.6158543229103088,0.2
126,27.89352481863291,0.7707734107971191,0.3333333333333333
128,32.55061774039909,0.6894351243972778,0.6
129,33.48159488293186,0.6859067678451538,11.75
130,30.070406987959313,0.7116385698318481,9.2
133,30.353468986221753,0.7074562311172485,5.0
134,31.942231703142124,0.6815335154533386,0.42857142857142855
135,34.7345424205562,0.669147789478302,1.0
136,34.87002123750661,0.6483609676361084,0.4
139,35.04355989274745,0.6742144227027893,0.3333333333333333
140,26.979134636944895,0.7200738787651062,1.1111111111111112
141,33.316822667638654,0.7083294987678528,3.3333333333333335
142,36.18631468485701,0.636506974697113,1.6666666666666667
144,32.817436471530385,0.7096508145332336,0.5
147,36.257141284561044,0.6638432145118713,1.6923076923076923
148,20.41601149230078,0.7501910924911499,0.8
150,34.30374587297636,0.7231013178825378,1.0
151,24.19339396685276,0.6966298818588257,1.4
152,33.04840718237615,0.6816096305847168,4.0
154,37.884230132952695,0.6573126912117004,0.6666666666666666
155,37.471990420498436,0.6666174530982971,0.125
156,44.62713187354501,0.9763084650039673,2.5
157,35.5578242678046,0.6945392489433289,1.0
158,36.32139102836713,0.6689330339431763,0.6
159,34.23840185434364,0.7000846266746521,1.3333333333333333
160,37.09917466621372,0.6532000303268433,0.2727272727272727
162,30.18719730339333,0.6839919686317444,1.4
163,35.284292979208544,0.6513967514038086,0.3333333333333333
164,35.88955685661041,0.6497488617897034,10.642857142857142
167,32.68304681915969,0.6589789986610413,0.375
168,35.16441265568251,0.6961234211921692,2.0
169,24.684317055207863,0.6488497853279114,6.444444444444445
170,34.58546803392639,0.6731044054031372,1.0
173,34.33020450502678,0.6917421817779541,8.066666666666666
176,23.632486256407837,0.7437376379966736,0.28
178,20.770709430312408,0.7348498702049255,0.5
179,31.107860951858253,0.683752179145813,0.09523809523809523
180,23.161751297564084,0.7044532895088196,0.5833333333333334
181,30.92916807955351,0.6836705803871155,0.14285714285714285
182,32.20135520529011,0.7218687534332275,0.6
184,30.897359499464432,0.6261968612670898,1.0
185,34.69010584447846,0.6567908525466919,0.9333333333333333
186,33.403911885300346,0.7108041644096375,2.0
187,26.15619990090409,0.7108942866325378,0.2413793103448276
189,34.7314886629412,0.6899035573005676,1.5384615384615385
190,22.853821439195325,0.8351575136184692,0.6428571428571429
191,32.76355060424228,0.6737276911735535,0.2857142857142857
192,25.813633260185135,0.7216019034385681,0.5384615384615384
194,26.665179547488894,0.7314177751541138,1.6206896551724137
195,34.86857860400313,0.6244910955429077,0.4074074074074074
196,26.387342747442293,0.6990164518356323,0.047619047619047616
197,30.272274191784035,0.6919599175453186,3.391304347826087
199,33.021758021357485,0.6121229529380798,0.8333333333333334
200,28.075527837016104,0.669511616230011,4.125
201,31.827043105719408,0.5736218094825745,0.5
202,28.50639487929657,0.6340762972831726,0.7272727272727273
203,36.574630083333226,0.6830928325653076,0.18181818181818182
204,31.173157371483743,0.6689727306365967,3.888888888888889
205,31.966644758990356,0.6932840347290039,2.076923076923077
209,35.103822581199886,0.6738316416740417,0.6666666666666666
210,31.29793317514652,0.6901040077209473,5.642857142857143
213,30.135529778087427,0.6413998007774353,0.07692307692307693
214,29.771871116803446,0.6970938444137573,0.625
216,26.448255266438856,0.7015691995620728,0.3333333333333333
219,27.510369444976792,0.7327476143836975,0.5
220,31.059992365619927,0.7211186289787292,0.3684210526315789
221,31.969511497976324,0.7480635046958923,1.0
223,30.890052956094852,0.6253913044929504,2.3333333333333335
224,24.457989157357716,0.6864655613899231,14.816326530612244
226,25.637045718835047,0.7364261150360107,10.857142857142858
227,33.49169786343955,0.6491512060165405,0.3333333333333333
228,34.86000226871759,0.6117087602615356,0.5
229,32.68580469730629,0.6903533935546875,0.2
230,23.511720805238394,0.6947771310806274,9.529411764705882
231,30.53844383494445,0.6516441106796265,1.625
232,30.752734844707746,0.6591594815254211,1.5
234,32.663186339003104,0.6671503782272339,0.18181818181818182
236,29.817140436288,0.6847153902053833,1.4285714285714286
237,29.01663945004517,0.6324478387832642,0.041666666666666664
239,32.80562314812948,0.6891523003578186,0.2
240,35.00731659303038,0.7210431098937988,1.0
241,24.864044430735827,0.6951667070388794,0.1111111111111111
242,31.151459068571388,0.6603516340255737,0.6666666666666666
243,25.812052116919304,0.7371714115142822,5.333333333333333
244,33.1470731166253,0.7097690105438232,0.75
245,28.421901921602547,0.6845524311065674,0.11764705882352941
246,30.705189955833376,0.6642403602600098,13.588235294117647
247,29.83976871231059,0.7035727500915527,0.07142857142857142
248,36.11371384455786,0.6143528819084167,0.75
251,32.57684960852265,0.6599531173706055,0.7619047619047619
252,26.37496532847773,0.7142841219902039,1.1
253,25.51711978287077,0.7307988405227661,0.1282051282051282
254,27.24523849832389,0.7038759589195251,0.16666666666666666
255,30.153765689906564,0.6927767992019653,5.714285714285714
257,36.87911663376057,0.6657228469848633,2.6666666666666665
258,29.095742263982753,0.6544515490531921,0.5
259,29.103432992558787,0.7014080286026001,1.0
260,29.97645372460169,0.7578735947608948,0.5454545454545454
261,31.662379245621963,0.6426711678504944,1.2
262,32.375719078111004,0.621396005153656,0.1111111111111111
264,25.384454755963638,0.7217503786087036,0.047619047619047616
265,29.22547754861986,0.6612711548805237,0.5333333333333333
267,33.73650157339758,0.6757963299751282,2.3333333333333335
268,32.80380107220289,0.7416561245918274,0.625
269,16.002050662572653,0.7866529822349548,0.75
270,35.59762203753422,0.6556375622749329,0.1
271,31.734543216526074,0.6708573698997498,5.208333333333333
272,36.154832147367244,0.6339313983917236,0.2
273,17.428798154817148,0.8710897564888,0.1
274,31.801704886461348,0.6524928212165833,0.19230769230769232
276,34.4191750515995,0.6728448867797852,1.3333333333333333
280,30.808080337411806,0.6773669123649597,1.2777777777777777
281,31.716421749534565,0.6867734789848328,0.5
282,27.39295514414404,0.6953209638595581,0.18181818181818182
285,33.161730784055216,0.728877604007721,10.636363636363637
286,26.945937467783832,0.6945401430130005,0.16666666666666666
287,28.256342969010444,0.729083240032196,1.84
288,32.115339617329994,0.6548452377319336,1.9166666666666667
289,33.160997490399836,0.6759934425354004,2.8
291,29.64050681663695,0.6407718062400818,0.6666666666666666
293,32.575390843956455,0.6148778200149536,0.125
296,35.241259280624504,0.6828675270080566,0.75
297,22.728585244390615,0.7294243574142456,0.4
299,25.123293404677558,0.7512831091880798,13.5
300,34.165275088639476,0.7377865314483643,1.0
302,30.326587537983723,0.6978683471679688,6.1
304,33.412113104232525,0.7151243686676025,0.09090909090909091
305,30.434103280202,0.6774160265922546,0.3333333333333333
307,32.15422791413703,0.6357725858688354,0.1111111111111111
308,34.42027840583354,0.6772186756134033,1.0526315789473684
309,28.9284695811088,0.738024115562439,6.5
310,35.377787700290874,0.6034500002861023,1.0
312,35.10829898170608,0.6434608697891235,2.5555555555555554
313,28.236327885655033,0.6843304634094238,0.92
314,28.984140297534083,0.6689558625221252,2.5454545454545454
315,31.880055614085656,0.626549482345581,0.5
316,30.87520874531743,0.7058559656143188,1.9090909090909092
317,32.38707822503404,0.6783406138420105,0.7727272727272727
318,25.91238157679955,0.7159040570259094,0.05
319,28.264852170867734,0.7326785326004028,0.3076923076923077
321,32.08999121168366,0.6351849436759949,0.375
322,33.816678226101025,0.687100887298584,2.0
323,25.71321085026974,0.6897308826446533,0.26666666666666666
324,27.256459150969874,0.6877637505531311,0.058823529411764705
326,26.90015158898871,0.7193609476089478,0.75
327,32.75236546323926,0.6643957495689392,1.0
328,32.95522971481593,0.6695945262908936,0.07692307692307693
329,26.0214347975792,0.7219403982162476,1.5263157894736843
330,31.552608317880395,0.6816616058349609,5.0
331,31.157569738063753,0.7102030515670776,3.6
332,22.32557669145055,0.7805562019348145,6.833333333333333
335,20.02867482675134,0.7408457398414612,7.0
336,25.1097640976117,0.7096520662307739,0.8571428571428571
337,22.04226974844339,0.7536916732788086,5.648648648648648
338,27.25304439446231,0.7211713790893555,8.0
339,26.36511629026202,0.6960026621818542,8.595744680851064
341,33.548103988885096,0.6206592917442322,3.727272727272727
342,32.77892764299231,0.6600571274757385,14.76923076923077
344,23.56720247461571,0.6954115629196167,3.76
345,34.09210714480755,0.630005955696106,0.07692307692307693
347,23.875772724838892,0.7472615242004395,11.944444444444445
348,33.455310188781304,0.6345054507255554,1.2083333333333333
349,19.037189812448876,0.7920114398002625,0.05660377358490566
350,25.884791058545225,0.7290221452713013,10.6
351,32.85829412698237,0.6685037612915039,25.423076923076923
352,27.762541240130812,0.7219236493110657,1.380952380952381
353,32.292188866789516,0.6386923789978027,11.0
354,20.54199805458384,0.7032716274261475,0.24528301886792453
355,30.556391634755922,0.6634284257888794,10.380952380952381
356,29.76740753029243,0.7271410226821899,5.333333333333333
357,27.672040972302543,0.6362675428390503,1.5714285714285714
358,29.681458073788487,0.7233569622039795,5.875
359,34.64067032457724,0.6461532711982727,3.1818181818181817
360,22.213078365730574,0.6401281356811523,1.105263157894737
362,28.418616139027865,0.7645814418792725,21.90625
363,32.410043492421195,0.6666111946105957,1.434782608695652
364,26.34210518826769,0.6915920972824097,2.0
365,26.546829037168663,0.6905158162117004,4.172413793103448
366,26.41262104636643,0.7150430679321289,0.2608695652173913
367,29.15488354195039,0.6547167301177979,1.59375
368,34.02796947673442,0.60142982006073,4.35
369,30.757675054397456,0.7433757185935974,14.5
370,20.569221383095897,0.7183554172515869,9.694915254237289
371,31.527116257093397,0.6861629486083984,6.64
372,25.073169237229973,0.6920207738876343,18.1875
373,28.230988588257354,0.7128045558929443,1.125
374,33.46544320334191,0.6328514218330383,0.8571428571428571
375,29.136937239685434,0.6958045959472656,0.20689655172413793
376,27.50760955297943,0.6429541707038879,4.409090909090909
377,32.51929409016879,0.7064008116722107,22.483870967741936
378,33.35610286662434,0.6685839891433716,0.16666666666666666
379,28.19434513365705,0.7507752776145935,1.2173913043478262
380,26.84628660586246,0.6508995890617371,17.522727272727273
381,32.89924961257488,0.6617951989173889,0.7222222222222222
382,32.85578454397048,0.6231071949005127,21.85
383,24.546611186216502,0.7474006414413452,3.0
384,21.944393841666443,0.7827409505844116,1.5714285714285714
385,26.46207885604283,0.7351605892181396,5.769230769230769
386,27.81841122098715,0.7250112295150757,7.357142857142857
387,29.238739262255038,0.6238746047019958,1.9047619047619047
388,29.496155512552725,0.6906779408454895,7.56
389,26.847237095100578,0.6680886745452881,9.166666666666666
392,37.04838917035336,0.6390841007232666,0.7
398,27.483560776514857,0.6870736479759216,2.6129032258064515
399,32.644886298857415,0.6609678268432617,0.5
402,26.817377203324995,0.6434144377708435,16.136363636363637
403,30.63480839168756,0.6060462594032288,1.2058823529411764
404,27.121716775940758,0.6946628093719482,12.73913043478261
405,22.83201724933497,0.7200525999069214,8.974358974358974
407,33.9691378502312,0.6478744745254517,0.125
409,19.746718957663962,0.7217814326286316,2.1052631578947367
413,29.47563749666741,0.6949934363365173,2.576923076923077
414,30.40945568373268,0.6631474494934082,2.92
417,27.550004864745702,0.7162125706672668,0.5238095238095238
418,25.772779398018177,0.767483651638031,8.307692307692308
420,27.956639189322892,0.7440808415412903,5.066666666666666
421,25.442093330957537,0.6911629438400269,0.4
422,29.810656923882146,0.6600150465965271,11.541666666666666
423,30.563983122347494,0.7182226181030273,7.782608695652174
424,23.46083152943019,0.71234530210495,6.25
425,25.896730072474256,0.6632179617881775,16.76923076923077
426,27.49482655452772,0.6801092028617859,3.857142857142857
428,26.456445472425656,0.6711181998252869,0.926829268292683
429,32.40774080515597,0.7374013066291809,2.7916666666666665
430,26.011142228627897,0.8097865581512451,1.8461538461538463
431,28.020993344536073,0.746062695980072,2.933333333333333
432,34.10881536696505,0.6287126541137695,2.263157894736842
433,19.144852761722426,0.7545949220657349,0.11475409836065574
434,21.086046886849026,0.762262225151062,0.8571428571428571
435,32.11718015860728,0.6412755250930786,1.1333333333333333
436,35.01027521497532,0.6556147933006287,0.4375
437,32.445028984849486,0.6659916639328003,5.75
440,33.94557626733593,0.6118521094322205,16.807692307692307
441,25.604864205312442,0.7443240284919739,5.6976744186046515
442,28.292530578035755,0.6757835149765015,5.7272727272727275
444,21.131101084872594,0.7556139230728149,22.88679245283019
445,34.89860862128791,0.6492563486099243,0.3888888888888889
446,22.84521103284757,0.682163417339325,1.7333333333333334
447,29.657053960864708,0.6895089745521545,1.6666666666666667
448,27.781956181305276,0.6526293158531189,0.625
450,27.222004968475222,0.7248925566673279,3.1666666666666665
451,27.004421742086304,0.6621991395950317,0.125
452,31.17307048909824,0.6668694019317627,1.0952380952380953
453,32.73577172863874,0.7568051218986511,0.4
454,19.05377131438964,0.707395613193512,1.2142857142857142
455,25.69079205332949,0.7282223701477051,0.03333333333333333
456,26.882991012712953,0.7202803492546082,6.875
457,27.957073022790443,0.7461509704589844,0.38461538461538464
458,24.462794625421015,0.6393424868583679,21.041666666666668
459,30.05972921373844,0.6948973536491394,0.8571428571428571
461,31.6830190353913,0.6346586346626282,3.4444444444444446
463,31.724124499087402,0.6635103821754456,0.045454545454545456
464,28.154406311543575,0.7193745374679565,1.0
465,33.89369731837654,0.684130072593689,0.5714285714285714
467,28.604971066334308,0.6684219837188721,0.8611111111111112
468,17.151426904159127,0.8937548995018005,0.3
469,29.009345632795164,0.6948563456535339,0.375
470,32.42633990129634,0.6693835258483887,1.0909090909090908
471,25.995811779544347,0.7388079762458801,4.0
472,27.838109382474865,0.7465991973876953,0.5714285714285714
473,30.893327140139125,0.675214409828186,0.4
475,31.56639615345357,0.7459330558776855,0.18181818181818182
477,29.172728318989254,0.7377505302429199,1.7894736842105263
478,31.776346794670708,0.6802092790603638,1.0
479,29.49514432746713,0.6768133640289307,0.08108108108108109
480,31.49500511080929,0.5643088221549988,0.3333333333333333
482,35.38729948307619,0.6031899452209473,1.0
483,24.97292609520517,0.7495893836021423,1.6
484,27.506952785899774,0.6458780765533447,0.25
485,34.821440584424806,0.6596553325653076,2.0
487,25.53360040513542,0.7100123763084412,0.17647058823529413
488,36.69268888121901,0.599916934967041,1.5714285714285714
490,28.930586540820148,0.6244791746139526,0.6666666666666666
491,21.480227157807523,0.7010929584503174,1.8181818181818181
493,30.22727434981377,0.6499885320663452,5.2727272727272725
494,28.282508735970453,0.7059428691864014,5.714285714285714
495,25.189525769403648,0.7122772336006165,0.2631578947368421
497,34.1297247738966,0.6794790029525757,3.5555555555555554
498,28.869947418250174,0.681827962398529,0.07142857142857142
499,28.81529868790702,0.6996771693229675,0.4
500,29.590509535505795,0.6403811573982239,1.625
503,32.54292665200367,0.649484395980835,6.961538461538462
504,30.846147923825136,0.6788554191589355,2.566666666666667
505,26.555153972344936,0.7271412014961243,1.0
506,30.607063596817287,0.6372804641723633,7.108108108108108
507,30.040584796368748,0.6837003827095032,0.8333333333333334
508,17.404870437725247,0.8480460047721863,10.522727272727273
509,28.71849884996748,0.6561113595962524,0.4
510,26.227544507657548,0.7480206489562988,0.5263157894736842
511,27.96431333187141,0.6735813617706299,2.975609756097561
512,26.268990245353624,0.7160188555717468,2.5
514,36.42026034061742,0.6480979919433594,3.473684210526316
515,26.13620578121939,0.7706807851791382,4.153846153846154
516,30.400997347172492,0.6978021264076233,1.0
517,31.909914660573993,0.6635552048683167,0.6
518,34.505939758710134,0.6775854229927063,1.875
519,22.467737944938882,0.7023512721061707,8.178571428571429
520,32.40463651031261,0.7249837517738342,0.06666666666666667
521,31.111848548425268,0.6842419505119324,0.75
523,29.89513317168632,0.6842575073242188,0.7619047619047619
524,25.313522868605183,0.6462109684944153,11.6
525,25.612713830517563,0.6942426562309265,1.1333333333333333
526,32.41110984333278,0.6842288374900818,2.642857142857143
527,26.47760131991755,0.745554506778717,6.0
529,28.859202144157617,0.6414166688919067,1.3333333333333333
530,27.303922498023677,0.7133135795593262,1.206896551724138
533,29.05261020648764,0.6731202602386475,0.75
534,31.181587265374738,0.6234825253486633,3.4285714285714284
535,32.102521239847526,0.614382266998291,9.0
536,33.01053190786187,0.6060714721679688,1.0
537,29.657211235858476,0.6657883524894714,0.38461538461538464
538,29.58035559618583,0.6563567519187927,0.5
539,23.83515567388686,0.7290705442428589,0.5
541,32.90259660229955,0.6719348430633545,2.9583333333333335
542,33.88570072817493,0.6680445075035095,0.9
543,28.819824733333736,0.7304669618606567,2.1538461538461537
546,31.0644781677619,0.6223870515823364,1.0
548,28.92378780458765,0.7354689836502075,0.875
549,34.597313971363675,0.6358978152275085,2.357142857142857
550,29.89329214751037,0.6965254545211792,0.09090909090909091
551,34.61934244705143,0.6515593528747559,1.4166666666666667
552,23.525446105010943,0.6847864985466003,1.9166666666666667
553,25.320719545456903,0.7133802175521851,6.484848484848484
554,35.293559651221045,0.6606045961380005,2.0
557,33.189576906715914,0.7002598643302917,1.5238095238095237
558,28.288693299278975,0.7126660346984863,8.0
559,19.603007977823193,0.7292159795761108,1.2926829268292683
560,32.51910893419615,0.6494134068489075,1.25
561,27.511375998962002,0.6721071004867554,3.4705882352941178
562,28.458907330784104,0.6774635910987854,8.636363636363637
563,25.889142366653324,0.674953818321228,0.5
564,35.71351486192443,0.6787499785423279,0.375
565,23.064651542927923,0.7222786545753479,0.3333333333333333
566,35.003696614106985,0.5891634225845337,2.0
568,31.97725007195122,0.6435325741767883,2.375
569,32.12508843255242,0.6834098100662231,1.0
570,28.466340506419723,0.6898670196533203,0.5294117647058824
571,35.920153515625444,0.6083036065101624,0.5333333333333333
572,32.75600039585108,0.6531217098236084,1.5454545454545454
573,32.099605647923404,0.6018624305725098,2.088235294117647
574,33.45529142577116,0.7036964893341064,1.25
577,31.988514255888614,0.6550150513648987,0.09090909090909091
579,27.210443050966315,0.7077618837356567,0.17073170731707318
580,32.515648481284316,0.6377967000007629,1.8181818181818181
581,29.888066605510367,0.6423937678337097,7.16
582,25.396270552628,0.6746712923049927,0.8333333333333334
583,27.427661536682105,0.7481240034103394,4.066666666666666
586,34.846991867923975,0.698802649974823,0.625
587,30.653930293445207,0.6158303618431091,0.3
588,27.06398173120063,0.7217158675193787,1.0
589,27.582692810591833,0.7088988423347473,1.5
591,34.52968630180272,0.642676830291748,0.4
592,34.55055250092559,0.651782751083374,0.08333333333333333
593,29.62155581789166,0.7100520730018616,4.25
594,30.498868543720274,0.6439038515090942,3.0416666666666665
595,31.798981169173704,0.6372796297073364,20.157894736842106
596,27.05538384442508,0.7189526557922363,1.1111111111111112
598,26.574194875580094,0.6803895831108093,0.08333333333333333
599,35.44189920250416,0.6572399139404297,6.875
600,23.85701899173149,0.7230507135391235,0.9393939393939394
601,31.043210859525473,0.6908485293388367,0.5
602,31.0634284889696,0.6954834461212158,12.678571428571429
603,27.847732032311967,0.7447015643119812,0.6
604,32.24294807198765,0.6398364901542664,1.0
606,29.788591743901662,0.7281063199043274,0.0625
607,20.75645073839594,0.7430607676506042,0.46153846153846156
608,27.515851403686842,0.6609033942222595,1.5
609,25.849154476445612,0.6382082104682922,0.8809523809523809
610,24.124857507789216,0.7149515748023987,0.4
611,30.903509629304722,0.6914553642272949,0.18181818181818182
613,31.112558923796005,0.6736434698104858,2.967741935483871
614,32.42812616160773,0.6557861566543579,1.0434782608695652
615,29.49353694516981,0.7343611717224121,4.25
616,28.04987830113335,0.7529329061508179,0.07692307692307693
617,31.08150580889182,0.6994476318359375,3.5
618,31.428428457141745,0.6034466028213501,1.6666666666666667
619,27.919353679527113,0.6847838759422302,1.3
620,24.91879078880299,0.7041611671447754,0.3488372093023256
623,31.916846432830155,0.66868656873703,0.5
624,32.73288167760443,0.639557421207428,0.3333333333333333
625,28.0001389391164,0.7038288712501526,4.0
626,26.17876466789982,0.7206994891166687,0.1111111111111111
627,30.71644025629049,0.667822539806366,0.8235294117647058
628,29.650600571792197,0.6417815089225769,2.25
632,32.15066176821093,0.6470063924789429,0.125
633,31.34525743738491,0.6901301741600037,1.896551724137931
634,28.936287348104557,0.6580144762992859,0.07142857142857142
635,25.18992052053294,0.7310003638267517,1.7142857142857142
637,32.62218179420783,0.6474179029464722,1.1538461538461537
638,34.464419769461685,0.6605486273765564,0.3333333333333333
639,29.58035559618583,0.6563567519187927,0.8125
640,28.231050937696075,0.6972202062606812,14.631578947368421
641,24.518592164713947,0.748715877532959,0.25
643,26.726409094221843,0.691489040851593,0.3333333333333333
644,35.06228330201024,0.6470791697502136,1.25
645,23.291240179752695,0.7179310917854309,0.125
646,31.059949239195394,0.6745174527168274,0.08333333333333333
647,35.57169386623046,0.6114618182182312,7.526315789473684
648,31.970223503561815,0.6882939338684082,3.5454545454545454
649,28.139976845241765,0.6686851382255554,1.0
650,35.29559456346076,0.65287846326828,0.1111111111111111
651,26.750238094502567,0.6689895987510681,1.8
653,21.48860981934981,0.723099946975708,2.25
654,26.706958203659028,0.6836728453636169,0.631578947368421
656,29.188519118618803,0.7875845432281494,22.962962962962962
658,23.69256688294311,0.7329467535018921,6.621621621621622
659,30.712416325726455,0.7124170660972595,1.0
660,27.61288190931642,0.6782901883125305,1.4761904761904763
661,26.19630561819946,0.7031950950622559,11.90625
662,33.14609489878718,0.6599202156066895,0.2413793103448276
663,31.447699507482078,0.6489410400390625,0.4
665,33.99772407449179,0.6849309206008911,2.4285714285714284
666,28.329340169750964,0.7032431960105896,2.6666666666666665
667,34.927808719777985,0.6111157536506653,0.1111111111111111
668,26.585730478682972,0.7078235149383545,7.461538461538462
669,29.41105093695899,0.7307877540588379,1.2857142857142858
670,30.664459970116383,0.7108146548271179,0.07142857142857142
671,30.20855849372383,0.6467320919036865,10.029411764705882
672,35.57111879449447,0.5989584922790527,0.5
673,31.422505351597028,0.6884776949882507,0.125
675,28.036838296855443,0.6461264491081238,0.47368421052631576
676,31.14277447325892,0.6759318113327026,0.6666666666666666
677,25.189684141125053,0.6945852041244507,0.9230769230769231
678,24.432826974355837,0.729456901550293,8.041666666666666
679,30.328893516710774,0.6737273335456848,0.5
680,27.760238648606556,0.6340245008468628,0.8974358974358975
681,28.98768650394311,0.6807881593704224,1.9230769230769231
682,26.51893002940308,0.6726933717727661,0.8333333333333334
684,34.480241571294954,0.7085005640983582,0.5
685,26.90861601524807,0.7062509059906006,0.06896551724137931
686,26.99842747891831,0.7181692123413086,0.14285714285714285
688,25.82200885431702,0.6552525758743286,0.11764705882352941
689,31.999195119122252,0.692274272441864,3.0
691,30.898170365477995,0.7138354778289795,1.5384615384615385
692,32.20915426681028,0.6697883605957031,5.333333333333333
693,34.13570980086212,0.6674541234970093,0.1875
694,27.127302610769167,0.7219588160514832,1.0
696,30.594986595375936,0.67587810754776,3.6470588235294117
697,33.277418291112916,0.6218846440315247,3.0
698,21.78394366981267,0.6903702020645142,5.0
699,28.80690003684092,0.6652166843414307,0.1111111111111111
700,32.43019470889831,0.6616100072860718,8.444444444444445
703,32.778007055132434,0.6193336844444275,2.12
704,24.19095206669693,0.7259330749511719,0.07142857142857142
706,28.5813822426373,0.714759349822998,2.6666666666666665
707,24.6912035132671,0.7041035890579224,0.20512820512820512
709,29.8494543019514,0.7003522515296936,0.3333333333333333
710,21.998897741829502,0.7769903540611267,1.75
711,35.58438552895718,0.645591139793396,1.1818181818181819
712,25.404740500341035,0.6922460794448853,0.25
713,30.630624067880547,0.6449464559555054,2.0
715,26.08267991927097,0.7280274033546448,1.75
716,28.954602504954206,0.6138373613357544,0.23255813953488372
717,26.392222755546502,0.7037127017974854,2.2
718,23.179709690895706,0.6596330404281616,2.0
720,33.1168242150212,0.6457933783531189,0.5
721,28.041257824843633,0.6639264822006226,2.097560975609756
724,30.504611451673167,0.6449058055877686,2.5476190476190474
725,18.96192751496145,0.752418041229248,1.7
726,29.340341148994817,0.67454993724823,10.12
727,30.353626869769382,0.6618216633796692,1.28
728,28.403502904043865,0.679782509803772,1.3636363636363635
729,26.387705896942094,0.7077798843383789,2.8333333333333335
730,28.262581557416315,0.7029423117637634,0.2222222222222222
731,35.874177385067114,0.6250568628311157,1.0
732,25.09405109292874,0.698376476764679,4.5
733,23.49278186848843,0.6903278827667236,1.4
734,24.69015883130534,0.7435621023178101,1.85
735,30.94066873041178,0.6759544014930725,1.9230769230769231
