density_bin,freq,count,log_cpy entropy,log_cpy variance,log_cpy median,cpy_var,cpy_med,cpy_mean,ref_med,ref_var,year_med,field,log_cpy_var
473.836,0.000972246773908432,11,421.81278101829577,0.19971548599585134,0.9030899869919435,493.9496033881951,8.0,17.99150129430878,76.0,1740.4462809917356,2009.0,Physics,0.19971548599585134
481.24,0.000972246773908432,11,516.4024836281637,0.10792442350912258,0.7596678446896304,14.200463389201047,5.75,6.96138331365604,74.0,1723.6859504132228,2013.0,Physics,0.10792442350912258
483.708,0.0010606328442637441,12,,0.42850354634536864,0.9030899869919435,19462.843416240026,7.321428571428571,52.945592125739175,93.5,1755.3055555555557,2014.5,Physics,0.42850354634536864
486.176,0.000972246773908432,11,,0.13977637411349286,0.8286884146501534,47.75041053040407,6.636363636363637,8.7268397073421,72.0,8725.537190082645,2009.0,Physics,0.13977637411349286
493.58,0.001149018914619056,13,,0.07759670705771152,1.016711877743475,45.806074091035676,9.0,9.735087562010639,119.0,5264.84023668639,2015.0,Physics,0.07759670705771152
510.855,0.001237404984974368,14,,0.3470903722206229,0.9330532103693868,223.29536345150933,7.550420168067227,13.2265458815105,98.5,2265.3112244897957,2011.5,Physics,0.3470903722206229
520.727,0.0010606328442637441,12,,0.2343833802503312,1.0606978403536116,717.7120776039593,9.75,17.21929466230937,79.0,2973.743055555556,2014.5,Physics,0.2343833802503312
528.131,0.000972246773908432,11,328.19875032741743,0.3538416697172282,0.870208760597288,144.30945770839708,7.416666666666667,11.319191919191919,79.0,2181.685950413223,2010.0,Physics,0.3538416697172282
535.535,0.000972246773908432,11,333.1037380686971,0.43524106585141004,0.9030899869919435,9594.033467897516,8.0,41.81504010695188,102.0,2722.0661157024792,2011.0,Physics,0.43524106585141004
538.003,0.0014141771256849921,16,509.7824126708739,0.18737395633726678,1.0820411757913329,753.8688471720042,12.142045454545453,20.421401515151516,75.0,1196.40234375,2012.0,Physics,0.18737395633726678
540.471,0.001237404984974368,14,,0.2920738775209903,0.7346855566025533,273.120270445265,4.7976190476190474,11.572433956099923,61.5,1011.9438775510205,2009.5,Physics,0.2920738775209903
542.939,0.0010606328442637441,12,340.5474153015189,0.4261656629390418,0.7159357070539839,292.24922174031985,5.215789473684211,12.800403251719041,54.0,3015.0208333333335,2014.5,Physics,0.4261656629390418
547.875,0.001237404984974368,14,,0.08121138033241045,0.8129133566428556,54.31572946930315,6.45,8.414763306868569,81.0,751.3928571428571,2010.0,Physics,0.08121138033241045
552.811,0.001149018914619056,13,451.0905375201281,0.27322922494903107,1.0234810958495228,1946.716235072878,10.555555555555555,25.845931845931847,93.0,1659.6094674556214,2011.0,Physics,0.27322922494903107
555.279,0.0010606328442637441,12,,0.20928822019995022,0.8692317197309762,74.91988537361298,5.4,8.246974667059808,45.5,1117.9722222222224,2014.0,Physics,0.20928822019995022
