# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:07:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/i34y3rzk.json
# init = 2 (Default)
# random
#   seed = 88148
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/den_GPT2.nonsems/multireg-20250511180755_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.536712
# Diagonal elements of inverse mass matrix:
# 2.21604e-05, 2.13881e-05, 2.44653e-05, 2.11792e-05, 1.5527e-05
-34512.7,0.937308,0.536712,2,3,0,34513.3,-0.0107181,0.138496,0.150291,0.110813,0.97654,0.12226,0.142667,0.112282,-33748.1
-34512.2,0.999684,0.536712,2,7,0,34513.1,-0.0121506,0.137889,0.149997,0.108666,0.977618,0.121919,0.142668,0.110106,-33747.4
-34512.6,0.985701,0.536712,3,7,0,34512.9,-0.0134628,0.136237,0.143121,0.112767,0.980884,0.119904,0.134817,0.114262,-33741.5
-34512.5,0.984191,0.536712,3,7,0,34513.5,-0.0132064,0.135917,0.152381,0.110411,0.978051,0.119689,0.144932,0.111875,-33748.9
-34512.2,0.876354,0.536712,2,3,0,34514.4,-0.0150203,0.135493,0.149786,0.108326,0.980563,0.119567,0.142494,0.109762,-33746.2
-34515.1,0.772799,0.536712,2,3,0,34515.6,-0.0161085,0.140454,0.150686,0.107912,0.984278,0.124561,0.143504,0.109342,-33747.3
-34512.4,1,0.536712,2,3,0,34515.5,-0.0112056,0.140188,0.145425,0.112103,0.979188,0.123891,0.137344,0.113589,-33744
-34514.3,0.818044,0.536712,2,7,0,34515.9,-0.00655186,0.138262,0.143876,0.113275,0.981596,0.121854,0.135539,0.114776,-33742.5
-34515.4,0.936955,0.536712,3,7,0,34517.4,-0.0186441,0.140659,0.15235,0.110165,0.983103,0.124462,0.144935,0.111625,-33749.1
