# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 21:07:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/tr_41gxb.json
# init = 2 (Default)
# random
#   seed = 29720
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-BOW_j/hreg-20240928160730_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.594751
# Diagonal elements of inverse mass matrix:
# 2.3978e-05, 1.74928e-05, 0.000123104, 0.000116305, 0.000125275, 0.000152375, 9.31844e-05, 0.000127786, 9.60558e-05, 0.000156477, 0.000138826, 0.000677057, 0.0962265
-35454.9,0.752602,0.594751,3,7,0,35463.1,-0.00950964,0.991462,-0.0534777,-0.0502961,-0.0722757,-0.13745,0.0418213,0.0211882,-0.0189777,-0.0625948,0.00349476,-0.0328069,0.0488096,-101532
-35454.6,0.671271,0.594751,2,3,0,35461.9,-0.0124841,0.994869,-0.0488493,-0.0496034,-0.0630943,-0.144803,0.0394392,0.0106618,-0.0222097,-0.0655805,-0.00834004,-0.0476206,0.0718424,-101531
-35455.4,0.951034,0.594751,3,7,0,35458,-0.00800238,0.994249,-0.0340334,-0.0623898,-0.0845622,-0.142141,0.0274889,0.00237811,-0.00894592,-0.0723938,0.0196194,-0.0357273,0.0443205,-101532
-35459,0.541096,0.594751,3,7,0,35467.3,-0.0112268,0.992842,-0.0440899,-0.0674881,-0.0730061,-0.15689,0.0122517,-0.00408862,-0.00524963,-0.0632438,0.0146217,-0.0411813,0.0367517,-101534
-35459.4,0.838907,0.594751,3,7,0,35465.7,-0.0118547,0.994959,-0.0572753,-0.0701837,-0.0574415,-0.130279,0.043058,-0.000812651,-0.0183159,-0.0601948,0.014001,-0.0406083,0.106236,-101534
-35463.2,0.898086,0.594751,3,7,0,35470.5,-0.0123071,0.992217,-0.0409969,-0.0574235,-0.05907,-0.148715,0.0297,0.014658,-0.0292029,-0.0938108,-0.0297045,-0.0852037,0.0574052,-101538
-35462.2,0.927932,0.594751,3,7,0,35472.9,-0.00896881,0.992246,-0.0432589,-0.0881606,-0.0641806,-0.161166,0.0322626,-0.00414334,-0.0132713,-0.0624342,0.000593583,-0.094722,0.103887,-101536
-35462.4,0.918888,0.594751,3,7,0,35468.8,-0.00573835,0.994986,-0.0497649,-0.0787755,-0.0590951,-0.157538,0.0246434,-0.00976807,-0.0118231,-0.0593859,0.00650203,-0.0648443,0.117654,-101536
-35464,0.973152,0.594751,3,7,0,35472.1,-0.0184475,0.992698,-0.0338832,-0.0470981,-0.11437,-0.133681,0.0347506,0.0101314,-0.0352779,-0.0822081,0.0112812,-0.0602136,0.0462242,-101540
-35460.9,0.996348,0.594751,3,7,0,35469.7,-0.00511054,0.993618,-0.0443862,-0.0561138,-0.0417109,-0.138313,0.0432796,0.00368299,0.00535634,-0.05522,-0.00457843,-0.0258651,0.0714771,-101538
-35459.4,0.988894,0.594751,3,7,0,35465.1,-0.0189338,0.995672,-0.0372489,-0.0626688,-0.0947914,-0.137176,0.0311313,0.0127147,-0.0325496,-0.075703,0.0149274,-0.036239,0.0405165,-101535
-35460.8,0.844458,0.594751,3,7,0,35467.1,-0.00562457,0.991472,-0.0255576,-0.0431058,-0.0697566,-0.156018,0.0259102,0.00837181,0.00182184,-0.0685748,0.0231689,-0.0465411,0.0909796,-101536
-35460.4,0.946008,0.594751,3,7,0,35467,-0.00335116,0.989734,-0.0552732,-0.0559849,-0.0803844,-0.122199,0.0318766,0.00679165,-0.0263877,-0.0721349,0.0197185,-0.0512031,0.0599604,-101538
-35455.3,0.989287,0.594751,3,7,0,35463.9,-0.0130362,0.990288,-0.0306666,-0.0656528,-0.0625341,-0.14842,0.0376661,0.00231934,-0.00361775,-0.0655303,0.00237586,-0.0242221,0.0637434,-101532
-35456,0.476819,0.594751,3,7,0,35467.1,-0.0104,0.990752,-0.0413159,-0.0415513,-0.0511216,-0.142912,0.0270073,0.0095466,-0.0191412,-0.0772291,0.000637922,-0.0334914,0.0680234,-101533
-35454.9,0.671758,0.594751,3,7,0,35461.8,-0.0153362,0.994903,-0.0398339,-0.0718398,-0.0609841,-0.146199,0.0240959,0.0129744,-0.0152217,-0.0742998,0.00810846,-0.0358812,0.0584694,-101532
-35457.3,0.825018,0.594751,3,7,0,35460.1,-0.0188084,0.995418,-0.0477384,-0.0397475,-0.084638,-0.139187,0.0375509,-0.000873618,-0.018423,-0.0745769,0.00731953,-0.0159082,0.0513059,-101534
-35456.7,0.941725,0.594751,3,7,0,35462.8,-0.0159876,0.993265,-0.0467225,-0.0400623,-0.0798654,-0.140076,0.0387517,-0.00337731,-0.0144827,-0.0625954,0.0245791,-0.0429277,0.0453217,-101533
-35458.6,0.673955,0.594751,3,7,0,35465.3,-0.012375,0.996917,-0.0319773,-0.0708646,-0.0580876,-0.145472,0.0276756,0.0178602,-0.0116993,-0.0720956,-0.0150298,-0.0210816,0.0828827,-101535
-35457,0.828491,0.594751,3,7,0,35468.3,-0.0116587,0.98898,-0.0381557,-0.0346163,-0.0645553,-0.1365,0.037211,0.0152159,-0.0208962,-0.0666472,0.00913248,-0.0238734,0.0415343,-101534
-35456.1,1,0.594751,3,7,0,35459.2,-0.00931802,0.993953,-0.0445158,-0.077947,-0.080845,-0.149023,0.0263325,-0.00190926,-0.0103803,-0.0694995,-0.000293611,-0.038126,0.0723615,-101533
-35456.2,0.568537,0.594751,2,3,0,35465.5,-0.00909091,0.989176,-0.0537066,-0.0572422,-0.0698598,-0.139835,0.0278133,0.000641404,-0.0106759,-0.0746506,0.00628459,-0.0392731,0.0829783,-101532
