# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-12 00:06:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/n3ajphvt.json
# init = 2 (Default)
# random
#   seed = 22376
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-asym_Word2Vec_j/hreg-20250511190602_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.523225
# Diagonal elements of inverse mass matrix:
# 2.39376e-05, 1.66148e-05, 0.000109386, 0.000118721, 0.00017169, 0.000119661, 9.67094e-05, 0.000146016, 0.00010631, 0.000163238, 0.000129766, 0.000609803, 0.0971521
-35342.6,0.964604,0.523225,3,7,0,35345.2,-0.0170413,0.993147,0.0331871,0.0169734,-0.0896467,-0.0135111,-0.0265944,-0.0618025,-0.0579421,0.00799054,-0.115008,-0.0308014,0.0341718,-33756.4
-35340.5,0.880307,0.523225,3,7,0,35351.2,-0.0111471,0.992305,-0.00196801,0.014909,-0.119874,0.00382596,-0.0138139,-0.0683335,-0.0303675,0.0507956,-0.124111,-0.0416456,0.0919607,-33762.8
-35339.1,0.883049,0.523225,3,7,0,35347.6,-0.0139766,0.996776,-0.000727798,0.0224801,-0.105158,-0.00270153,-0.018991,-0.0761783,-0.0424124,0.0488766,-0.116983,-0.00268318,0.0620295,-33760.8
-35339.5,1,0.523225,3,7,0,35342.7,-0.014938,0.995635,0.00583959,0.0262198,-0.103425,-0.000180293,-0.0147335,-0.0747266,-0.0383156,0.0546055,-0.110665,-0.0121218,0.0549258,-33759.8
-35338.7,0.999572,0.523225,3,7,0,35345,-0.0132882,0.989691,0.0148295,0.0130207,-0.104289,-0.00185307,-0.0519123,-0.0422098,-0.0527002,0.0312059,-0.134515,-0.0291036,0.0777218,-33765.5
-35340.4,0.947636,0.523225,3,7,0,35345,-0.0128969,0.995706,0.00994743,0.041383,-0.113672,-0.00452764,-0.0160818,-0.0758777,-0.0417918,0.0393179,-0.1009,-0.0595594,0.0693586,-33759.8
