# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 21:30:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/p2s2ady0.json
# init = 2 (Default)
# random
#   seed = 28229
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-den_SciBERT_j.h-nonsems/hreg-20250511163045_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.461685
# Diagonal elements of inverse mass matrix:
# 2.07442e-05, 1.5862e-05, 0.000121156, 0.000114914, 0.000128261, 0.000126105, 0.000131893, 0.00011221, 0.000205677, 0.000205727, 0.000163894, 0.000116426, 0.000155808, 0.000151058, 0.000134771, 0.000125632, 0.000115703, 0.000134644, 0.000143603, 0.000109079, 0.000153154, 0.000133397, 0.000126769, 0.000196174, 0.000224275, 0.000189314, 0.000160177, 0.000147583, 0.000130102, 0.00187362, 0.00114482, 0.000665545, 0.0706163, 0.0792766, 0.0763222
-33377.7,0.557482,0.461685,3,7,0,33391.6,-0.00391057,0.970931,0.131884,-0.0504487,0.262546,0.141546,0.316786,0.147362,0.055471,0.0904314,0.231793,0.146333,-0.0416906,0.0963824,0.057803,-0.0234362,0.171983,0.0766321,0.160336,0.174549,0.0344856,0.0564156,0.0148411,0.0172132,0.0693805,0.0199703,0.159153,-0.0169175,0.0489681,0.220962,0.0685524,0.122451,0.143252,0.240742,0.0957525,-33700.3
-33375.4,0.797516,0.461685,3,7,0,33407.4,-0.0121299,0.974696,0.151952,-0.064303,0.241084,0.116547,0.303137,0.149692,0.0588731,0.0965256,0.234185,0.108693,-0.052584,0.104064,0.0969219,-0.0121713,0.166369,0.0664255,0.188085,0.156908,0.0591793,0.054545,0.00808531,0.0359332,0.0446029,-0.00503866,0.169041,-0.0657454,0.0287005,0.183213,0.0561505,-0.00223231,0.148785,0.0618089,0.0677449,-33670.1
-33370.2,0.981038,0.461685,3,7,0,33389.1,-0.00807839,0.970112,0.150412,-0.0558281,0.24253,0.12481,0.314259,0.140434,0.0410127,0.0968434,0.251709,0.117742,-0.0574675,0.0905086,0.0893329,-0.020386,0.168745,0.0727451,0.176629,0.161154,0.0749586,0.0516345,0.0167733,0.0302659,0.0543527,0.00353666,0.176326,-0.0563412,0.0354558,0.158264,0.104659,0.0114532,0.111291,0.0548107,0.056331,-33703.9
-33377,0.839082,0.461685,3,7,0,33393.4,-0.00859655,0.974563,0.121266,-0.0224264,0.25608,0.115644,0.316547,0.138998,0.093505,0.0537856,0.240367,0.124499,-0.0380167,0.094141,0.0754181,-0.0185116,0.172283,0.0583608,0.100848,0.148011,0.0283792,0.0572446,0.0218485,0.0265232,0.0675103,-0.0058846,0.184039,-0.00744827,0.0566554,0.13357,0.0574679,0.0481881,0.0862519,0.1251,0.116981,-33648.8
-33377.8,1,0.461685,3,7,0,33395.5,-0.00902867,0.972157,0.138866,-0.0752255,0.254018,0.111919,0.318571,0.163152,0.0493673,0.109331,0.23369,0.16081,-0.0783588,0.10045,0.0712886,-0.0375797,0.183393,0.0669859,0.186418,0.179512,0.0511478,0.0617769,0.0217507,0.0511526,0.071238,0.0053274,0.185358,-0.0598077,0.0326941,0.145284,0.0584469,0.100216,0.158873,0.0955699,0.123794,-33753.4
-33376.3,0.975181,0.461685,3,7,0,33393.6,-0.00310712,0.972271,0.143596,-0.025311,0.254528,0.122129,0.312234,0.139728,0.0966794,0.0516834,0.266829,0.120139,-0.0313139,0.0971027,0.0837954,-0.00303004,0.157209,0.0581407,0.140612,0.131912,0.0374717,0.0567206,0.0256493,0.0171299,0.0550939,0.000253326,0.179402,-0.0038818,0.0729564,0.136015,0.0888831,0.0233007,0.0806751,0.0693178,0.0475137,-33672.9
