# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:15:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/ddcfjorz.json
# init = 2 (Default)
# random
#   seed = 87914
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_GPT2.nonsems/multireg-20250511181521_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.575893
# Diagonal elements of inverse mass matrix:
# 2.37202e-05, 2.35773e-05, 2.38702e-05, 2.34643e-05, 1.68592e-05
-35028.1,1,0.575893,2,3,0,35031.4,-0.00883222,-0.0167019,0.152274,0.126254,0.984383,-0.0177107,0.142329,0.127007,-33913
-35028.2,0.993189,0.575893,3,7,0,35028.9,-0.0143491,-0.0177394,0.149056,0.122282,0.988193,-0.0187275,0.139511,0.123011,-33909.4
-35028.4,0.936682,0.575893,3,7,0,35029.8,-0.0139047,-0.0129118,0.14856,0.124724,0.98787,-0.0138954,0.138632,0.125468,-33909.1
-35028.2,0.953937,0.575893,2,3,0,35029.3,-0.0108189,-0.0151959,0.147402,0.124756,0.988516,-0.0161712,0.137405,0.1255,-33908.2
-35030.2,0.753117,0.575893,2,3,0,35031.7,-0.00945455,-0.0208571,0.146104,0.125225,0.990982,-0.0218226,0.135966,0.125973,-33907.5
-35032.1,0.897945,0.575893,3,7,0,35034.5,-0.00957566,-0.0261899,0.153067,0.119961,0.986045,-0.0272069,0.144083,0.120677,-33914.5
-35035,0.84723,0.575893,3,7,0,35037.8,-0.0112502,-0.0239375,0.16038,0.118098,0.987743,-0.0250073,0.152074,0.118803,-33920.2
-35029.8,0.983637,0.575893,2,3,0,35036.5,-0.0107962,-0.0246435,0.152958,0.126499,0.98822,-0.0256565,0.143016,0.127254,-33913.3
-35028.3,0.704239,0.575893,2,3,0,35034.4,-0.00853217,-0.0162014,0.152255,0.129311,0.986282,-0.0172086,0.141863,0.130083,-33912.7
-35032.7,0.713216,0.575893,3,7,0,35033.7,-0.0225218,-0.0174877,0.148376,0.120466,0.988284,-0.018472,0.139059,0.121184,-33910
-35030.4,0.997913,0.575893,3,7,0,35032.9,-0.00590218,-0.0160469,0.154008,0.131415,0.985202,-0.0170654,0.143407,0.132199,-33915.2
-35031.4,0.959127,0.575893,3,7,0,35032.9,-0.00472424,-0.0112916,0.151786,0.130041,0.984969,-0.0122953,0.141262,0.130817,-33913.7
-35031.5,0.996119,0.575893,3,7,0,35032.1,-0.0196652,-0.023349,0.149028,0.122208,0.988512,-0.0243366,0.139493,0.122937,-33910.4
-35027.9,0.930606,0.575893,3,7,0,35033.3,-0.0102239,-0.0147155,0.148068,0.126346,0.987581,-0.0156947,0.137877,0.1271,-33908.9
-35028.5,0.717934,0.575893,2,3,0,35031.1,-0.0158836,-0.0157365,0.149467,0.12481,0.983394,-0.0167263,0.139576,0.125555,-33911.1
-35028,0.777381,0.575893,2,3,0,35031.6,-0.0119914,-0.0177495,0.14706,0.123551,0.987755,-0.0187228,0.13722,0.124289,-33908.1
-35028.5,0.813327,0.575893,2,3,0,35030.4,-0.0111348,-0.021277,0.152824,0.125666,0.983859,-0.0222898,0.142996,0.126416,-33913.8
-35028.3,0.824592,0.575893,2,3,0,35031.2,-0.0136533,-0.0197941,0.146392,0.127152,0.98769,-0.0207607,0.13599,0.127911,-33907.9
-35028.9,0.776751,0.575893,3,7,0,35031.4,-0.0108636,-0.0150075,0.154356,0.124908,0.983044,-0.0160319,0.144723,0.125654,-33915
-35029.2,0.857501,0.575893,3,7,0,35032.4,-0.0134604,-0.0197457,0.146352,0.127364,0.990231,-0.0207119,0.135917,0.128125,-33907.6
-35031.7,0.807026,0.575893,2,3,0,35033.6,-0.0187809,-0.0218118,0.14822,0.119013,0.987863,-0.0227954,0.139105,0.119724,-33909.9
-35030.8,0.997721,0.575893,3,7,0,35034.6,-0.0120068,-0.0181455,0.141804,0.129128,0.983802,-0.0190788,0.130858,0.129898,-33906.5
-35033,0.85578,0.575893,3,7,0,35035.8,-0.0128589,-0.00939239,0.146655,0.120252,0.991247,-0.0103651,0.137273,0.12097,-33908
-35031.7,0.967902,0.575893,2,7,0,35036.2,-0.017204,-0.0133969,0.148884,0.125168,0.992639,-0.0143826,0.138909,0.125915,-33909.1
-35034.7,0.882239,0.575893,2,3,0,35036.3,-0.00353559,-0.0193988,0.156966,0.123605,0.980379,-0.020442,0.147668,0.124343,-33919.9
-35033.7,1,0.575893,3,7,0,35037,-0.0211401,-0.0151914,0.143697,0.12825,0.990985,-0.0161387,0.132984,0.129015,-33906.6
-35032.7,1,0.575893,3,7,0,35034.6,-0.00331576,-0.0194086,0.157075,0.124017,0.983466,-0.0204523,0.147723,0.124757,-33918.5
-35030.6,0.914641,0.575893,2,3,0,35036.8,-0.0127694,-0.0127393,0.143163,0.12335,0.988753,-0.0136855,0.133135,0.124086,-33905.6
-35031.9,0.859257,0.575893,3,7,0,35035,-0.0217836,-0.020024,0.14901,0.122169,0.98892,-0.0210116,0.13948,0.122898,-33910.3
-35032.4,0.964106,0.575893,3,7,0,35034.1,-0.00272205,-0.014618,0.151745,0.129777,0.982737,-0.0156214,0.141257,0.130552,-33914.8
-35030.5,0.950026,0.575893,2,3,0,35034.5,-0.0123433,-0.0233881,0.152364,0.123613,0.991032,-0.0243984,0.142809,0.124351,-33912.1
-35030.5,1,0.575893,3,7,0,35032.5,-0.0161576,-0.014664,0.147686,0.131162,0.982312,-0.015638,0.136771,0.131944,-33911
-35028.8,1,0.575893,2,3,0,35031.2,-0.0109733,-0.0208308,0.148204,0.12831,0.989512,-0.0218095,0.137733,0.129076,-33909.1
-35029.6,0.930659,0.575893,3,7,0,35031.1,-0.0147183,-0.016811,0.148931,0.120715,0.982693,-0.0177991,0.139608,0.121436,-33911.1
-35029.7,0.995188,0.575893,3,7,0,35031.5,-0.00975754,-0.0178509,0.151812,0.131532,0.990173,-0.0188537,0.141073,0.132317,-33911.9
-35032.7,0.759151,0.575893,2,3,0,35034.9,-0.0200704,-0.00994195,0.150247,0.120382,0.98672,-0.0109399,0.141045,0.121101,-33911.6
-35034.6,0.615662,0.575893,2,3,0,35039.6,-0.0204905,-0.0184086,0.149767,0.127501,0.978484,-0.0193989,0.139501,0.128262,-33914.8
-35033.3,1,0.575893,2,7,0,35035,-0.0067582,-0.013501,0.151291,0.125689,0.994178,-0.0145034,0.141374,0.126439,-33911.3
-35034.5,0.941813,0.575893,3,7,0,35037.3,-0.017469,-0.0210544,0.14952,0.12678,0.977668,-0.0220432,0.139345,0.127537,-33914.9
-35032.9,1,0.575893,2,3,0,35037,-0.0130937,-0.0125178,0.149554,0.121896,0.993927,-0.01351,0.140094,0.122623,-33909.6
-35032.6,0.940437,0.575893,2,3,0,35035.7,-0.0115582,-0.0117616,0.149841,0.125541,0.978898,-0.0127539,0.139865,0.126291,-33913.9
-35029.3,0.844291,0.575893,2,3,0,35035.2,-0.0159186,-0.0140391,0.148924,0.125052,0.982529,-0.0150251,0.138969,0.125798,-33911.1
-35028.5,0.81995,0.575893,3,7,0,35032.7,-0.00843485,-0.0205957,0.151858,0.127375,0.988251,-0.0216007,0.141727,0.128135,-33912
-35033,0.669062,0.575893,2,3,0,35033.9,-0.0184305,-0.0152423,0.156958,0.122629,0.981086,-0.0162862,0.147802,0.12336,-33918.5
-35030.7,1,0.575893,3,7,0,35032.7,-0.0171768,-0.0153738,0.156349,0.122841,0.983264,-0.0164133,0.147128,0.123574,-33916.8
-35030.2,0.952425,0.575893,2,3,0,35033.1,-0.00987811,-0.0154664,0.158483,0.124155,0.987694,-0.0165202,0.149189,0.124896,-33917.2
-35030.4,0.99512,0.575893,3,7,0,35032.1,-0.0145828,-0.0192689,0.14235,0.127954,0.984365,-0.0202066,0.131606,0.128718,-33906.5
