# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:15:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/ddcfjorz.json
# init = 2 (Default)
# random
#   seed = 87914
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_GPT2.nonsems/multireg-20250511181521_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.601851
# Diagonal elements of inverse mass matrix:
# 2.30542e-05, 2.27474e-05, 2.14631e-05, 2.25191e-05, 1.72495e-05
-35027.9,0.966289,0.601851,2,3,0,35028.8,-0.0103197,-0.0187709,0.148587,0.128276,0.987937,-0.0197525,0.138143,0.129042,-33909.4
-35029.5,0.810691,0.601851,2,3,0,35030.4,-0.0170528,-0.0141433,0.152772,0.128518,0.989187,-0.0151547,0.142525,0.129285,-33912.4
-35028.9,0.93586,0.601851,2,3,0,35031.2,-0.0168424,-0.0214917,0.151622,0.126978,0.987974,-0.0224952,0.141536,0.127736,-33911.9
-35029.4,0.83635,0.601851,3,7,0,35031.8,-0.0109823,-0.00999991,0.150979,0.127836,0.985427,-0.0109992,0.140731,0.128599,-33912
-35032.3,0.456172,0.601851,2,3,0,35035.1,-0.0125142,-0.0108168,0.153614,0.125217,0.992898,-0.011836,0.143895,0.125964,-33912.7
-35029.8,0.728849,0.601851,2,3,0,35035.7,-0.0145435,-0.01005,0.150104,0.127973,0.984538,-0.011043,0.139788,0.128736,-33911.6
-35028,0.980749,0.601851,3,7,0,35030.3,-0.0154574,-0.0153885,0.151866,0.128159,0.985446,-0.0163935,0.14162,0.128924,-33912.3
-35031.5,0.508031,0.601851,2,3,0,35035,-0.00731683,-0.022786,0.156954,0.122453,0.988223,-0.0238294,0.147824,0.123183,-33916.6
-35031.2,1,0.601851,3,7,0,35033,-0.0165073,-0.0118113,0.14386,0.129642,0.985195,-0.0127592,0.132954,0.130416,-33907.4
-35029.4,0.824196,0.601851,3,7,0,35035.5,-0.00818634,-0.0128067,0.151866,0.121506,0.986681,-0.0138153,0.142591,0.122231,-33912.2
-35028.4,0.89542,0.601851,2,3,0,35031.7,-0.0115769,-0.0224034,0.148089,0.125628,0.985993,-0.0233826,0.138003,0.126377,-33909.7
-35028.8,0.923942,0.601851,3,7,0,35030,-0.0163828,-0.0202067,0.151438,0.128592,0.984103,-0.0212082,0.141106,0.12936,-33912.8
