# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-12 01:25:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/yy8fk3c1.json
# init = 2 (Default)
# random
#   seed = 13343
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-sems.h-nonsems/hreg-20250511202512_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,beta.1.11,beta.2.11,beta.3.11,beta.4.11,beta.5.11,beta.6.11,beta.7.11,beta.8.11,beta.9.11,beta.1.12,beta.2.12,beta.3.12,beta.4.12,beta.5.12,beta.6.12,beta.7.12,beta.8.12,beta.9.12,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,mu_beta.11,mu_beta.12,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,sigma_beta.11,sigma_beta.12,log_p
# Adaptation terminated
# Step size = 0.200881
# Diagonal elements of inverse mass matrix:
# 3.1828e-05, 2.2452e-05, 0.000135853, 0.000193123, 0.000200532, 0.000212338, 0.000236956, 0.000229743, 0.000387156, 0.000128393, 0.000142375, 0.000135865, 0.000191937, 0.000271715, 0.000201165, 0.000271666, 0.00024972, 0.00027205, 0.000358207, 0.000345424, 0.000464536, 0.00016929, 0.000145879, 0.00019106, 0.000174858, 0.000319676, 0.00038705, 0.000338794, 0.000444917, 0.000360996, 0.00058948, 0.000688753, 0.000748942, 0.000420799, 0.000151145, 0.00029774, 0.000294538, 0.000439759, 0.000185768, 0.000238859, 0.000253313, 0.00026285, 0.00310809, 0.000445303, 0.000440544, 0.000200496, 0.000151669, 0.000157656, 0.000214392, 0.000373624, 0.000232354, 0.000256193, 0.000202504, 0.000188058, 0.000299528, 0.000302301, 0.000526055, 0.000151189, 0.000122945, 0.00020848, 0.000239945, 0.000332375, 0.000188781, 0.000223262, 0.0002613, 0.000252914, 0.000214863, 0.000554485, 0.000475321, 0.000240771, 0.000108954, 0.000215174, 0.000205944, 0.000337313, 0.000539174, 0.000285047, 0.000258474, 0.000207525, 0.000249421, 0.000298876, 0.000336591, 0.000186422, 0.000111668, 0.000176006, 0.000170518, 0.00027327, 0.000342648, 0.000403917, 0.000446501, 0.000393475, 0.00401846, 0.000517627, 0.000696295, 0.000275003, 0.000158726, 0.000257322, 0.000287671, 0.000617675, 0.000394866, 0.000330183, 0.000294927, 0.000276859, 0.000653633, 0.000445564, 0.000882866, 0.000223357, 0.000161166, 0.000281555, 0.00022604, 0.000472669, 0.00220634, 0.00155252, 0.000658306, 0.0004632, 0.000685172, 0.00122574, 0.00087361, 0.000126007, 7.1803e-05, 0.0001166, 0.000153521, 0.000459905, 0.0814093, 0.104333, 0.115007, 0.103801, 0.172221, 0.0925287, 0.0951553, 0.187856, 0.458918, 0.194781, 0.230707, 0.121493
-18165,0.543611,0.200881,5,31,0,18239.2,-0.019469,0.959585,0.131334,-0.0162991,0.262428,0.103938,0.326206,0.160229,0.0659719,0.0776602,0.26107,0.168584,-0.0509497,0.117332,0.0311078,0.0340147,0.151831,0.0701932,0.116941,0.176875,-0.0429385,-0.0476773,-0.109438,-0.142341,-0.00781242,-0.0235182,-0.0639875,-0.0285796,-0.0268312,0.0410738,0.089073,0.0633475,0.0407533,0.0191203,-0.0092636,0.0675451,-0.0264081,-0.0361575,-0.0292308,0.079609,0.0076625,-0.0582655,0.000192935,-0.0421347,-0.042338,0.0235609,-0.0441994,0.0227608,0.0453656,-0.0278558,0.0858307,0.0805272,0.0173816,0.215817,0.018299,0.100495,-0.0459351,-0.0373891,0.0163769,0.0557616,-0.0866878,-0.0368783,-0.079668,-0.0943096,-0.102771,0.00811604,0.00401799,0.0164052,-0.0139715,-0.00620301,0.0206275,0.00833356,-0.00757098,-0.00407512,-0.0366224,-0.0238502,-0.0262761,-0.00226473,0.0101464,-0.00453902,-0.0110267,-0.0113028,-0.00306475,-0.0336759,-0.0634767,-0.068187,-0.0395214,-0.0594907,-0.0263706,0.00387862,-0.029314,-0.026699,-2.03781e-05,0.0158305,0.00898097,0.0424618,0.0676678,0.010691,0.0350258,0.0401221,0.0220042,-0.0557612,-0.0174643,-0.0519484,-0.0075996,-0.0501254,-0.0697741,-0.0521461,0.0275821,-0.137265,0.161534,0.0428216,-0.0646654,0.0272034,-0.0493615,0.0652975,-0.028526,0.0038559,-0.0197874,-0.0463353,0.0112219,-0.0391929,0.0933251,0.0960386,0.0547529,0.0448877,0.0456186,0.0577594,0.07443,0.0118949,0.0138168,0.0251638,0.0500558,0.0401351,-19549
-18165.6,0.854777,0.200881,4,15,0,18225.7,-0.0186178,0.961019,0.131511,-0.0141203,0.256848,0.107398,0.340329,0.155281,0.0646185,0.0749571,0.276388,0.169193,-0.0461449,0.113606,0.0406747,0.0212877,0.148577,0.0789055,0.129833,0.161848,-0.0286957,-0.0377336,-0.118065,-0.139303,-0.0180201,-0.0347766,-0.076893,-0.0138525,-0.0263732,0.0590498,0.0842995,0.0753901,0.0194137,0.00665743,-0.00999558,0.0632853,-0.0213989,-0.0244414,-0.00788209,0.0737364,0.0126464,-0.0639763,-0.0116417,-0.0460358,-0.0502987,-0.0042748,-0.0343486,0.0282808,0.0454549,-0.0188499,0.0850769,0.0941722,0.0148189,0.2333,0.0144825,0.0931747,-0.0557061,-0.0441821,-0.0147587,0.0561177,-0.0977649,-0.0457609,-0.0810586,-0.101871,-0.111373,-0.000333088,-0.00354749,0.0246576,-0.0156001,0.00633166,0.0131248,0.00526957,-0.00743691,-0.00789605,-0.0348193,-0.0172049,-0.0330088,0.00296616,0.00714025,-0.011891,-0.00874257,-0.0049515,-0.00092341,-0.0269414,-0.0648006,-0.0860376,-0.0400079,-0.0608855,-0.0324341,-0.00756538,-0.0145862,-0.0290049,-0.00499128,0.0104587,0.00649643,0.0415208,0.0578318,0.012929,0.0370029,0.034614,0.0177695,-0.0383288,-0.0262259,-0.0312763,0.0139069,-0.0513216,-0.0606624,-0.0585634,0.0314609,-0.139002,0.204957,0.0519315,-0.0634135,0.0362365,-0.00820878,0.0350856,-0.0366807,0.00343351,-0.0123445,-0.0550127,0.00997449,-0.0372789,0.0925252,0.0831773,0.057791,0.0479231,0.0781604,0.0571124,0.0846301,0.0123138,0.0151828,0.0280843,0.0291331,0.0365134,-19560.1
-18155.9,0.700577,0.200881,4,15,0,18212.5,-0.0169565,0.961832,0.129066,-0.016301,0.276253,0.112898,0.319408,0.15755,0.0697507,0.0769826,0.288749,0.173452,-0.0586946,0.125216,0.0364243,0.0214604,0.144524,0.0805874,0.151158,0.151573,-0.0388544,-0.0535731,-0.115723,-0.152192,-0.00030637,-0.0406592,-0.0795277,-0.0181059,-0.0250572,0.0460134,0.0915476,0.07753,0.0194528,0.000169338,0.00496792,0.0629619,-0.0249297,-0.0250836,-0.0250085,0.0491629,0.00810476,-0.112971,-0.0114497,-0.049753,-0.0612741,0.00481302,0.0209396,0.0373951,0.0488303,-0.0184889,0.0608647,0.109414,0.0278037,0.231583,0.0298517,0.0758929,-0.0444197,-0.0473068,0.0214537,0.0514577,-0.104387,-0.0321482,-0.0755609,-0.109798,-0.117162,0.00954765,-9.4914e-05,0.0036086,-0.00499882,0.00772153,0.0125813,0.00406351,0.00944228,-0.00186025,-0.0402123,-0.013942,-0.0394886,0.0030935,0.00976327,-0.0156688,-0.0110168,-0.0158246,-0.00302989,-0.0289906,-0.0773138,-0.0766417,-0.028129,-0.0698858,-0.0290103,-0.0234383,-0.0327241,-0.0108445,0.000590668,0.0121688,-0.00377038,0.0479192,0.0556588,0.0109218,0.0256333,0.036936,0.0132946,-0.0303747,-0.00555504,-0.0431602,-0.00349982,-0.0641054,-0.0714331,-0.0588397,0.0108127,-0.147667,0.140883,0.106394,-0.0756629,0.0390726,0.0229027,0.0578889,-0.0236571,0.00287585,-0.011069,-0.0432374,0.014967,-0.04532,0.0806052,0.0750902,0.0739791,0.0421581,0.0530427,0.068918,0.0716651,0.00601349,0.0171748,0.0282559,0.0250625,0.0397662,-19578.1
-18177,0.455694,0.200881,4,15,0,18236,-0.00439668,0.961167,0.112026,-0.00320317,0.230338,0.101789,0.31616,0.172851,0.0846276,0.0976932,0.249007,0.191145,-0.0556434,0.101731,0.0506733,0.0576653,0.130126,0.119505,0.126003,0.165426,-0.0364801,-0.0299964,-0.1102,-0.137497,-0.00811149,-0.0474988,-0.0908565,-0.0204335,-0.0356768,0.0367052,0.112489,0.0604602,0.0259189,-0.00254434,0.0103532,0.0871576,-0.0492503,-0.0343843,-0.0456436,0.0674608,-0.0327693,0.0156385,-0.0195899,-0.0158661,-0.0465778,0.0244679,0.0250988,0.0230181,0.0367314,-0.0327671,0.0671308,0.0584441,0.0342564,0.231242,0.0430657,0.0679074,-0.0503204,-0.055852,0.0479912,0.0346962,-0.0880057,-0.0473644,-0.108644,-0.133215,-0.134224,0.00362917,0.00559837,0.0126283,0.00444165,0.00644755,0.0126166,0.0152177,-0.00595286,0.00992965,-0.0415954,-0.0153674,0.00268589,-0.01136,0.0148175,-0.0114201,-0.00873656,-0.0306358,-0.0289391,-0.0667231,-0.0819186,-0.0725057,-0.00315257,-0.0895465,-0.0332386,-0.020646,-0.0017961,0.0060121,0.00336616,0.0138935,0.0245751,0.0262819,0.0452159,0.0106624,0.0267218,0.0206276,-0.0151645,-0.0171491,-0.0385715,-0.0997921,-0.0337996,-0.0553828,-0.0832189,-0.0725057,0.00428229,-0.157623,0.177246,0.0683785,-0.0386713,0.0178391,0.00380961,0.0814852,-0.0603645,0.0103008,-0.0118801,-0.0251378,0.0224614,-0.0808704,0.10543,0.081749,0.0497421,0.0568761,0.0761706,0.0628631,0.100338,0.00719561,0.0201762,0.0403392,0.0157632,0.0640133,-19582.5
-18173,0.877969,0.200881,5,31,0,18246.9,-0.0136759,0.965494,0.114737,-0.00289995,0.210884,0.107556,0.312921,0.169543,0.0129168,0.0919834,0.275474,0.180307,-0.0615953,0.107468,0.0607068,0.0597281,0.116544,0.0952783,0.140096,0.199676,-0.0306785,-0.0706802,-0.100132,-0.152459,-0.00427791,-0.0272841,-0.0602811,-0.0363365,-0.0312417,0.0511787,0.109086,0.0611804,0.0144193,0.00711086,0.00734398,0.0918045,-0.0380972,-0.0249346,-0.0464516,0.0881134,-0.0042361,0.0305038,-0.00737833,-0.0382862,-0.0512355,-0.00621249,0.00429322,0.0286911,0.017049,-0.0229723,0.00201607,0.0575742,0.0185195,0.201608,0.0130376,0.0513239,-0.0486504,-0.0187264,0.0268652,0.00824121,-0.104057,-0.0273462,-0.0926644,-0.151068,-0.136697,0.0122733,0.00501936,0.01268,-0.000192252,0.0110368,0.00562245,0.00509661,0.012018,0.00171329,-0.0257812,-0.0240541,-0.000493884,-0.00387286,0.0145308,-0.0215126,-0.0162707,-0.029876,-0.0218479,-0.0670801,-0.0524153,-0.0869651,-0.0209806,-0.0908845,-0.0180864,-0.0253375,-0.0125237,-0.0186323,0.027111,0.0118755,0.0232575,0.043427,0.0309611,0.0171714,0.0267611,0.0161039,0.0145462,-0.0148179,-0.0234261,-0.109827,-0.0523999,-0.058502,-0.0764341,-0.0764775,-0.0385456,-0.171702,0.198226,0.113062,-0.0694207,0.0400519,-0.0169392,-0.00712107,-0.0436269,0.0079952,-0.0113894,-0.0194125,0.0229528,-0.0701838,0.142257,0.0612037,0.0451207,0.0551519,0.0480495,0.068039,0.0687586,0.00487534,0.01465,0.0362991,0.0154195,0.0614209,-19561.2
-18167.4,0.618666,0.200881,5,31,0,18234.4,-0.00800374,0.964052,0.126781,-0.0384028,0.2652,0.124234,0.345504,0.123394,0.054962,0.0192829,0.2563,0.187704,-0.0737851,0.0734709,0.0232321,-0.00237087,0.172757,0.0923758,0.162885,0.201987,-0.0331968,-0.0451913,-0.131247,-0.166662,-0.0261216,-0.0195381,-0.0732117,-0.0207665,-0.0167973,0.0798628,0.0744755,0.0727909,0.00186969,-0.0311581,0.00395307,0.0473655,0.00265054,-0.0512747,-0.0161399,0.0782458,0.0388449,0.0188832,0.0238864,-0.0206566,-0.0458827,-0.0177637,-0.0500274,0.00190285,0.0401555,-0.0264118,0.0189212,0.118574,-0.037503,0.223046,-0.0415546,0.0980936,-0.080983,-0.0636489,0.0105484,0.0738799,-0.0835329,-0.0498689,-0.106875,-0.127907,-0.0822567,0.00601607,-0.0148541,0.0559386,-0.0329321,0.0101099,0.00818676,-0.00305421,-0.0195899,-0.0187275,-0.0305294,-0.0201773,-0.0169152,-0.0038395,0.019217,-0.0139352,-0.00676011,0.00330376,-0.0115082,-0.0165157,-0.0577427,-0.0378385,-0.0224278,-0.0512116,-0.0262837,-0.0260568,-0.0519855,-0.0337709,-0.0044318,0.000216674,0.00660821,0.0338462,0.0740682,-0.00870573,0.00220168,0.0105869,0.0125772,-0.074703,-0.0272596,-0.0509499,0.00532112,-0.0537968,-0.0717203,-0.0770503,-0.0259349,-0.0963665,0.114491,0.0613089,-0.084765,0.0226369,-0.00190231,0.0260206,-0.0491761,0.00365318,-0.0114019,-0.0459997,0.00739079,-0.0431072,0.139536,0.0915208,0.0687915,0.0416105,0.0649932,0.0965406,0.0789493,0.0389509,0.0115874,0.0182908,0.024275,0.0441461,-19586.1
