# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-12 01:25:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/yy8fk3c1.json
# init = 2 (Default)
# random
#   seed = 13343
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-sems.h-nonsems/hreg-20250511202512_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,beta.1.11,beta.2.11,beta.3.11,beta.4.11,beta.5.11,beta.6.11,beta.7.11,beta.8.11,beta.9.11,beta.1.12,beta.2.12,beta.3.12,beta.4.12,beta.5.12,beta.6.12,beta.7.12,beta.8.12,beta.9.12,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,mu_beta.11,mu_beta.12,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,sigma_beta.11,sigma_beta.12,log_p
# Adaptation terminated
# Step size = 0.204404
# Diagonal elements of inverse mass matrix:
# 3.62617e-05, 2.33943e-05, 0.000125544, 0.000136739, 0.000256742, 0.00019585, 0.000223858, 0.00021616, 0.000359724, 0.000153911, 0.000146879, 0.000127288, 0.000167427, 0.000261658, 0.000185689, 0.000252108, 0.000289473, 0.00020954, 0.000303093, 0.000318029, 0.000458326, 0.000160812, 0.000135319, 0.00018814, 0.000158363, 0.000326223, 0.000416993, 0.000364611, 0.000545793, 0.000349354, 0.000495239, 0.000542947, 0.000789348, 0.000405076, 0.00012958, 0.000234947, 0.000243912, 0.000418819, 0.000176369, 0.000257332, 0.000301377, 0.000238832, 0.00313686, 0.000429836, 0.00051905, 0.000178636, 0.000126192, 0.000161638, 0.000210809, 0.000427137, 0.000248828, 0.000246124, 0.000220383, 0.000181083, 0.000251763, 0.000359959, 0.000521597, 0.00015684, 0.000124167, 0.000199579, 0.000280442, 0.000340195, 0.000223778, 0.000217598, 0.00034459, 0.000214762, 0.000250499, 0.000565171, 0.000407459, 0.000204965, 0.00011666, 0.000234726, 0.000193311, 0.000296447, 0.000625518, 0.000254362, 0.000204031, 0.000218695, 0.000268723, 0.000265016, 0.000386266, 0.000180558, 0.000105904, 0.000151105, 0.000152066, 0.000258944, 0.000289147, 0.000416101, 0.000408598, 0.000395604, 0.00324892, 0.000468265, 0.000644875, 0.000325099, 0.000153692, 0.000218324, 0.000271226, 0.000587404, 0.000397295, 0.000291684, 0.000297003, 0.000260607, 0.000499333, 0.000457016, 0.000773065, 0.00020857, 0.000151732, 0.00028725, 0.000222441, 0.000392101, 0.0020289, 0.00128067, 0.000495311, 0.000405268, 0.000531256, 0.000916554, 0.00072086, 0.000159402, 6.40708e-05, 0.000131938, 0.000105969, 0.000805915, 0.0821432, 0.0972552, 0.0881559, 0.0800707, 0.172086, 0.085485, 0.10871, 0.213939, 0.421694, 0.268256, 0.213095, 0.125982
-18167.2,0.927952,0.204404,4,31,0,18222.8,-0.00688835,0.961075,0.113768,-0.0268636,0.228897,0.101403,0.355785,0.151401,0.0514342,0.072096,0.240926,0.191509,-0.0580412,0.0748424,0.0301619,0.0228492,0.163688,0.111897,0.19024,0.164482,-0.0343449,-0.0424865,-0.0752883,-0.15286,-0.0181572,-0.0514948,-0.107379,-0.0344071,-0.0548614,0.0659466,0.11611,0.108006,0.0371879,0.00657226,0.00350304,0.0856813,-0.0130114,-0.0242154,-0.0625195,0.105154,0.0345961,-0.0241855,0.0265674,-0.0426321,-0.0425918,-0.0185824,0.00583184,0.0156122,0.00451663,-0.0191056,0.0225261,0.0741639,0.00693925,0.188062,0.0161704,0.105626,-0.0828139,-0.0294671,0.0054293,0.0438192,-0.125246,-0.0486871,-0.105002,-0.113498,-0.133336,-0.00933984,-0.00576934,0.0331752,-0.0108991,0.0105029,0.00405117,0.0161837,-0.0147869,-0.0137022,-0.0187898,-0.0313405,0.00605099,-0.00836171,0.0163999,-0.00969234,0.00196861,7.86297e-05,-0.00173244,-0.0355929,-0.0684659,-0.045708,-0.0304332,-0.0464718,-0.0131955,-0.0208297,-0.047868,-0.019605,-0.00886772,0.0218659,-0.000796915,0.018219,0.0323985,0.0103566,0.0165307,0.0147782,0.0243706,-0.101405,-0.00317934,-0.0524779,-0.0173112,-0.0916532,-0.0675333,-0.074718,0.037056,-0.154955,0.166632,0.0534239,-0.0665921,0.0267072,-0.0189422,0.0393871,-0.0479985,-0.0124453,0.00357257,-0.0302899,0.0133814,-0.0428906,0.100345,0.0685187,0.0532726,0.0605935,0.0443522,0.0701315,0.047867,0.0308961,0.0241301,0.0244829,0.0175104,0.0478123,-19569.7
-18188.1,0.868825,0.204404,4,15,0,18250.6,0.00540716,0.96258,0.114705,0.0195075,0.252004,0.098586,0.357029,0.123346,0.0555478,0.0856923,0.251136,0.152846,-0.0731272,0.0883482,0.0477788,0.0378174,0.190716,0.116033,0.176696,0.160852,-0.0562511,-0.0478967,-0.123104,-0.144089,-0.00207582,-0.043977,-0.065609,-0.0440952,-0.0288892,0.051942,0.124754,0.0747878,0.0318763,-0.0166141,0.00284947,0.0843993,-0.0162531,-0.0312741,-0.00311977,0.0666663,0.0164496,-0.00693078,0.000895037,-0.0286241,-0.0532819,0.00771822,-0.0283859,0.0166466,0.039455,-0.0321323,0.0180925,0.0855293,-0.0222491,0.230529,-0.00384876,0.0727591,-0.112214,-0.0275951,0.0132431,0.0570407,-0.106023,-0.0226371,-0.101013,-0.103699,-0.0926651,-0.018435,0.00639908,0.0560423,-0.0198905,0.0152013,0.0304454,0.0198274,-0.000714891,-0.0135467,-0.0400627,-0.0212799,-0.0185041,-0.00927738,-0.00484181,-0.0266673,-0.0146961,-0.0152237,-0.00474198,-0.0465575,-0.06944,-0.0421535,-0.00323652,-0.0870984,-0.0454609,-0.0488821,-0.0165876,0.000973648,-0.011311,0.0276482,-0.00965307,0.0453273,0.0556155,-0.000595475,0.0233459,0.038737,0.0116357,-0.0877281,-0.00268332,-0.0912586,-0.014863,-0.0387839,-0.071633,-0.086241,-0.01789,-0.149613,0.198826,0.177336,-0.0584774,0.0616376,0.0190771,0.0566125,-0.0479993,0.0185324,-0.0201159,-0.0376682,0.0218203,-0.0789663,0.155177,0.126499,0.0356914,0.0484498,0.0534642,0.1147,0.109982,0.0193508,0.0103258,0.0271759,0.0239588,0.0675858,-19613.3
-18188,0.971845,0.204404,5,31,0,18264.8,-0.0009569,0.961197,0.114651,-0.0539963,0.203091,0.107592,0.346583,0.179923,0.0718703,0.0730167,0.230258,0.212782,-0.00816051,0.121654,0.0327832,0.0346628,0.149797,0.091976,0.167649,0.220895,-0.0409917,-0.0683701,-0.125469,-0.157772,0.00191843,-0.0155113,-0.0928296,-0.0145576,0.00639452,0.0857336,0.0685562,0.0577684,0.00882062,-5.84959e-05,0.00808588,0.0713623,-0.00655836,-0.0758563,-0.0396811,0.0733431,0.027388,-0.0999217,-0.00524211,-0.0339721,-0.0526379,-0.0406385,-0.00201675,0.0361545,0.00934964,-0.0362225,0.0737185,0.0794989,0.0131214,0.185348,-0.0361665,0.0403735,-0.0322759,-0.0471214,0.0583144,0.0396452,-0.110783,-0.0957813,-0.0822287,-0.124244,-0.12474,0.0301545,-0.0262379,0.0223588,-0.027045,-0.00658932,0.0454089,0.0113466,-0.0314212,-0.0245894,-0.0248999,-0.00839773,-0.00832656,-0.00410102,-0.00331191,-0.0291918,0.00137089,-0.0163402,-0.00367008,-0.0600128,-0.0618863,-0.0412546,-0.0247337,-0.0696771,-0.0301729,-0.00425172,-0.0595381,-0.0346442,0.0268872,-0.00771231,0.0096501,0.0539935,0.0474695,0.0042622,-0.00181927,0.0504331,-0.00726451,-0.0269541,-0.0289484,-0.0822881,-0.0347159,-0.0468756,-0.0696145,-0.0728196,0.00130563,-0.132793,0.203718,0.194397,-0.0183934,0.023543,0.00166444,-0.018083,-0.0296472,-0.00125152,-0.0133701,-0.0480315,0.0147217,-0.0399416,0.155123,0.118565,0.0670797,0.0645887,0.0543478,0.110518,0.0864317,0.0505149,0.00842365,0.023302,0.0281509,0.0530995,-19588.1
-18179.9,0.981443,0.204404,5,31,0,18263.7,-0.00177376,0.963964,0.0999619,-0.0435984,0.218222,0.0863314,0.328279,0.152539,0.0755904,0.0721585,0.27764,0.200679,-0.0488071,0.099081,0.036727,0.0138245,0.168884,0.12761,0.160366,0.153649,-0.032981,-0.0247185,-0.0995255,-0.167446,-0.00825059,-0.0496571,-0.0706474,-0.0116975,-0.0220826,0.074284,0.0931119,0.106969,0.0210214,-0.0130796,0.00730485,0.0823635,0.014694,-0.0527486,0.000432488,0.0558539,0.0216509,-0.0785223,0.0118916,-0.0358441,-0.0581584,0.105409,0.0015184,0.0159094,0.0516126,-0.0413071,0.0411133,0.0705071,-0.00963003,0.204168,-0.0496079,0.0689904,-0.0907028,-0.0374172,0.0274778,0.0933045,-0.0821703,-0.0441709,-0.124505,-0.111877,-0.115368,0.00332907,-0.0100979,0.0265963,-0.0264198,-0.00581461,0.0308084,0.00109591,-0.0328912,-0.0220143,-0.041438,-0.0310758,-0.00443304,-0.00143025,0.0128894,-0.0440913,0.00304206,-0.0184295,0.00626358,-0.0220718,-0.0617685,-0.0415096,-0.036916,-0.0660444,-0.0475256,-0.0234477,-0.0366577,-0.0309939,0.0112072,0.0222443,0.0264131,0.0268784,0.0588756,-0.00623231,0.0117775,0.0364856,0.00870939,-0.0715401,0.0197643,-0.0950412,0.0173906,-0.052245,-0.0584318,-0.0970583,-0.0149069,-0.109575,0.188578,0.178541,-0.0525606,0.0261047,-0.0086293,0.0730078,-0.0537298,0.00535288,-0.0175063,-0.0354519,0.0219704,-0.101597,0.145878,0.104432,0.0365956,0.102506,0.065672,0.0543924,0.119008,0.0221213,0.0189123,0.0196897,0.0132402,0.0811094,-19575.4
-18169.5,0.857137,0.204404,5,31,0,18247.3,0.0011083,0.963163,0.137518,-0.0163692,0.229059,0.10289,0.324589,0.129679,0.0875922,0.108531,0.250733,0.157558,-0.0393902,0.0810819,0.0672361,0.0167794,0.155701,0.0831633,0.140626,0.183491,-0.0415883,-0.0518421,-0.126371,-0.158333,-0.0194783,-0.0302285,-0.0857942,-0.0377569,-0.0212558,0.0539512,0.095275,0.0367595,0.0245464,-0.0168686,0.00924883,0.0690914,0.00713118,-0.0350885,-0.044975,0.0708962,0.0370364,-0.0954149,-0.0074221,-0.0375192,-0.0575901,-0.0145286,-0.00440003,0.0312981,0.0189347,-0.0592485,0.0192709,0.110253,-0.0212839,0.228156,-0.0194059,0.0682804,-0.0445972,-0.0397854,0.0481593,0.0175946,-0.118488,-0.0833088,-0.069097,-0.123273,-0.132752,-0.00370247,-0.0158821,0.0210846,-0.0222217,-0.00841884,0.0399043,0.0129773,-0.0118832,-0.00809572,-0.0299628,-0.011327,-0.0281934,-0.0190242,-0.00212378,0.0103339,-0.0129219,-0.00445382,3.90426e-05,-0.048248,-0.0630886,-0.0714232,-0.0300448,-0.0785971,-0.0365444,-0.0326967,-0.0404985,-0.0517204,-0.00134685,-0.0191423,-0.00688161,0.0156148,0.0691182,-0.0161128,0.0240348,0.0378452,0.0120635,-0.0142469,-0.016687,-0.075446,-0.0419702,-0.0793891,-0.0990046,-0.0474002,-0.0108529,-0.126714,0.199078,0.0234894,-0.0714398,0.0110104,-0.0292856,0.0307858,-0.0541705,0.013386,-0.0120118,-0.0481242,0.0212414,-0.0850718,0.122393,0.137633,0.0458806,0.0518987,0.0527292,0.0923785,0.0749143,0.0232442,0.0120394,0.017578,0.055753,0.0586754,-19571.7
-18184.6,0.934855,0.204404,4,31,0,18245.1,-0.019132,0.961151,0.114208,-0.0172102,0.255301,0.0705445,0.330652,0.15112,0.118543,0.0712857,0.218371,0.171857,-0.0211802,0.108766,0.0384204,0.0120256,0.147017,0.126989,0.181846,0.23397,-0.0441468,-0.0702868,-0.164762,-0.163389,-0.0230527,-0.0411118,-0.0766509,-0.0308414,-0.0258294,0.043257,0.0891645,0.0489121,0.0263853,-0.0199329,-0.0102836,0.0721995,-0.0169531,-0.0709258,-0.0173804,0.0644099,-0.0134821,-0.0304971,-0.00177525,-0.0287502,-0.0410355,0.133994,-0.0435828,0.0404592,0.0127293,0.012043,0.0159251,0.0847362,0.0437873,0.17651,-0.0222224,0.0653826,-0.0631158,-0.0390798,-0.00693848,0.0628913,-0.0871509,-0.0733277,-0.0968866,-0.106494,-0.101341,0.0349339,-0.00487966,0.0401553,0.00443051,0.00247516,0.0222182,0.0232961,-0.0174966,-0.0058434,-0.018918,-0.0330977,0.00416915,0.00704944,-0.00296002,-0.0165877,0.00777712,-0.00923065,-0.00419962,-0.0473909,-0.0802026,-0.0709984,-0.0476495,-0.0699943,-0.0294404,-0.0509491,-0.0585896,-0.0346145,0.00967097,0.0137211,-0.00826566,0.0273618,0.0537277,-0.00927702,-0.00840291,0.0109185,-0.0256837,-0.0563301,-0.0200274,-0.0739018,-0.00835511,-0.0709644,-0.087868,-0.0576317,0.0198932,-0.119262,0.0956517,0.0642226,-0.107302,0.00437023,0.00997913,0.0645437,-0.0799284,-0.00214943,-0.00701667,-0.0616318,0.00353517,-0.0344031,0.0853777,0.127952,0.0749699,0.119917,0.0620148,0.0601772,0.0633402,0.0216942,0.0104956,0.0209401,0.0160605,0.0405381,-19575.9
