# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 22:53:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/6d_ndxxy.json
# init = 2 (Default)
# random
#   seed = 43163
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/den_GPT2/reg-20250511175327_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.602346
# Diagonal elements of inverse mass matrix:
# 2.43902e-05, 2.23251e-05, 1.66196e-05
-35771.6,0.796434,0.602346,2,3,0,35773.3,-0.015859,0.137062,0.991906,-34055.6
-35771.2,0.984273,0.602346,2,7,0,35772.4,-0.0199377,0.139239,0.997744,-34055.6
-35770.5,0.982674,0.602346,3,7,0,35771.9,-0.0117763,0.137673,0.997473,-34054.7
-35770.3,0.836022,0.602346,1,3,0,35772.3,-0.0175773,0.134465,0.995777,-34054.8
-35772.4,0.810656,0.602346,2,3,0,35772.6,-0.00983537,0.140501,0.999788,-34055.4
-35770.6,0.93422,0.602346,2,3,0,35773.7,-0.0110634,0.135022,0.995891,-34054.5
-35772.6,0.818419,0.602346,2,3,0,35772.9,-0.00919261,0.132153,0.993231,-34054.9
-35770.2,0.900915,0.602346,2,3,0,35773.8,-0.0142015,0.134683,0.99801,-34054.4
-35771,0.905337,0.602346,2,3,0,35771.3,-0.0132159,0.131767,0.998301,-34054.3
-35776.9,0.497554,0.602346,2,3,0,35778.2,-0.0232109,0.126438,1.00076,-34056.2
-35772,1,0.602346,2,3,0,35777.2,-0.0161819,0.129463,0.999007,-34054.5
-35771.1,1,0.602346,2,3,0,35772.3,-0.0166811,0.140637,0.99417,-34055.8
-35770.9,1,0.602346,3,7,0,35771.6,-0.0135742,0.140617,0.994878,-34055.4
-35770.6,0.993631,0.602346,3,7,0,35771.5,-0.0122666,0.132987,0.995936,-34054.4
-35771.3,0.964501,0.602346,2,3,0,35771.3,-0.0106781,0.132648,0.995029,-34054.5
-35771.8,0.746665,0.602346,2,7,0,35774.1,-0.0104565,0.13691,1.00045,-34054.8
-35772.2,0.806029,0.602346,2,3,0,35775.3,-0.0171332,0.131817,1.00107,-34054.8
-35772.7,0.974724,0.602346,2,7,0,35773.5,-0.0100663,0.140414,0.992652,-34055.9
-35770.9,1,0.602346,2,3,0,35773.1,-0.0124241,0.135738,0.993576,-34054.9
-35771.4,0.80928,0.602346,2,3,0,35773.3,-0.0154278,0.133524,1.00078,-34054.6
-35771.6,0.890571,0.602346,2,3,0,35773.7,-0.0130554,0.141188,0.993741,-34055.8
-35771.1,1,0.602346,2,3,0,35772,-0.0125171,0.138201,0.993329,-34055.3
-35772,0.857299,0.602346,3,7,0,35773.9,-0.0180998,0.129921,0.998797,-34054.7
-35772.2,0.993957,0.602346,2,3,0,35772.6,-0.0174319,0.128709,0.997871,-34054.7
-35770.2,0.925497,0.602346,2,3,0,35773.7,-0.0166766,0.136121,0.998367,-34054.7
-35771.9,0.827847,0.602346,2,3,0,35772.3,-0.0201283,0.138129,1.00027,-34055.6
-35772,0.994063,0.602346,3,7,0,35772.8,-0.0163133,0.132565,1.00121,-34054.7
-35772.5,0.905854,0.602346,2,3,0,35773.7,-0.0169885,0.138964,0.991177,-34056.2
-35771.2,0.987342,0.602346,3,7,0,35773.6,-0.0124031,0.133399,0.999738,-34054.4
-35770.9,0.969123,0.602346,3,7,0,35772.5,-0.0184289,0.138947,0.9944,-34055.6
-35770.2,1,0.602346,2,3,0,35771.3,-0.0175423,0.13542,0.995518,-34054.9
-35771.2,0.787155,0.602346,2,3,0,35772.5,-0.00933199,0.135683,0.996808,-34054.6
-35770.7,0.987733,0.602346,3,7,0,35771.8,-0.0169113,0.138494,0.999287,-34055.1
-35770.4,1,0.602346,3,7,0,35771.2,-0.0135564,0.133823,0.994765,-34054.6
-35770.8,0.798437,0.602346,3,7,0,35772.9,-0.0155505,0.138612,0.999586,-34055
-35770.8,0.972279,0.602346,2,3,0,35771.2,-0.014143,0.136376,0.993171,-34055.1
-35772.5,0.716431,0.602346,2,3,0,35774.7,-0.0106306,0.13132,1.00034,-34054.5
-35770.1,1,0.602346,2,3,0,35772.5,-0.0148683,0.137963,0.997401,-34054.8
-35770.1,0.968265,0.602346,2,3,0,35770.4,-0.0147173,0.135649,0.995297,-34054.7
-35772.4,0.795058,0.602346,2,3,0,35772.6,-0.016928,0.128093,0.996152,-34054.7
-35770.8,0.968011,0.602346,2,3,0,35773.1,-0.0169238,0.133865,0.993758,-34055
-35770.5,0.999314,0.602346,2,7,0,35771.1,-0.0125794,0.134046,0.998019,-34054.3
-35770.2,1,0.602346,2,3,0,35770.7,-0.0180107,0.135739,0.996616,-34054.9
-35770.2,0.993586,0.602346,3,7,0,35770.4,-0.0125828,0.136588,0.99761,-34054.6
-35770.3,0.882738,0.602346,1,3,0,35771.3,-0.0161909,0.135184,0.994595,-34054.8
-35770.1,0.944249,0.602346,2,3,0,35770.6,-0.0157252,0.13476,0.997549,-34054.5
-35770.7,0.943782,0.602346,2,3,0,35770.8,-0.0188069,0.134817,0.994949,-34055.1
-35771,0.969236,0.602346,3,7,0,35771.5,-0.0118826,0.137532,0.999637,-34054.8
-35770.6,0.973447,0.602346,3,7,0,35771.5,-0.0117496,0.135453,0.998243,-34054.4
-35772.6,0.782539,0.602346,2,7,0,35773,-0.0155357,0.138081,0.990674,-34056.1
-35773.1,0.970704,0.602346,2,7,0,35774.5,-0.0102536,0.134492,1.0021,-34054.9
-35772.4,0.931728,0.602346,2,3,0,35775.2,-0.00701361,0.13513,0.996237,-34054.8
-35773.4,0.777916,0.602346,3,7,0,35776.5,-0.0244881,0.137091,0.998533,-34056.4
-35770.6,0.798617,0.602346,2,3,0,35776.5,-0.0152821,0.132031,0.997191,-34054.4
-35770.7,0.924072,0.602346,2,7,0,35771.4,-0.0163115,0.138288,0.999444,-34055
-35771.8,0.916119,0.602346,2,3,0,35772.3,-0.0216141,0.138091,0.994733,-34056
-35771.2,1,0.602346,2,7,0,35772.1,-0.00976506,0.137221,0.998274,-34054.7
-35771.2,0.955759,0.602346,2,3,0,35772,-0.0200975,0.135925,0.994321,-34055.5
-35770.9,1,0.602346,3,7,0,35771.2,-0.0195424,0.135194,0.994878,-34055.2
-35771.2,0.945673,0.602346,2,3,0,35772.1,-0.0184503,0.131255,0.996993,-34054.7
-35771.4,0.973117,0.602346,3,7,0,35772.4,-0.00903096,0.134832,0.99702,-34054.5
-35770.9,0.997808,0.602346,3,7,0,35772.1,-0.0154374,0.14141,0.996878,-34055.5
-35770.6,0.939545,0.602346,3,7,0,35771.9,-0.0161477,0.139741,0.998344,-34055.2
-35771.3,0.745655,0.602346,2,3,0,35773.6,-0.0204951,0.134954,0.994648,-34055.4
-35771.8,0.944908,0.602346,3,7,0,35772.9,-0.00980166,0.137343,0.999878,-34054.8
-35772.4,0.877819,0.602346,1,1,0,35772.6,-0.00978468,0.137399,1.00097,-34055
-35770.6,0.951251,0.602346,3,7,0,35773.9,-0.0126777,0.132493,0.996541,-34054.3
-35770.7,0.912361,0.602346,3,7,0,35771.9,-0.0134563,0.14045,0.996409,-34055.2
-35770.2,1,0.602346,2,3,0,35770.8,-0.0167506,0.133688,0.996389,-34054.6
-35770.6,0.959186,0.602346,3,7,0,35771,-0.0110606,0.137344,0.996834,-34054.7
-35770.6,0.999098,0.602346,3,7,0,35770.7,-0.0193177,0.134989,0.997113,-34055
-35774.7,0.674375,0.602346,2,3,0,35775.5,-0.0224478,0.128915,0.993057,-34056.1
-35775,1,0.602346,2,3,0,35776.6,-0.0246837,0.129083,0.996857,-34056.2
-35770.9,0.904676,0.602346,2,3,0,35776.6,-0.0167117,0.133303,0.999373,-34054.6
-35771.4,0.82547,0.602346,2,3,0,35773.1,-0.0138325,0.138537,1.00077,-34055.1
-35776.1,0.695728,0.602346,2,3,0,35777.1,-0.0122462,0.144835,1.0033,-34057.1
-35776.1,0.430064,0.602346,1,1,0,35780.3,-0.0122462,0.144835,1.0033,-34057.1
-35772.9,1,0.602346,2,3,0,35776.3,-0.010394,0.143367,0.998587,-34056
-35775.2,0.902924,0.602346,2,3,0,35775.5,-0.0115125,0.147063,0.999268,-34057.2
-35772.1,1,0.602346,3,7,0,35776.2,-0.0206114,0.139321,0.993356,-34056.3
-35773.1,0.966328,0.602346,2,7,0,35774.3,-0.0102807,0.128978,0.999079,-34054.5
-35772,0.94772,0.602346,2,3,0,35774.3,-0.0166257,0.136398,0.991387,-34055.7
-35770.8,1,0.602346,2,3,0,35772.2,-0.0132336,0.136477,0.993406,-34055
-35771.6,0.916825,0.602346,3,7,0,35772.3,-0.016674,0.135921,1.00131,-34055
-35770.3,0.953833,0.602346,2,3,0,35772.2,-0.0135968,0.134715,0.998319,-34054.4
-35770.1,0.978435,0.602346,2,3,0,35770.8,-0.0157009,0.137532,0.997889,-34054.8
-35771.4,0.753744,0.602346,2,3,0,35772.9,-0.00889654,0.136341,0.997809,-34054.7
-35772.6,0.800261,0.602346,3,7,0,35774.5,-0.0163853,0.140259,1.00193,-34055.8
-35772.3,0.998454,0.602346,2,7,0,35773.4,-0.019199,0.138268,1.00132,-34055.7
-35770.4,1,0.602346,2,3,0,35772.6,-0.015821,0.135076,0.998953,-34054.6
-35771.6,0.761406,0.602346,2,3,0,35773.4,-0.0111261,0.13152,0.994637,-34054.5
-35770.6,0.990759,0.602346,2,3,0,35771.8,-0.0177979,0.136739,0.999038,-34055
-35770.7,0.959731,0.602346,2,7,0,35771.4,-0.0197038,0.135485,0.996204,-34055.1
-35770.5,0.998818,0.602346,3,7,0,35771,-0.0123761,0.138937,0.996878,-34054.9
-35771.2,0.884856,0.602346,3,7,0,35771.9,-0.0195264,0.132338,0.995522,-34055
-35771.2,0.956754,0.602346,3,7,0,35772.5,-0.0168227,0.141724,0.995502,-34055.9
-35771.7,0.863296,0.602346,2,3,0,35773.1,-0.0124736,0.139573,0.992764,-34055.6
-35770.8,0.882948,0.602346,2,3,0,35772.8,-0.012171,0.13958,0.998115,-34055
-35772.1,0.839344,0.602346,3,7,0,35773.1,-0.0159606,0.14297,0.999234,-34056
-35771.2,0.994319,0.602346,2,3,0,35772.9,-0.0146542,0.141181,0.994289,-34055.7
-35771.1,0.990441,0.602346,3,7,0,35772,-0.0182531,0.14014,0.99839,-34055.6
-35771,0.883158,0.602346,3,7,0,35773,-0.0114212,0.132184,0.99616,-34054.3
-35770.2,0.800714,0.602346,2,3,0,35773.5,-0.0126038,0.137217,0.996928,-34054.6
-35771.6,0.786348,0.602346,2,3,0,35772.7,-0.0179313,0.130102,0.995661,-34054.8
-35770.2,0.996614,0.602346,2,7,0,35771.6,-0.0163108,0.136387,0.998396,-34054.7
-35770,1,0.602346,2,7,0,35770.2,-0.0161218,0.135937,0.99558,-34054.8
-35770,0.632339,0.602346,1,3,0,35773,-0.0161218,0.135937,0.99558,-34054.8
-35770,0.561821,0.602346,1,3,0,35773.2,-0.0161218,0.135937,0.99558,-34054.8
-35770.2,0.910758,0.602346,1,3,0,35770.8,-0.0138203,0.137956,0.998002,-34054.8
-35771.5,0.799971,0.602346,2,3,0,35772.5,-0.0203621,0.132294,0.995783,-34055.1
-35771.7,0.941694,0.602346,3,7,0,35773.2,-0.0108896,0.140039,0.999415,-34055.2
-35770.3,1,0.602346,2,3,0,35771.6,-0.0137905,0.136899,0.994531,-34054.9
-35770.2,1,0.602346,2,3,0,35770.3,-0.0158132,0.13504,0.998456,-34054.6
-35770.1,0.998852,0.602346,2,7,0,35770.4,-0.0170661,0.137348,0.99611,-34055
-35770.1,0.990625,0.602346,2,3,0,35770.3,-0.0171593,0.135986,0.996175,-34054.8
-35770.7,0.866049,0.602346,3,7,0,35771.7,-0.0180477,0.132822,0.99763,-34054.7
-35770.5,0.984683,0.602346,2,3,0,35771.2,-0.0181779,0.135049,0.994816,-34055
-35770.6,0.944179,0.602346,2,3,0,35771.4,-0.0156631,0.132992,0.994509,-34054.7
-35770.1,0.983476,0.602346,2,3,0,35771,-0.0133224,0.135451,0.996203,-34054.5
-35770.3,0.887067,0.602346,2,3,0,35771.1,-0.0171572,0.13382,0.997665,-34054.6
-35771.8,0.875558,0.602346,2,3,0,35772.1,-0.0198202,0.13075,0.996843,-34055
-35772.5,0.777732,0.602346,3,7,0,35775.1,-0.00969068,0.141593,0.994265,-34055.8
-35771.2,1,0.602346,3,7,0,35772.6,-0.0175852,0.131695,0.998813,-34054.6
-35772,0.943316,0.602346,2,3,0,35772.3,-0.0112719,0.141502,0.993893,-34055.8
-35771.3,0.960976,0.602346,2,7,0,35773.4,-0.0199501,0.1333,0.994588,-34055.2
-35771.8,0.970936,0.602346,3,7,0,35772.4,-0.0204168,0.139685,0.994267,-34056.1
-35775.2,0.749848,0.602346,2,3,0,35776.1,-0.0266183,0.140125,0.996595,-34057.6
-35775.6,0.989609,0.602346,3,7,0,35776.9,-0.00378635,0.13214,0.998947,-34055.2
-35772.4,0.947734,0.602346,3,7,0,35778,-0.0158397,0.141424,1.00118,-34055.8
-35771.5,1,0.602346,2,3,0,35773.4,-0.014505,0.142359,0.995018,-34055.9
-35771,0.944104,0.602346,2,3,0,35772.5,-0.011334,0.138736,0.994657,-34055.1
-35770.3,1,0.602346,3,7,0,35771,-0.0142787,0.138414,0.99492,-34055.1
-35771.2,0.905952,0.602346,2,3,0,35771.6,-0.0190449,0.131809,0.995644,-34054.9
-35772.8,0.830512,0.602346,2,3,0,35773.8,-0.00750456,0.140553,0.996121,-34055.6
