1-MAPE,1-MAPE_descaled,alpha,beta[asym_BOW],"beta[asym_BOW_j,Economics]","beta[asym_BOW_j,Education]","beta[asym_BOW_j,Geology]","beta[asym_BOW_j,Linguistics]","beta[asym_BOW_j,Materials Science]","beta[asym_BOW_j,Mathematics]","beta[asym_BOW_j,Medicine]","beta[asym_BOW_j,Philosophy]","beta[asym_BOW_j,Physics]",beta[asym_GPT2],"beta[asym_GPT2_j,Economics]","beta[asym_GPT2_j,Education]","beta[asym_GPT2_j,Geology]","beta[asym_GPT2_j,Linguistics]","beta[asym_GPT2_j,Materials Science]","beta[asym_GPT2_j,Mathematics]","beta[asym_GPT2_j,Medicine]","beta[asym_GPT2_j,Philosophy]","beta[asym_GPT2_j,Physics]",beta[asym_SBERT],"beta[asym_SBERT_j,Economics]","beta[asym_SBERT_j,Education]","beta[asym_SBERT_j,Geology]","beta[asym_SBERT_j,Linguistics]","beta[asym_SBERT_j,Materials Science]","beta[asym_SBERT_j,Mathematics]","beta[asym_SBERT_j,Medicine]","beta[asym_SBERT_j,Philosophy]","beta[asym_SBERT_j,Physics]",beta[asym_SciBERT],"beta[asym_SciBERT_j,Economics]","beta[asym_SciBERT_j,Education]","beta[asym_SciBERT_j,Geology]","beta[asym_SciBERT_j,Linguistics]","beta[asym_SciBERT_j,Materials Science]","beta[asym_SciBERT_j,Mathematics]","beta[asym_SciBERT_j,Medicine]","beta[asym_SciBERT_j,Philosophy]","beta[asym_SciBERT_j,Physics]",beta[asym_Word2Vec],"beta[asym_Word2Vec_j,Economics]","beta[asym_Word2Vec_j,Education]","beta[asym_Word2Vec_j,Geology]","beta[asym_Word2Vec_j,Linguistics]","beta[asym_Word2Vec_j,Materials Science]","beta[asym_Word2Vec_j,Mathematics]","beta[asym_Word2Vec_j,Medicine]","beta[asym_Word2Vec_j,Philosophy]","beta[asym_Word2Vec_j,Physics]",beta[den_BOW],"beta[den_BOW_j,Economics]","beta[den_BOW_j,Education]","beta[den_BOW_j,Geology]","beta[den_BOW_j,Linguistics]","beta[den_BOW_j,Materials Science]","beta[den_BOW_j,Mathematics]","beta[den_BOW_j,Medicine]","beta[den_BOW_j,Philosophy]","beta[den_BOW_j,Physics]",beta[den_GPT2],"beta[den_GPT2_j,Economics]","beta[den_GPT2_j,Education]","beta[den_GPT2_j,Geology]","beta[den_GPT2_j,Linguistics]","beta[den_GPT2_j,Materials Science]","beta[den_GPT2_j,Mathematics]","beta[den_GPT2_j,Medicine]","beta[den_GPT2_j,Philosophy]","beta[den_GPT2_j,Physics]",beta[den_SBERT],"beta[den_SBERT_j,Economics]","beta[den_SBERT_j,Education]","beta[den_SBERT_j,Geology]","beta[den_SBERT_j,Linguistics]","beta[den_SBERT_j,Materials Science]","beta[den_SBERT_j,Mathematics]","beta[den_SBERT_j,Medicine]","beta[den_SBERT_j,Philosophy]","beta[den_SBERT_j,Physics]",beta[den_SciBERT],"beta[den_SciBERT_j,Economics]","beta[den_SciBERT_j,Education]","beta[den_SciBERT_j,Geology]","beta[den_SciBERT_j,Linguistics]","beta[den_SciBERT_j,Materials Science]","beta[den_SciBERT_j,Mathematics]","beta[den_SciBERT_j,Medicine]","beta[den_SciBERT_j,Philosophy]","beta[den_SciBERT_j,Physics]",beta[den_Word2Vec],"beta[den_Word2Vec_j,Economics]","beta[den_Word2Vec_j,Education]","beta[den_Word2Vec_j,Geology]","beta[den_Word2Vec_j,Linguistics]","beta[den_Word2Vec_j,Materials Science]","beta[den_Word2Vec_j,Mathematics]","beta[den_Word2Vec_j,Medicine]","beta[den_Word2Vec_j,Philosophy]","beta[den_Word2Vec_j,Physics]",beta[references],"beta[references_j,Economics]","beta[references_j,Education]","beta[references_j,Geology]","beta[references_j,Linguistics]","beta[references_j,Materials Science]","beta[references_j,Mathematics]","beta[references_j,Medicine]","beta[references_j,Philosophy]","beta[references_j,Physics]",beta[year],"beta[year_j,Economics]","beta[year_j,Education]","beta[year_j,Geology]","beta[year_j,Linguistics]","beta[year_j,Materials Science]","beta[year_j,Mathematics]","beta[year_j,Medicine]","beta[year_j,Philosophy]","beta[year_j,Physics]",log_ppd,metric_is_scaled,model,mu_beta[asym_BOW_j],mu_beta[asym_GPT2_j],mu_beta[asym_SBERT_j],mu_beta[asym_SciBERT_j],mu_beta[asym_Word2Vec_j],mu_beta[den_BOW_j],mu_beta[den_GPT2_j],mu_beta[den_SBERT_j],mu_beta[den_SciBERT_j],mu_beta[den_Word2Vec_j],mu_beta[references_j],mu_beta[year_j],rmse,sigma,sigma_beta[asym_BOW_j],sigma_beta[asym_GPT2_j],sigma_beta[asym_SBERT_j],sigma_beta[asym_SciBERT_j],sigma_beta[asym_Word2Vec_j],sigma_beta[den_BOW_j],sigma_beta[den_GPT2_j],sigma_beta[den_SBERT_j],sigma_beta[den_SciBERT_j],sigma_beta[den_Word2Vec_j],sigma_beta[references_j],sigma_beta[year_j],y_col,metric_type,metric,y_pred_is_scaled
-1.0857432475355735,-76204192345324.52,-0.01554435,0.0710654,,,,,,,,,,-0.0140142,,,,,,,,,,0.007368685,,,,,,,,,,-0.01226395,,,,,,,,,,-0.1357915,,,,,,,,,,0.0175175,,,,,,,,,,0.1129355,,,,,,,,,,0.184781,,,,,,,,,,-0.03429385,,,,,,,,,,-0.145654,,,,,,,,,,0.146262,,,,,,,,,,0.1337215,,,,,,,,,,-18744.629858041768,True,den-asym_sems.nonsems,,,,,,,,,,,,,0.987404364305784,0.9700845,,,,,,,,,,,,,log_cpy,1-RMSE,-2.7151364992156344,True
-0.8257622963141382,-64170526394344.52,-0.00951072,,0.003926265,-0.0117245,0.0386118,-0.0168060999999999,0.00894796,0.0189196,0.01299925,-0.01794865,-0.004593095,,-0.0290458,-0.0255934999999999,-0.01105455,-0.006487825,-0.00369965,-0.01517575,-0.01083015,-0.0119233,-0.0099553949999999,,-0.04220685,-0.0637881,-0.05261525,-0.0319311,-0.06515125,-0.02270775,-0.0323036,-0.0390002,-0.0318477,,0.0044907049999999,0.0061425,0.006640875,0.03675445,0.0499595,0.005613675,0.0173595,0.0242612499999999,0.0103547,,-0.05502995,-0.01487925,-0.0649352,-0.01150465,-0.06872575,-0.07227475,-0.07042915,0.00393533,-0.128937,,-0.0415755,-0.0529769999999999,-0.112523,-0.156224,-0.00724368,-0.0273058,-0.0778299,-0.0204217,-0.022045,,0.06264185,0.0910149,0.0701444,0.0271937,-0.0071085,0.00661327,0.072575,-0.0100377,-0.0467734999999999,,-0.0334143,0.0700922,0.0255758,-0.04797215,-0.0008653129999999,-0.0309970499999999,-0.04807525,0.0194874,-0.0110559,,0.02120445,0.02534475,-0.03011205,0.0367864,0.08623885,0.0026428149999999,0.2095105,-0.007760545,0.0797081,,-0.0665936,-0.03980295,0.02084755,0.0539351,-0.10913,-0.0518278499999999,-0.0993787,-0.120865,-0.1156425,,0.1192785,-0.01955695,0.2344085,0.1062545,0.3388805,0.147286,0.06196155,0.07363325,0.2452455,,0.1823239999999999,-0.04891075,0.0947479,0.038552,0.0260553499999999,0.1536845,0.106646,0.1618025,0.184981,-19524.331938955616,True,den-asym_h-sems.h-nonsems,0.003312365,-0.01373845,-0.04252025,0.0178292,-0.05329415,-0.0576659999999999,0.02901075,-0.006368685,0.04785135,-0.05937675,0.145492,0.09964225,0.9721594504295372,0.961293,0.0253754,0.01467295,0.0219354,0.02329615,0.0496937999999999,0.0582107,0.0554377,0.0533854,0.08312035,0.0735426,0.1256435,0.09249835,log_cpy_j,1-RMSE,1.0733091289023668,True
-0.0003141360001135,-71119840497260.05,-0.000262164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48413.58371663595,False,base,,,,,,,,,,,,,0.9940224186067398,1.002,,,,,,,,,,,,,log_cpy,1-MedAE,0.3527007414072554,True
-0.203465442920806,-69467489455740.57,-0.0164127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08385645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33693.05108222271,False,den_BOW,,,,,,,,,,,,,0.9914337584976328,0.999889,,,,,,,,,,,,,log_cpy,1-MedAE,0.3450051145789004,True
-0.3627940871431387,-69151000241708.66,-0.0145674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1349705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33888.527928895484,False,den_GPT2,,,,,,,,,,,,,0.9877113725830508,0.998131,,,,,,,,,,,,,log_cpy,1-MedAE,0.3517968681759935,True
-0.0768477084049932,-70922799128168.56,0.0001759785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0726482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33968.33207778652,False,den_SBERT,,,,,,,,,,,,,0.9928053499201852,1.00322,,,,,,,,,,,,,log_cpy,1-MedAE,0.3522625989072554,True
-0.0547215910443212,-70084864913965.86,-0.01181565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0340667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33261.83144592161,False,den_SciBERT,,,,,,,,,,,,,0.993508462030944,1.00303,,,,,,,,,,,,,log_cpy,1-MedAE,0.3526861895949945,True
-0.0892851453715537,-69830596438087.55,-0.01522685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0486414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33666.20091337273,False,den_Word2Vec,,,,,,,,,,,,,0.9928049531551808,1.001705,,,,,,,,,,,,,log_cpy,1-MedAE,0.347364371077996,True
-0.5556823661393835,-77241901553038.48,-0.0001409879999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1244225,,,,,,,,,,0.124347,,,,,,,,,,-47617.25009273906,False,nonsems,,,,,,,,,,,,,0.9717518963776718,0.9838975,,,,,,,,,,,,,log_cpy,1-MedAE,0.3654255284489107,True
-0.6805624234847738,-75833652907707.8,-0.01346895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06591185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157317,,,,,,,,,,0.128759,,,,,,,,,,-33112.20094036383,False,den_BOW.nonsems,,,,,,,,,,,,,0.9693215990707936,0.9791705,,,,,,,,,,,,,log_cpy,1-MedAE,0.3634312346761155,True
-0.6987758746238464,-74779231544913.84,-0.01310185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1204315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110381,,,,,,,,,,0.1103485,,,,,,,,,,-33400.82783226627,False,den_GPT2.nonsems,,,,,,,,,,,,,0.9677258710133362,0.9832935,,,,,,,,,,,,,log_cpy,1-MedAE,0.3617508635862164,True
-0.5184634403000741,-76563505645748.69,-0.000338045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0558352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106275,,,,,,,,,,0.113284,,,,,,,,,,-33447.00030020592,False,den_SBERT.nonsems,,,,,,,,,,,,,0.972027643369625,0.9884985,,,,,,,,,,,,,log_cpy,1-MedAE,0.3631973343204085,True
-0.6477283027084748,-76518475406379.69,-0.00961911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019102,,,,,,,,,,,,,,,,,,,,0.1578244999999999,,,,,,,,,,0.1320315,,,,,,,,,,-32671.691718096547,False,den_SciBERT.nonsems,,,,,,,,,,,,,0.970741841524621,0.981646,,,,,,,,,,,,,log_cpy,1-MedAE,0.3684327862843017,True
-0.6495442929721771,-76291051301313.64,-0.0121386999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003337655,,,,,,,,,,0.1611925,,,,,,,,,,0.1329665,,,,,,,,,,-33085.13932553603,False,den_Word2Vec.nonsems,,,,,,,,,,,,,0.9708970033657508,0.980739,,,,,,,,,,,,,log_cpy,1-MedAE,0.3679624719668716,True
-0.8608577278901244,-74080228376535.98,-0.0154672499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0544343,,,,,,,,,,0.1128695,,,,,,,,,,0.1509995,,,,,,,,,,-0.0427157,,,,,,,,,,-0.06474805,,,,,,,,,,0.141919,,,,,,,,,,0.1199645,,,,,,,,,,-18690.908548837764,False,den_sems.nonsems,,,,,,,,,,,,,0.9715335018375382,0.981428,,,,,,,,,,,,,log_cpy,1-MedAE,0.3576123384673312,True
-0.5689838473223177,-62967994433708.27,-0.00756134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1160585,-0.0412316999999999,0.255242,0.1007135,0.3205845,0.144774,0.008306495,0.0939393,0.2336555,,0.140066,-0.03397215,0.0872832,0.0669401,0.0003534935,0.159579,0.117033,0.1339719999999999,0.175018,-19174.5994663652,False,h-nonsems,,,,,,,,,,,0.1375965,0.09406095,0.9684563311185804,0.9754635,,,,,,,,,,,0.1318615,0.0824618,log_cpy_j,1-MedAE,0.3748708554635962,True
-0.1054238696228189,-58234461284376.586,-0.0125239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04487655,-0.06081995,-0.0638621,-0.13221,0.03368485,0.0139547,-0.0302663,-0.07524295,0.02759555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33605.0531678645,False,h-den_BOW_j,,,,,,-0.03712155,,,,,,,0.9897691997227512,0.997849,,,,,,0.0621361,,,,,,,log_cpy_j,1-MedAE,0.3511605792160464,True
-0.1484093615183701,-59010834771654.67,-0.0075043149999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07850715,0.1079275,0.06347575,0.0794076,0.02499235,0.0230608,0.0954405,0.02422615,0.01093765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33915.28353606455,False,h-den_GPT2_j,,,,,,,0.0566148,,,,,,0.9893446463359262,0.9992515,,,,,,,0.0419267,,,,,,log_cpy_j,1-MedAE,0.3527564118073872,True
-0.1148793251703552,-59983461350938.17,0.005822025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009419135,0.0369059999999999,0.126628,0.007446095,0.07536055,0.0289201,-0.06695545,0.0028694849999999,0.0510047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33884.04699687196,False,h-den_SBERT_j,,,,,,,,0.0302464,,,,,0.9902628316803508,1.002,,,,,,,,0.06080085,,,,,log_cpy_j,1-MedAE,0.3531443254822393,True
-0.1297788234858554,-58323264397286.0,-0.01299615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502101,0.0440134499999999,0.05350715,0.0397885,0.05604415,0.0046081149999999,0.19814,-0.0125672,0.1032595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33141.627062658066,False,h-den_SciBERT_j,,,,,,,,,0.0595255499999999,,,,0.9879640408938016,0.996357,,,,,,,,,0.07018605,,,,log_cpy_j,1-MedAE,0.3544795607838371,True
-0.0792639946386923,-58314954574855.95,-0.0113058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02214085,-0.02647225,0.09934395,0.054305,0.04620875,0.0272290499999999,0.0173263,-0.09224095,0.08411085,,,,,,,,,,,,,,,,,,,,,-33514.43117987309,False,h-den_Word2Vec_j,,,,,,,,,,0.02087975,,,0.9900200288439563,0.9973305,,,,,,,,,,0.0685863499999999,,,log_cpy_j,1-MedAE,0.3512745088397847,True
-0.6282791556876566,-63054991524674.18,-0.0093327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06201855,-0.0551997,-0.0966884,-0.13252,-0.0139078,-0.0113832,-0.05521255,-0.08499935,0.0136216499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1367835,-0.05142115,0.276478,0.1196095,0.3094955,0.1513535,0.0513629,0.09388085,0.247108,,0.150302,-0.02866105,0.100909,0.07783215,0.004411865,0.1731665,0.133491,0.140892,0.1633,-34169.85723773861,False,h-den_BOW_j.h-nonsems,,,,,,-0.0547885,,,,,0.147148,0.1020885,0.9666521911930888,0.972745,,,,,,0.05271465,,,,,0.128678,0.08074385,log_cpy_j,1-MedAE,0.37791738617789,True
-0.5629734783332805,-62862256404064.01,-0.00463212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08555265,0.107492,0.0683364499999999,0.0749399,0.0193540499999999,0.007583355,0.0915160999999999,-0.00800313,-0.0195919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141375,-0.0468074,0.263215,0.1212075,0.307718,0.1508505,0.01429275,0.0875489,0.272683,,0.1405239999999999,-0.0538770499999999,0.090344,0.0562152999999999,-8.637795e-05,0.1708605,0.05555905,0.13735,0.129723,-34477.27978899905,False,h-den_GPT2_j.h-nonsems,,,,,,,0.0476128,,,,0.144658,0.08130465,0.966865942168194,0.975252,,,,,,,0.0546795,,,,0.134577,0.0830387,log_cpy_j,1-MedAE,0.3772954318296551,True
-0.565191633858046,-63643149423658.06,0.00457357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0146882,0.05291645,0.07672955,-0.000393455,0.0250992999999999,0.00659726,-0.0845260499999999,-0.00400847,-0.02503935,,,,,,,,,,,,,,,,,,,,,,0.118504,-0.06435845,0.235236,0.1176685,0.308449,0.1481835,0.009161695,0.0600104999999999,0.2759305,,0.1233875,-0.05501765,0.0991528,0.0682676,-0.005816305,0.1691225,0.08306545,0.139784,0.131023,-34429.697857548905,False,h-den_SBERT_j.h-nonsems,,,,,,,,0.004323095,,,0.1335,0.0839720499999999,0.968392806963215,0.978851,,,,,,,,0.0534749999999999,,,0.1390315,0.08225725,log_cpy_j,1-MedAE,0.3770432948573936,True
-0.5662835096276644,-62692470727528.32,-0.00922945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0445718499999999,0.0589381999999999,0.02272665,0.0313875,0.0628465,0.004673275,0.1825995,-0.0392583,0.0515829,,,,,,,,,,,,0.1381925,-0.05075965,0.2541105,0.1174835,0.3137295,0.1507365,0.0714752,0.07880385,0.2453685,,0.1385914999999999,-0.0559231,0.0971603,0.07709765,-0.0203706499999999,0.1719135,0.06460945,0.151758,0.153297,-33632.69070802465,False,h-den_SciBERT_j.h-nonsems,,,,,,,,,0.04540685,,0.145747,0.08583205,0.9654211212776512,0.972766,,,,,,,,,0.06781015,,0.126178,0.0901972,log_cpy_j,1-MedAE,0.3788160211995149,True
-0.5910989380928313,-63279400541807.14,-0.008156425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0514171499999999,-0.01923985,0.03681255,0.0184307999999999,-0.02166,-0.004075715,-0.0264692,-0.1231569999999999,-0.00136147,,0.1384935,-0.0489516,0.258189,0.114079,0.309852,0.151554,0.0516584999999999,0.0986522,0.2480325,,0.1522835,-0.033729,0.09437985,0.07927275,0.01189395,0.1714375,0.131167,0.1551,0.1634884999999999,-34061.636798127736,False,h-den_Word2Vec_j.h-nonsems,,,,,,,,,,-0.02150315,0.1471095,0.1020875,0.9681249495428044,0.9734455,,,,,,,,,,0.05299455,0.126776,0.08239805,log_cpy_j,1-MedAE,0.3754602497610002,True
-0.5694442837680369,-62954915069766.12,-0.0077556599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115535,-0.04094705,0.2549625,0.1011655,0.320549,0.1442284999999999,0.00849775,0.0940933499999999,0.2329755,,0.139648,-0.03442385,0.0882674,0.0672614,0.000490099,0.159462,0.1170815,0.134421,0.1747935,-19179.956259951166,False,h-BOW-SciBERT.h-nonsems,,,,,,,,,,,0.1372249999999999,0.0941746,0.9684529957746382,0.9755265,,,,,,,,,,,0.1313794999999999,0.0810766,log_cpy_j,1-MedAE,0.37485308050567,True
-0.6292660538435149,-62296318392524.63,-0.0088211649999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0392262,-0.047234,-0.114007,-0.1626195,-0.00567075,-0.03807375,-0.07474025,-0.0167262,0.0119966999999999,,0.0649682,0.0736418,0.0578595499999999,0.02935475,0.0015614449999999,-0.005104425,0.0509762,-0.0003804365,-0.0377408,,-0.0091372,0.0939783,0.04015485,-0.01999045,0.0140368,-0.00892373,-0.06250955,0.0582662,-0.0199794999999999,,0.017405,0.01793215,-0.03526685,0.0144689,0.0627746,-0.009044545,0.218504,-0.0191761,0.0879596,,-0.03353925,-0.0369467,0.0618429,0.07668425,-0.0567207,0.00826911,-0.0622292,-0.119458,-0.0332048499999999,,0.1215615,-0.0320818,0.253341,0.10448,0.3351845,0.145192,0.03303035,0.0991471,0.2360114999999999,,0.147343,-0.05139515,0.0802712,0.03395715,-0.006515585,0.164465,0.0902708,0.157635,0.1765225,-19326.52665078585,False,den_h-sems.h-nonsems,,,,,,-0.05416345,0.0256684,0.009414495,0.04056945,-0.0221641,0.144451,0.0883111,0.9633679161525568,0.9668385,,,,,,0.0649154,0.0455769,0.06156845,0.0893105999999999,0.07231645,0.1298225,0.09383385,log_cpy_j,1-MedAE,0.3802113036821249,True
-0.2171980838434244,-72122882647560.19,-0.01549685,0.0917419999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34017.57192097229,False,asym_BOW,,,,,,,,,,,,,0.9970563172575836,0.9961435,,,,,,,,,,,,,log_cpy,1-MedAE,0.3449758400804463,True
-0.0539300629189005,-72251326554460.34,-0.01283925,,,,,,,,,,,-0.0173366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34176.52706826871,False,asym_GPT2,,,,,,,,,,,,,0.999927365419238,1.00566,,,,,,,,,,,,,log_cpy,1-MedAE,0.3494571187756164,True
-0.0395309308157678,-73368203070367.08,0.000769445,,,,,,,,,,,,,,,,,,,,,-0.024265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33896.05067365016,False,asym_SBERT,,,,,,,,,,,,,0.9999681397854532,1.00478,,,,,,,,,,,,,log_cpy,1-MedAE,0.3487959358333465,True
-0.0772280540280165,-72589857552537.16,-0.01037815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0369035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33607.47792204552,False,asym_SciBERT,,,,,,,,,,,,,0.9997223125992594,1.000095,,,,,,,,,,,,,log_cpy,1-MedAE,0.3465018679591056,True
-0.243613004155585,-70702965500633.67,-0.0144542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.112143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33880.406221092875,False,asym_Word2Vec,,,,,,,,,,,,,0.9955816332165192,0.993704,,,,,,,,,,,,,log_cpy,1-MedAE,0.3438508936711434,True
-0.670783338408178,-79290812361958.42,-0.0126192,0.08238335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1582285,,,,,,,,,,0.129096,,,,,,,,,,-33403.02115015367,False,asym_BOW.nonsems,,,,,,,,,,,,,0.9808440252517616,0.97501,,,,,,,,,,,,,log_cpy,1-MedAE,0.35881223037876,True
-0.5630667671160847,-79254742154681.6,-0.0110522,,,,,,,,,,,-0.0174314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13722,,,,,,,,,,0.1248645,,,,,,,,,,-33806.51628529894,False,asym_GPT2.nonsems,,,,,,,,,,,,,0.9821724332533008,0.9867015,,,,,,,,,,,,,log_cpy,1-MedAE,0.3619505609115313,True
-0.5513077946808149,-79636865902142.05,0.000143177,,,,,,,,,,,,,,,,,,,,,-0.020224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1354785,,,,,,,,,,0.1164925,,,,,,,,,,-33527.1420595763,False,asym_SBERT.nonsems,,,,,,,,,,,,,0.9823291839888229,0.9868995,,,,,,,,,,,,,log_cpy,1-MedAE,0.3625094140463958,True
-0.6432590828250389,-80012782356506.95,-0.008242035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02941655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153595,,,,,,,,,,0.1336,,,,,,,,,,-32992.80970703375,False,asym_SciBERT.nonsems,,,,,,,,,,,,,0.9829061298652132,0.9786835,,,,,,,,,,,,,log_cpy,1-MedAE,0.3622640226464242,True
