log_cpy_var,cpy_med,ref_med,year_med,cpy_mean,cpy_std,log_cpy_mean,log_cpy_std,density_bin,log_cpy_var_z,cpy_med_z,ref_med_z,year_med_z,cpy_mean_z,cpy_std_z,log_cpy_mean_z,log_cpy_std_z,density_bin_z,field,vectorizer,min_distances,optimality,min_distances_z,optimality_z,type
0.33165782934304294,4.0,72.0,2010.0,7.534033646138087,12.089617826025298,0.6314063116289798,0.5758974121690797,19.726,1.6614172003077374,-1.9992422257965248,0.5816973529676539,-1.04216937731157,-2.1451833391843187,-0.6040227797043113,-2.025220006549567,1.5911327510809103,-2.786180700232935,Physics,GPT2,,,,,observed
0.24675370227082283,5.0,82.0,2013.0,9.497680490465417,13.469544091330624,0.7791841094273382,0.496743094839599,168.476,-0.11694753393381953,-1.1154587605329123,1.5676250698619816,0.6253016263869421,-0.8317017537414125,-0.034116150543284283,-0.04922660938138554,-0.06971690847557079,-2.5146353078879624,Physics,GPT2,,,,,observed
0.2934994412852055,8.1,79.5,2012.0,13.41786642027686,17.592359346455822,0.9055478209961473,0.541755887171709,273.329,0.8621682829984476,1.6242699817842865,1.3211431406383995,0.069477958487438,1.7905070437287818,1.668597830469447,1.6404308589369376,0.8747607061728412,-2.323224558149828,Physics,GPT2,,,,,observed
0.2132397094432116,5.705882352941177,64.0,2011.0,11.365146662375011,14.639031637413172,0.8393075941232715,0.4617788533954447,358.318,-0.8189169788060572,-0.49161160858212666,-0.20704482054780823,-0.48634570941206606,0.4174446675342892,0.44887973263619513,0.7547074764141884,-0.8033515409044722,-2.168075843191798,Physics,GPT2,,,,,observed
0.2358373958977739,8.0,76.0,2011.0,11.854838917724189,14.505223700617128,0.8702758348309279,0.48563092559862153,422.55,-0.34559571572942993,1.5358916352579257,0.9760684397253849,-0.48634570941206606,0.7449993710662715,0.39361733773022356,1.1687956552334537,-0.30287718479997644,-2.0508193481255645,Physics,GPT2,,,,,observed
0.1774520726472912,6.612299465240642,79.0,2011.0,11.445614880030652,15.320655559064901,0.8599800412578603,0.4212506055156375,470.062,-1.5685091764335612,0.3094648479001317,1.2718467547936831,-0.48634570941206606,0.4712697850239377,0.7303889707099447,1.0311266655605404,-1.6537325304014112,-1.9640854679165263,Physics,GPT2,,,,,observed
0.2812972039961942,7.319444444444445,77.0,2011.0,12.671666540918602,17.222692597564034,0.8379497104412685,0.530374588377115,507.461,0.6065855543147546,0.934427888064634,1.0746612114148177,-0.48634570941206606,1.2913746241553723,1.5159262449864213,0.7365506948831669,0.6359534387229873,-1.8958130233564616,Physics,GPT2,,,,,observed
0.22190100415689729,6.928571428571429,69.0,2011.0,11.568404089068705,12.895359685203937,0.8425909194209155,0.4710636943735924,539.467,-0.6375012855666746,0.5889807796183409,0.2859190378993556,-0.48634570941206606,0.5534033750981915,-0.2712530959293352,0.798610073458924,-0.6085330458702253,-1.837385582500037,Physics,GPT2,,,,,observed
0.27046347060936804,7.333333333333333,72.0,2011.0,12.471281439857291,15.496396167790705,0.8400113505644773,0.5200610258511669,563.15,0.3796669101960905,0.9467026584155169,0.5816973529676539,-0.48634570941206606,1.1573372125905086,0.8029694704393769,0.764117672680171,0.41954986924067217,-1.794151905008232,Physics,GPT2,,,,,observed
0.19484758125827373,7.111111111111111,75.0,2011.0,11.381216863739116,11.765305385307244,0.8656639137765724,0.44141542933870553,589.679,-1.2041504566076968,0.7503063328013807,0.8774756680359521,-0.48634570941206606,0.42819401058805107,-0.7379631318315437,1.1071278966970723,-1.23062559307349,-1.74572281113583,Physics,GPT2,,,,,observed
