density,edginess,citations_per_year,librarian,vectorizer,center,fields_of_study_0
1752.769579034186,0.6369515657424927,27.545454545454547,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1773.1810805298694,0.5369588136672974,11.7,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1333.303002709699,0.5113758444786072,5.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1961.7634976750985,0.4157170355319977,12.428571428571429,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1729.4227261768444,0.5731695890426636,17.375,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1574.7228823184496,0.6042436361312866,18.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1674.3602890174482,0.7283262610435486,83.66666666666667,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1667.840945399248,0.40554279088974,5.357142857142857,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1791.638676079481,0.4957683086395263,2.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
426.7227331287499,0.5735452175140381,9.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1895.0167281172987,0.6647017598152161,3.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1334.9617076761272,0.5426037907600403,7.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1175.914780984889,0.6991589665412903,9.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1871.687663283658,0.7967177629470825,1.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1429.4247905914178,0.680738627910614,27.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1299.838592108225,0.6413009762763977,28.321428571428573,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1112.2088171769851,0.7673506736755371,6.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1472.804827613226,0.6200208067893982,0.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1909.4399723295812,0.5509322881698608,5.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1920.8886586090848,0.4819642305374145,5.4,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1257.5119478452098,0.6260543465614319,27.647058823529413,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1906.2063003593748,0.4833762943744659,5.25,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1731.8364142043924,0.8259229063987732,7.333333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1730.6282927644984,0.85100919008255,3.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1357.1040461993964,0.7444465160369873,5.555555555555555,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1870.162814697023,0.49772709608078,2.1666666666666665,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1779.707531535145,0.3900494575500488,7.0625,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1556.8478705185685,0.7213586568832397,15.117647058823527,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1390.9165160368714,0.7002239227294922,27.894736842105264,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1532.815454038027,0.4344732761383056,2.111111111111111,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1999.7542988642751,0.3675020933151245,8.714285714285714,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1095.9161111292915,0.542006254196167,83.88888888888889,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1384.0752936247864,0.5650785565376282,2.6,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1553.3453585000102,0.6528162360191345,20.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1912.6901706682609,0.6633291840553284,11.571428571428571,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1778.3963756875423,0.3367640078067779,7.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1583.89427102555,0.4561357200145721,13.333333333333334,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1033.3669501349732,0.4695924520492553,11.428571428571429,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1778.3963756875423,0.4816609919071197,66.44444444444444,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
567.1427219254953,0.5933782458305359,6.583333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1335.515976717379,0.471034973859787,5.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1158.5145319154303,0.7289378643035889,9.866666666666667,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1588.5405606129927,0.794556200504303,9.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1326.7294845168794,0.550614058971405,125.95833333333331,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1914.3214491100289,0.3686630129814148,2.1666666666666665,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1605.612057247702,0.4807519018650055,42.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1710.4694053634278,0.8005748391151428,49.25,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1261.699853419912,0.5501485466957092,13.107142857142858,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1675.4541738338876,0.6821115612983704,16.818181818181817,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1416.0151697755773,0.8370534777641296,62.94736842105263,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1859.592467315898,0.5153666138648987,6.333333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1858.0971019953824,0.4898108541965484,7.538461538461538,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1370.6903156959995,0.8488282561302185,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1346.7485443755847,0.4373135268688202,1.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
889.6807732720874,0.5956321954727173,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1054.5559579090243,0.6690720915794373,279.55555555555554,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1899.788089520731,0.4560665786266327,5.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1298.3071762246254,0.5406233668327332,2.0588235294117645,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
564.5691323452794,0.6827868223190308,8.777777777777779,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1579.288583357242,0.6233382821083069,30.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1533.6546638677405,0.9378434419631958,29.636363636363637,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1671.091089164769,0.4949663877487182,18.083333333333332,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1178.955334957623,0.5452356934547424,10.583333333333334,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1259.368119622996,0.5660074949264526,9.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
949.68610833027,0.4625640511512756,14.25,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
447.0527131726464,0.5128471851348877,2.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
959.817701631412,0.5242286324501038,2.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1833.213752110266,0.4969053864479065,3.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1492.5343768990756,0.8028781414031982,17.8,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1828.9255166008725,0.4381720423698425,15.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1384.0752936247864,0.5271774530410767,21.428571428571427,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
676.9454877417558,0.6052055358886719,37.6,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1977.7781673500872,0.4232687652111053,97.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1623.2461564772077,0.5186516642570496,8.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1523.673993010558,0.7758285999298096,1.3333333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1717.5036128833349,0.5376889705657959,0.625,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1486.3795536293806,0.6302626132965088,5.083333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1289.2314646613936,0.5665580034255981,21.166666666666668,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1666.7616654316237,0.4688894152641296,0.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1841.881639441526,0.636773407459259,22.3,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1641.4741949310355,0.5224476456642151,10.285714285714286,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1687.6314907754224,0.6886287331581116,19.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1632.2838546135172,0.7453722357749939,11.653846153846152,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1752.769579034186,0.4381485283374786,6.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1563.9245541756968,0.6330662369728088,14.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1610.4527979065078,0.4910208880901336,22.727272727272727,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
598.6405106393655,0.5448125004768372,10.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1589.474709210882,0.52525395154953,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1315.9864760294838,0.712520182132721,15.3,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1641.4741949310355,0.528095543384552,3.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1795.6693710614911,0.8448059558868408,17.6875,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1631.2722381462909,0.5982595682144165,7.833333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1698.9353966490569,0.5452783703804016,0.25,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1663.5367005328394,0.4190429747104645,3.1333333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1695.520425008426,0.6603367328643799,3.888888888888889,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1551.6029484654368,0.4603630900382995,72.88235294117646,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1814.8457822525536,0.4360560774803161,1.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1840.4284121459773,0.8578572273254395,3.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1911.0629455310657,0.9162685871124268,9.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1624.2429258151176,0.5618157982826233,8.818181818181818,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1463.958996565209,0.6882876753807068,6.25,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1922.5410573071551,0.4837673604488373,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1003.3787596765756,0.4696001410484314,2.642857142857143,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1679.8517635888868,0.6161642670631409,2.6666666666666665,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
512.1980746452987,0.5755757689476013,2.4,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1880.915382578146,0.4558539390563965,5.285714285714286,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1623.2461564772077,0.4327624440193176,9.363636363636363,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1901.3866929808191,0.6058653593063354,19.375,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1272.1157062465504,0.5111887454986572,4.266666666666667,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1590.4105460389403,0.3985033631324768,100.375,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1443.9232166551003,0.7855114340782166,2.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1616.3196069622695,0.5453100204467773,2.125,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1942.708126801231,0.4236411452293396,2.1666666666666665,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1542.9778913295208,0.7838875651359558,5.333333333333333,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1497.983085915739,0.6385414004325867,2.4,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1915.9570081847005,0.8526816368103027,6.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1228.8873108908283,0.6830259561538696,5.4,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1784.9808184791598,0.971216917037964,27.333333333333332,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1559.4903045803976,0.5813658237457275,3.6,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1458.149614758691,0.5326062440872192,0.6666666666666666,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1218.2251546831542,0.6369853019714355,1.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1570.1964199066229,0.5675029754638672,2.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1662.465877966721,0.5144610404968262,10.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1751.5172643008702,0.7834944725036621,0.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1761.612548519055,0.7724640369415283,2.1666666666666665,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1409.4502293327532,0.5255401730537415,12.7,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1890.2811285350344,0.5210414528846741,1.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1426.7123260163803,0.6812478303909302,13.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1281.8119485480645,0.7831495404243469,0.25,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1432.8371395548963,0.7668238878250122,3.3333333333333335,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1274.5191331037647,0.5549961924552917,328.8695652173913,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1684.2842226758344,0.7851731181144714,2.7142857142857144,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1007.401418394469,0.5917370915412903,21.818181818181817,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1161.4217630462526,0.4557855129241943,2.5833333333333335,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
899.515743949166,0.5847959518432617,1.6923076923076923,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1830.351657551595,0.540161669254303,1.2222222222222223,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1034.1385821262172,0.581200361251831,19.727272727272727,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1602.7286134388792,0.5490497350692749,3.142857142857143,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1245.6438700260055,0.6077960133552551,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1446.7352069567105,0.6144071817398071,4.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1633.2973476589243,0.5780617594718933,1.6153846153846154,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
850.8890810585498,0.7351433634757996,3.769230769230769,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1836.0895210537908,0.5581175088882446,8.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1131.9423371795947,0.6110574007034302,2.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1721.0534915111746,0.6208884716033936,11.2,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1868.6416681549929,0.5213631391525269,3.8,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1661.397075764152,0.4523515105247497,2.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1551.6029484654368,0.5232632160186768,8.428571428571429,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1778.3963756875423,0.7923349142074585,23.23076923076923,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1432.8371395548963,0.6903492212295532,14.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1705.827777998427,0.567586362361908,52.583333333333336,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
374.26133329894225,0.9177008867263794,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1139.4456802608834,0.4921848177909851,7.416666666666667,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1853.6322009654712,0.5075781941413879,3.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1281.8119485480645,0.9042304158210754,18.789473684210527,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1975.9792683921307,0.4417410790920257,18.833333333333332,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1646.647559530884,0.6967043280601501,9.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1806.552428590687,0.4020579755306244,4.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
129.40700636259476,0.8527442812919617,0.4444444444444444,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1382.842240887962,0.6536927819252014,3.4545454545454546,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
421.0646572007605,0.5997068285942078,4.928571428571429,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1895.0167281172987,0.4783146679401397,4.166666666666667,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1304.9824262041252,0.6635540127754211,6.647058823529412,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1198.909555123706,0.5825401544570923,84.6086956521739,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
689.34082321082,0.8339981436729431,10.642857142857142,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1737.9152449305698,0.7710492610931396,0.6,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1752.769579034186,0.443832516670227,6.7272727272727275,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1115.103160744383,0.647867739200592,3.45,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1852.151194474122,0.536443293094635,1.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1658.2030601897548,0.5672105550765991,3.2222222222222223,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1725.820937381054,0.6097187399864197,0.2857142857142857,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1049.4057120113157,0.7352774143218994,0.6666666666666666,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1549.000281671346,0.4494792222976684,4.666666666666667,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1674.3602890174482,0.5659676194190979,10.571428571428571,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1781.0213607044604,0.510413408279419,2.142857142857143,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1162.5176279750156,0.5737850069999695,2.8620689655172415,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1632.2838546135172,0.8290373682975769,3.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1621.258119469703,0.5710299015045166,3.1,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1642.504946578028,0.4478114545345306,0.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1581.1260688903162,0.700889527797699,0.0909090909090909,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1613.3782175190356,0.5771316289901733,23.818181818181817,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1807.9267546257445,0.4541096687316894,24.375,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
802.9165621262589,0.6668956279754639,7.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1515.5040583708155,0.4167214334011078,35.81818181818182,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1739.1386707412896,0.7111721038818359,0.7142857142857143,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1603.688061067562,0.5212540030479431,2.2666666666666666,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1812.0686148486336,0.5442105531692505,0.8333333333333334,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1735.4760042855876,0.6014552116394043,2.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1736.6944169903786,0.3983725607395172,0.7,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1954.769518516576,0.5562003254890442,1.6,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1801.0863405221828,0.6704965233802795,2.8461538461538463,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1766.726121943903,0.5243035554885864,2.0,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1719.8677657886665,0.6401487588882446,1.4,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1453.122624775591,0.7402646541595459,0.6,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1778.3963756875423,0.8564683198928833,7.75,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1771.884454101758,0.4172368347644806,4.5,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1194.917097230755,0.4810411930084228,1.8888888888888888,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1781.0213607044604,0.5286252498626709,17.9,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
840.4687710638586,0.5765674114227295,8.071428571428571,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1560.3741496895211,0.4067030549049377,4.7272727272727275,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1310.711900050056,0.9521108269691468,630.0909090909091,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1565.7087473387078,0.4925439059734344,2.8461538461538463,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
1258.9032864001138,0.6107210516929626,19.4,S2,GPT2,hafenLowredshiftLymanLimit2017,Physics
