model,alpha,beta[den_BOW],"beta[den_BOW_j,Economics]","beta[den_BOW_j,Education]","beta[den_BOW_j,Geology]","beta[den_BOW_j,Linguistics]","beta[den_BOW_j,Materials Science]","beta[den_BOW_j,Mathematics]","beta[den_BOW_j,Medicine]","beta[den_BOW_j,Philosophy]","beta[den_BOW_j,Physics]",beta[den_GPT2],"beta[den_GPT2_j,Economics]","beta[den_GPT2_j,Education]","beta[den_GPT2_j,Geology]","beta[den_GPT2_j,Linguistics]","beta[den_GPT2_j,Materials Science]","beta[den_GPT2_j,Mathematics]","beta[den_GPT2_j,Medicine]","beta[den_GPT2_j,Philosophy]","beta[den_GPT2_j,Physics]",beta[den_SBERT],"beta[den_SBERT_j,Economics]","beta[den_SBERT_j,Education]","beta[den_SBERT_j,Geology]","beta[den_SBERT_j,Linguistics]","beta[den_SBERT_j,Materials Science]","beta[den_SBERT_j,Mathematics]","beta[den_SBERT_j,Medicine]","beta[den_SBERT_j,Philosophy]","beta[den_SBERT_j,Physics]",beta[den_SciBERT],"beta[den_SciBERT_j,Economics]","beta[den_SciBERT_j,Education]","beta[den_SciBERT_j,Geology]","beta[den_SciBERT_j,Linguistics]","beta[den_SciBERT_j,Materials Science]","beta[den_SciBERT_j,Mathematics]","beta[den_SciBERT_j,Medicine]","beta[den_SciBERT_j,Philosophy]","beta[den_SciBERT_j,Physics]",beta[den_Word2Vec],"beta[den_Word2Vec_j,Economics]","beta[den_Word2Vec_j,Education]","beta[den_Word2Vec_j,Geology]","beta[den_Word2Vec_j,Linguistics]","beta[den_Word2Vec_j,Materials Science]","beta[den_Word2Vec_j,Mathematics]","beta[den_Word2Vec_j,Medicine]","beta[den_Word2Vec_j,Philosophy]","beta[den_Word2Vec_j,Physics]",beta[references],"beta[references_j,Economics]","beta[references_j,Education]","beta[references_j,Geology]","beta[references_j,Linguistics]","beta[references_j,Materials Science]","beta[references_j,Mathematics]","beta[references_j,Medicine]","beta[references_j,Philosophy]","beta[references_j,Physics]",beta[year],"beta[year_j,Economics]","beta[year_j,Education]","beta[year_j,Geology]","beta[year_j,Linguistics]","beta[year_j,Materials Science]","beta[year_j,Mathematics]","beta[year_j,Medicine]","beta[year_j,Philosophy]","beta[year_j,Physics]",log_ppd,mu_beta[den_BOW_j],mu_beta[den_GPT2_j],mu_beta[den_SBERT_j],mu_beta[den_SciBERT_j],mu_beta[den_Word2Vec_j],mu_beta[references_j],mu_beta[year_j],sigma,sigma_beta[den_BOW_j],sigma_beta[den_GPT2_j],sigma_beta[den_SBERT_j],sigma_beta[den_SciBERT_j],sigma_beta[den_Word2Vec_j],sigma_beta[references_j],sigma_beta[year_j],y_col,rmse,$R^2$,1-MAE,1-RMSE,1-MAPE,1-MedAE,1-MPinL,$D^2_{pin}$,$D^2_{abs}$,$R^2$_descaled,1-MAE_descaled,1-RMSE_descaled,1-MAPE_descaled,1-MedAE_descaled,1-MPinL_descaled,$D^2_{pin}$_descaled,$D^2_{abs}$_descaled,beta[asym_BOW],"beta[asym_BOW_j,Economics]","beta[asym_BOW_j,Education]","beta[asym_BOW_j,Geology]","beta[asym_BOW_j,Linguistics]","beta[asym_BOW_j,Materials Science]","beta[asym_BOW_j,Mathematics]","beta[asym_BOW_j,Medicine]","beta[asym_BOW_j,Philosophy]","beta[asym_BOW_j,Physics]",beta[asym_GPT2],"beta[asym_GPT2_j,Economics]","beta[asym_GPT2_j,Education]","beta[asym_GPT2_j,Geology]","beta[asym_GPT2_j,Linguistics]","beta[asym_GPT2_j,Materials Science]","beta[asym_GPT2_j,Mathematics]","beta[asym_GPT2_j,Medicine]","beta[asym_GPT2_j,Philosophy]","beta[asym_GPT2_j,Physics]",beta[asym_SBERT],"beta[asym_SBERT_j,Economics]","beta[asym_SBERT_j,Education]","beta[asym_SBERT_j,Geology]","beta[asym_SBERT_j,Linguistics]","beta[asym_SBERT_j,Materials Science]","beta[asym_SBERT_j,Mathematics]","beta[asym_SBERT_j,Medicine]","beta[asym_SBERT_j,Philosophy]","beta[asym_SBERT_j,Physics]",beta[asym_SciBERT],"beta[asym_SciBERT_j,Economics]","beta[asym_SciBERT_j,Education]","beta[asym_SciBERT_j,Geology]","beta[asym_SciBERT_j,Linguistics]","beta[asym_SciBERT_j,Materials Science]","beta[asym_SciBERT_j,Mathematics]","beta[asym_SciBERT_j,Medicine]","beta[asym_SciBERT_j,Philosophy]","beta[asym_SciBERT_j,Physics]",beta[asym_Word2Vec],"beta[asym_Word2Vec_j,Economics]","beta[asym_Word2Vec_j,Education]","beta[asym_Word2Vec_j,Geology]","beta[asym_Word2Vec_j,Linguistics]","beta[asym_Word2Vec_j,Materials Science]","beta[asym_Word2Vec_j,Mathematics]","beta[asym_Word2Vec_j,Medicine]","beta[asym_Word2Vec_j,Philosophy]","beta[asym_Word2Vec_j,Physics]",mu_beta[asym_BOW_j],mu_beta[asym_GPT2_j],mu_beta[asym_SBERT_j],mu_beta[asym_SciBERT_j],mu_beta[asym_Word2Vec_j],sigma_beta[asym_BOW_j],sigma_beta[asym_GPT2_j],sigma_beta[asym_SBERT_j],sigma_beta[asym_SciBERT_j],sigma_beta[asym_Word2Vec_j],is_good_model
h-den_GPT2_j.h-nonsems,-0.00463212,,,,,,,,,,,,0.08555265,0.107492,0.0683364499999999,0.0749399,0.0193540499999999,0.007583355,0.0915160999999999,-0.00800313,-0.0195919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141375,-0.0468074,0.263215,0.1212075,0.307718,0.1508505,0.01429275,0.0875489,0.272683,,0.1405239999999999,-0.0538770499999999,0.090344,0.0562152999999999,-8.637795e-05,0.1708605,0.05555905,0.13735,0.129723,-34477.27978899905,,0.0476128,,,,0.144658,0.08130465,0.975252,,0.0546795,,,,0.134577,0.0830387,log_cpy_j,0.966865942168194,0.0478587572235551,0.2432311021855088,0.0331340578318058,-0.5629734783332805,0.3772954318296551,0.6216155510927543,0.0318306862682314,0.0318306862682314,0.1663556572514436,0.5217064044026053,0.3863505854071254,-62862256404064.01,0.611348622567673,0.7608532022013026,0.0995268957168739,0.0995268957168739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
h-den_SBERT_j.h-nonsems,0.00457357,,,,,,,,,,,,,,,,,,,,,,-0.0146882,0.05291645,0.07672955,-0.000393455,0.0250992999999999,0.00659726,-0.0845260499999999,-0.00400847,-0.02503935,,,,,,,,,,,,,,,,,,,,,,0.118504,-0.06435845,0.235236,0.1176685,0.308449,0.1481835,0.009161695,0.0600104999999999,0.2759305,,0.1233875,-0.05501765,0.0991528,0.0682676,-0.005816305,0.1691225,0.08306545,0.139784,0.131023,-34429.697857548905,,,0.004323095,,,0.1335,0.0839720499999999,0.978851,,,0.0534749999999999,,,0.1390315,0.08225725,log_cpy_j,0.968392806963215,0.0448491593343058,0.2420313266628885,0.031607193036785,-0.565191633858046,0.3770432948573936,0.6210156633314443,0.0302957581709985,0.0302957581709985,0.1632181943091016,0.5208433447020503,0.3851969194450643,-63643149423658.06,0.6105755746115945,0.7604216723510251,0.0979020317109702,0.0979020317109702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
h-den_SciBERT_j.h-nonsems,-0.00922945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0445718499999999,0.0589381999999999,0.02272665,0.0313875,0.0628465,0.004673275,0.1825995,-0.0392583,0.0515829,,,,,,,,,,,,0.1381925,-0.05075965,0.2541105,0.1174835,0.3137295,0.1507365,0.0714752,0.07880385,0.2453685,,0.1385914999999999,-0.0559231,0.0971603,0.07709765,-0.0203706499999999,0.1719135,0.06460945,0.151758,0.153297,-33632.69070802465,,,,0.04540685,,0.145747,0.08583205,0.972766,,,,0.06781015,,0.126178,0.0901972,log_cpy_j,0.9654211212776512,0.0507022655948854,0.2444722288376409,0.0345788787223486,-0.5662835096276644,0.3788160211995149,0.6222361144188204,0.0334185167704088,0.0334185167704088,0.1683764260722055,0.5224547476524825,0.3870947852561566,-62692470727528.32,0.6125444056136313,0.7612273738262412,0.100935785519056,0.100935785519056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
h-den_Word2Vec_j.h-nonsems,-0.008156425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0514171499999999,-0.01923985,0.03681255,0.0184307999999999,-0.02166,-0.004075715,-0.0264692,-0.1231569999999999,-0.00136147,,0.1384935,-0.0489516,0.258189,0.114079,0.309852,0.151554,0.0516584999999999,0.0986522,0.2480325,,0.1522835,-0.033729,0.09437985,0.07927275,0.01189395,0.1714375,0.131167,0.1551,0.1634884999999999,-34061.636798127736,,,,,-0.02150315,0.1471095,0.1020875,0.9734455,,,,,0.05299455,0.126776,0.08239805,log_cpy_j,0.9681249495428044,0.0453774756439476,0.2421718631847098,0.0318750504571956,-0.5910989380928313,0.3754602497610002,0.6210859315923549,0.0304755530175877,0.0304755530175877,0.1635301589237071,0.5209604849453815,0.3853115339624227,-63279400541807.14,0.6106468150338421,0.7604802424726907,0.0981225691371868,0.0981225691371868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
h-BOW-SciBERT.h-nonsems,-0.0077556599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115535,-0.04094705,0.2549625,0.1011655,0.320549,0.1442284999999999,0.00849775,0.0940933499999999,0.2329755,,0.139648,-0.03442385,0.0882674,0.0672614,0.000490099,0.159462,0.1170815,0.134421,0.1747935,-19179.956259951166,,,,,,0.1372249999999999,0.0941746,0.9755265,,,,,,0.1313794999999999,0.0810766,log_cpy_j,0.9684529957746382,0.0447304240855638,0.2413584042293282,0.0315470042253618,-0.5694442837680369,0.37485308050567,0.6206792021146641,0.0294348575016181,0.0294348575016181,0.1628006217094043,0.5204159030059072,0.3850435384208588,-62954915069766.12,0.6092774485554846,0.7602079515029536,0.0970972963882126,0.0970972963882126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
den_h-sems.h-nonsems,-0.0088211649999999,,-0.0392262,-0.047234,-0.114007,-0.1626195,-0.00567075,-0.03807375,-0.07474025,-0.0167262,0.0119966999999999,,0.0649682,0.0736418,0.0578595499999999,0.02935475,0.0015614449999999,-0.005104425,0.0509762,-0.0003804365,-0.0377408,,-0.0091372,0.0939783,0.04015485,-0.01999045,0.0140368,-0.00892373,-0.06250955,0.0582662,-0.0199794999999999,,0.017405,0.01793215,-0.03526685,0.0144689,0.0627746,-0.009044545,0.218504,-0.0191761,0.0879596,,-0.03353925,-0.0369467,0.0618429,0.07668425,-0.0567207,0.00826911,-0.0622292,-0.119458,-0.0332048499999999,,0.1215615,-0.0320818,0.253341,0.10448,0.3351845,0.145192,0.03303035,0.0991471,0.2360114999999999,,0.147343,-0.05139515,0.0802712,0.03395715,-0.006515585,0.164465,0.0902708,0.157635,0.1765225,-19326.52665078585,-0.05416345,0.0256684,0.009414495,0.04056945,-0.0221641,0.144451,0.0883111,0.9668385,0.0649154,0.0455769,0.06156845,0.0893105999999999,0.07231645,0.1298225,0.09383385,log_cpy_j,0.9633679161525568,0.0547358014426506,0.2462703916408066,0.0366320838474433,-0.6292660538435149,0.3802113036821249,0.6231351958204033,0.0357189892820919,0.0357189892820919,0.172117978737183,0.5236570117182922,0.3884750986456556,-62296318392524.63,0.613685187528137,0.7618285058591461,0.103199262315469,0.103199262315469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
asym_BOW,-0.01549685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34017.57192097229,,,,,,,,0.9961435,,,,,,,,log_cpy,0.9970563172575836,-0.0067371259231856,0.2109770246721867,-0.0032553011556988,-0.2171980838434244,0.3449758400804463,0.6054885123360934,-0.0035651457746319,-0.0035651457746319,0.0058389370925141,0.4682417187364613,0.3258546661682939,-72122882647560.19,0.5576781422568944,0.7341208593682307,0.0014325580991002,0.0014325580991002,0.0917419999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_GPT2,-0.01283925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34176.52706826871,,,,,,,,1.00566,,,,,,,,log_cpy,0.999927365419238,0.0001943718879044,0.2136318037152115,0.0002044268127033,-0.0539300629189005,0.3494571187756164,0.6068159018576058,-0.0001885093513316,-0.0001885093513316,0.0001052714340227,0.4664902097736172,0.3239134481168312,-72251326554460.34,0.5552112873903308,0.7332451048868086,-0.001856529981179,-0.001856529981179,,,,,,,,,,,-0.0173366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_SBERT,0.000769445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33896.05067365016,,,,,,,,1.00478,,,,,,,,log_cpy,0.9999681397854532,0.0013403328777383,0.2142202657243261,0.0007775658229697,-0.0395309308157678,0.3487959358333465,0.6071101328621631,0.000559960567069,0.000559960567069,2.3723700664279868e-05,0.4668230693676536,0.3238858791137086,-73368203070367.08,0.5583228781201104,0.7334115346838268,-0.001231466366675,-0.001231466366675,,,,,,,,,,,,,,,,,,,,,-0.024265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_SciBERT,-0.01037815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33607.47792204552,,,,,,,,1.000095,,,,,,,,log_cpy,0.9997223125992594,-0.0002923131629644,0.2134019008379559,-3.888365941939753e-05,-0.0772280540280165,0.3465018679591056,0.606700950418978,-0.0004809248091086,-0.0004809248091086,0.0005153216401092,0.4667227347088977,0.3240520916411588,-72589857552537.16,0.5565341358903919,0.7333613673544488,-0.0014198807779932,-0.0014198807779932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0369035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_Word2Vec,-0.0144542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33880.406221092875,,,,,,,,0.993704,,,,,,,,log_cpy,0.9955816332165192,-0.0046395793744129,0.2122322559631434,-0.0022096101282684,-0.243613004155585,0.3438508936711434,0.6061161279815717,-0.0019686062404484,-0.0019686062404484,0.008777566013046,0.4698739606412138,0.3268517526396921,-70702965500633.67,0.5605712912440658,0.734936980320607,0.0044976793784891,0.0044976793784891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.112143,,,,,,,,,,,,,,,,,,,,False
asym_BOW.nonsems,-0.0126192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1582285,,,,,,,,,,0.129096,,,,,,,,,,-33403.02115015367,,,,,,,,0.97501,,,,,,,,log_cpy,0.9808440252517616,0.0104159446988595,0.2253534469024195,0.0053282914983341,-0.670783338408178,0.35881223037876,0.6126767234512098,0.0147203499870181,0.0147203499870181,0.0379065175998768,0.4810554988651075,0.3368163749677562,-79290812361958.42,0.5738719215643795,0.7405277494325537,0.0254950392958932,0.0254950392958932,0.08238335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_GPT2.nonsems,-0.0110522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13722,,,,,,,,,,0.1248645,,,,,,,,,,-33806.51628529894,,,,,,,,0.9867015,,,,,,,,log_cpy,0.9821724332533008,0.0206289158357835,0.2273606186064725,0.0104743423986113,-0.5630667671160847,0.3619505609115313,0.6136803093032362,0.0172732890353844,0.0172732890353844,0.0352987265263073,0.4787244045940986,0.3359181909432817,-79254742154681.6,0.5720032455321176,0.7393622022970493,0.0211175713277401,0.0211175713277401,,,,,,,,,,,-0.0174314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_SBERT.nonsems,0.000143177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1354785,,,,,,,,,,0.1164925,,,,,,,,,,-33527.1420595763,,,,,,,,0.9868995,,,,,,,,log_cpy,0.9823291839888229,0.0218933280772045,0.2279619439406734,0.0111133098260214,-0.5513077946808149,0.3625094140463958,0.6139809719703367,0.0180381199282044,0.0180381199282044,0.0349907771359225,0.4790210906000858,0.3358122061808386,-79636865902142.05,0.5733468551675789,0.7395105453000429,0.0216747060193569,0.0216747060193569,,,,,,,,,,,,,,,,,,,,,-0.020224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_SciBERT.nonsems,-0.008242035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153595,,,,,,,,,,0.1336,,,,,,,,,,-32992.80970703375,,,,,,,,0.9786835,,,,,,,,log_cpy,0.9829061298652132,0.0170335283787331,0.2275615438202586,0.0086596732887712,-0.6432590828250389,0.3622640226464242,0.6137807719101294,0.0175288475523963,0.0175288475523963,0.0338568973740516,0.4794258862905068,0.3354221124983554,-80012782356506.95,0.5733403771938813,0.7397129431452534,0.0224348555296114,0.0224348555296114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02941655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
asym_Word2Vec.nonsems,-0.0113509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1483705,,,,,,,,,,0.1318745,,,,,,,,,,-33294.42864684492,,,,,,,,0.97367,,,,,,,,log_cpy,0.9795858234262658,0.0135410342389211,0.2262751597769415,0.0069001115558013,-0.6875209285361745,0.3608527866948905,0.6131375798884708,0.0158926845630775,0.0158926845630775,0.0403732326746101,0.4818281497046166,0.3376670900928653,-78423753012034.05,0.5759193966688805,0.7409140748523083,0.026945969162858,0.026945969162858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0923303,,,,,,,,,,,,,,,,,,,,False
asym_sems.nonsems,-0.0203962499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1348825,,,,,,,,,,0.127259,,,,,,,,,,-18711.990139839363,,,,,,,,0.982418,,,,,,,,log_cpy,0.9767307301382592,0.0096295795293468,0.223399673878609,0.004933165962081,-0.6895450590337651,0.3572130620755509,0.6116998369393045,0.0122353291818427,0.0122353291818427,0.0459589223448513,0.4825734510259445,0.3395975204852607,-77789554511242.38,0.5761538935009467,0.7412867255129723,0.0283455404720538,0.0283455404720538,0.08606925,,,,,,,,,,-0.02271765,,,,,,,,,,8.00361e-06,,,,,,,,,,-0.01538705,,,,,,,,,,-0.07969915,,,,,,,,,,,,,,,,,,,,False
h-asym_BOW_j,-0.0105625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34033.61620228713,,,,,,,,0.994242,,,,,,,,log_cpy_j,0.999188310915088,0.0014085398001937,0.2142045987954131,0.000811689084912,-0.0623068736239915,0.3499426377582179,0.6071022993977065,0.0005400336646972,0.0005400336646972,0.1248590708459007,0.504375096458563,0.3674947191015397,-60956198654621.44,0.5913183511485693,0.7521875482292815,0.0692859716340293,0.0692859716340293,,-0.0205243,-0.041489,0.0741024,-0.0275731,-0.009461335,0.05167,0.02959685,-0.02635125,-0.04102315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00162258,,,,,0.04898525,,,,,False
h-asym_GPT2_j,-0.005519015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34018.1957936175,,,,,,,,0.998873,,,,,,,,log_cpy_j,0.9997609282069356,0.0002636613449419,0.2137628202007193,0.0002390717930642,-0.0565981397295431,0.3476974017685555,0.6068814101003597,-2.186835038631152e-05,-2.186835038631152e-05,0.1240876373613294,0.5041158868515844,0.3672160049792884,-61563251475705.83,0.5905828874334158,0.7520579434257921,0.0687992123614859,0.0687992123614859,,,,,,,,,,,,-0.02239695,-0.0473847,-0.02157175,-0.0140084499999999,-0.0223025,-0.00264408,-0.03011165,-0.0159695,0.0021133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01923575,,,,,0.01959115,,,,False
h-asym_SBERT_j,0.00691961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33860.12236619201,,,,,,,,0.9993965,,,,,,,,log_cpy_j,0.9987332465517276,0.0023179177466564,0.2147707159167675,0.0012667534482724,-0.1385468447216968,0.346020293979934,0.6073853579583838,0.0012600829271177,0.0012600829271177,0.1253789420799024,0.5046800724226989,0.3676826146380957,-62155392020008.66,0.59255154714608,0.7523400362113495,0.069858673703896,0.069858673703896,,,,,,,,,,,,,,,,,,,,,,-0.0663555,-0.073364,-0.10539,-0.05581365,-0.1015725,-0.03444395,-0.0599784,-0.03357105,-0.05312105,,,,,,,,,,,,,,,,,,,,,,,-0.06493765,,,,,0.03084515,,,False
h-asym_SciBERT_j,-0.0108171999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33537.81250688048,,,,,,,,0.995057,,,,,,,,log_cpy_j,0.9997035093925182,0.0003784928516685,0.2137171242913775,0.0002964906074818,-0.0689675143369212,0.348307271819348,0.6068585621456888,-7.998937265552009e-05,-7.998937265552009e-05,0.1240221424970584,0.504065738942026,0.3671923477454513,-61079016045328.81,0.5906185971395904,0.752032869471013,0.068705041623523,0.068705041623523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0062822,-0.0463441,-0.0459520999999999,0.03496415,0.00413561,-0.01845105,-0.0608415,0.005918325,-0.0235188,,,,,,,,,,,,,,-0.01746365,,,,,0.036108,,False
h-asym_Word2Vec_j,-0.0096624649999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33968.82415917433,,,,,,,,0.992515,,,,,,,,log_cpy_j,0.9986205035251332,0.0025431537626091,0.2146658622803706,0.0013794964748669,-0.0886680236613537,0.3504129825680033,0.6073329311401854,0.0011267186802123,0.0011267186802123,0.1254390096820988,0.5045930805356231,0.3677043282939566,-60937934676016.1,0.5903729858388613,0.7522965402678116,0.0696953151456863,0.0696953151456863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02338195,0.0165507,-0.104945,-0.0003036195,-0.03279665,-0.05758405,-0.0514818,0.0425784,-0.1158725,,,,,-0.0308532,,,,,0.0641379,False
h-asym_BOW_j.h-nonsems,-0.007323005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1336264999999999,-0.03660665,0.259039,0.114158,0.3001735,0.180119,0.0538548499999999,0.0725764,0.2461634999999999,,0.151741,-0.04173255,0.09286915,0.07486765,0.0174483,0.157311,0.123834,0.132596,0.156929,-34614.95290659902,,,,,,0.147051,0.09633285,0.9705315,,,,,,0.123371,0.0782976,log_cpy_j,0.9755090095936546,0.0481780238666226,0.237623200668354,0.0244909904063453,-0.5656129434931036,0.3754372806071582,0.618811600334177,0.0303263559104997,0.0303263559104997,0.1623330660606736,0.5184160725849596,0.3811849831217401,-65008725436081.7,0.6084924800838092,0.7592080362924798,0.0956529547283249,0.0956529547283249,,-0.0274343,-0.0359953499999999,0.04319525,-0.02268055,0.01026285,0.0265174499999999,0.03046265,-0.02402365,-0.02451745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002837605,,,,,0.0355138,,,,,True
h-asym_GPT2_j.h-nonsems,-0.00252956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1307935,-0.0523785,0.2562474999999999,0.1161565,0.2986105,0.183265,0.03604345,0.0674544,0.2270074999999999,,0.151372,-0.0384852,0.0945161,0.072029,0.01602905,0.158554,0.0747933,0.133233,0.1412545,-34549.39402140158,,,,,,0.141488,0.0887954,0.97559,,,,,,0.126839,0.0753742,log_cpy_j,0.9753115926523152,0.0485632315229884,0.2375681489725551,0.0246884073476848,-0.5282930015682761,0.3728145661508966,0.6187840744862776,0.0302563351825271,0.0302563351825271,0.1628559834891793,0.5184140416109086,0.3813781623320603,-65400969388977.03,0.6086012132565055,0.7592070208054543,0.0956491408440207,0.0956491408440207,,,,,,,,,,,,-0.02492405,-0.0470681,-0.02244625,-0.0150257,-0.02134005,-0.00994814,-0.02873845,-0.0169362,0.00384868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0204657499999999,,,,,0.0183644,,,,True
h-asym_SBERT_j.h-nonsems,0.0054465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1163495,-0.05311585,0.2390065,0.113967,0.2893335,0.1826565,0.03497965,0.04152435,0.2234795,,0.122865,-0.03889545,0.102763,0.06878655,0.00854633,0.1656155,0.07875555,0.1209795,0.1432105,-34411.7642919173,,,,,,0.13285,0.0852694,0.9770625,,,,,,0.1255575,0.07347275,log_cpy_j,0.9749911505222802,0.0491883247592443,0.2376711106053066,0.0250088494777197,-0.5215822232377907,0.3727474125339701,0.6188355553026533,0.0303872929736338,0.0303872929736338,0.1629183398748745,0.5184035619784466,0.3814012024180611,-65327413850810.22,0.6088232460382487,0.7592017809892233,0.0956294615646407,0.0956294615646407,,,,,,,,,,,,,,,,,,,,,,-0.0578584,-0.07090955,-0.0748974,-0.04465875,-0.0678758,-0.0234398,-0.059662,-0.0305155,-0.0406616999999999,,,,,,,,,,,,,,,,,,,,,,,-0.0521683,,,,,0.0229438,,,True
h-asym_SciBERT_j.h-nonsems,-0.0075812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304215,-0.03600815,0.2565135,0.113788,0.298698,0.182929,0.0574632999999999,0.061546,0.248677,,0.151245,-0.04766135,0.09150205,0.0769997,0.01640185,0.1580375,0.1219109999999999,0.1422935,0.155457,-34043.89388478185,,,,,,0.1464504999999999,0.0960343,0.9709445,,,,,,0.1229565,0.0804431999999999,log_cpy_j,0.9757102464281482,0.0477852824443149,0.2373558665270353,0.0242897535718518,-0.5786725895779468,0.3734189555587204,0.6186779332635177,0.0299863313042559,0.0299863313042559,0.1620018017170612,0.5182487727709211,0.3810626367095922,-65072135685984.08,0.6089656145319203,0.7591243863854605,0.0953387891511796,0.0953387891511796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00569697,-0.0469334,-0.04359545,0.0384576499999999,0.00156551,-0.0170966499999999,-0.05649755,0.01158965,-0.0157913,,,,,,,,,,,,,,-0.01320765,,,,,0.0366636,,True
