# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:04:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/bj7u9aft.json
# init = 2 (Default)
# random
#   seed = 80778
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/nonsems/multireg-20250511180408_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.453615
# Diagonal elements of inverse mass matrix:
# 1.85343e-05, 1.88405e-05, 1.96725e-05, 1.47466e-05
-49250.7,0.889423,0.453615,3,7,0,49251.7,0.00223962,0.155006,0.123282,0.983637,0.144539,0.124313,-48089.9
-49250.5,0.999848,0.453615,3,7,0,49251.8,0.00163828,0.161547,0.124216,0.982381,0.15125,0.125255,-48095.7
-49249.9,0.998476,0.453615,3,7,0,49251.9,-0.000951021,0.158691,0.11994,0.977007,0.148874,0.120944,-48095.4
-49251.9,0.890507,0.453615,3,7,0,49252.5,0.000116952,0.153661,0.127948,0.974952,0.142464,0.129019,-48092.2
-49251.8,0.957013,0.453615,3,7,0,49254.9,-0.000811919,0.15621,0.116785,0.976719,0.14673,0.117762,-48094.2
-49249.6,0.995416,0.453615,3,7,0,49252.5,0.00363995,0.156038,0.12698,0.980117,0.14509,0.128042,-48091.6
-49249.5,0.986562,0.453615,3,7,0,49250.6,0.000962984,0.156298,0.119973,0.977535,0.146366,0.120976,-48093
-49249.3,0.854866,0.453615,3,7,0,49252.5,-0.000435169,0.158338,0.126896,0.97757,0.147509,0.127958,-48094.3
-49252.5,0.845227,0.453615,2,3,0,49252.7,-0.00241988,0.153937,0.116447,0.981276,0.1444,0.117422,-48090.7
-49251.1,1,0.453615,3,7,0,49254.5,0.00277047,0.161291,0.128592,0.977781,0.150356,0.129668,-48097.3
-49250.7,0.808498,0.453615,2,3,0,49255.3,0.00344772,0.162697,0.123066,0.979999,0.152618,0.124096,-48097.8
-49248.9,0.817965,0.453615,2,3,0,49254.2,-0.000244309,0.158458,0.126314,0.980474,0.147718,0.127371,-48093.2
-49248.9,0.989415,0.453615,3,7,0,49249.6,-8.49721e-05,0.159735,0.122925,0.978068,0.149539,0.123953,-48095.4
-49250.4,0.883342,0.453615,3,7,0,49251.7,0.00333715,0.155193,0.118827,0.979149,0.145374,0.119821,-48091.9
-49249.7,1,0.453615,2,3,0,49250.6,0.00278878,0.154359,0.120555,0.978572,0.144254,0.121563,-48091.1
-49249.3,1,0.453615,3,7,0,49250.1,-0.000767494,0.160227,0.126424,0.980125,0.149553,0.127481,-48094.9
-49251.5,0.855007,0.453615,2,3,0,49252.1,9.11914e-05,0.161669,0.129807,0.980356,0.150577,0.130893,-48096.6
-49249.8,0.961384,0.453615,2,7,0,49253.5,5.68142e-05,0.156603,0.128781,0.980443,0.145423,0.129859,-48091.8
-49249.8,0.694788,0.453615,2,7,0,49254.3,5.68142e-05,0.156603,0.128781,0.980443,0.145423,0.129859,-48091.8
-49250.5,0.975163,0.453615,2,3,0,49250.5,0.000566922,0.157122,0.129973,0.980493,0.145796,0.131061,-48092.4
-49249,1,0.453615,2,7,0,49250.8,-0.000876517,0.157538,0.125225,0.977186,0.146911,0.126273,-48093.7
-49249.4,0.963378,0.453615,3,7,0,49250.3,0.00130822,0.155976,0.122838,0.982315,0.145618,0.123866,-48090.8
-49249.2,0.970458,0.453615,3,7,0,49250.8,-0.00332077,0.155359,0.123268,0.980032,0.144911,0.124299,-48090.9
-49249.7,0.906015,0.453615,3,7,0,49251.3,0.000196602,0.158104,0.12653,0.97636,0.147316,0.127588,-48094.8
-49249.8,0.996127,0.453615,3,7,0,49250.5,0.00333072,0.154331,0.122765,0.981517,0.143907,0.123793,-48089.9
-49251.2,0.937563,0.453615,3,7,0,49252,-0.00229613,0.161133,0.119713,0.976837,0.151463,0.120714,-48097.9
-49250,0.90707,0.453615,2,3,0,49253.8,0.00214293,0.160346,0.120854,0.981355,0.150475,0.121866,-48095.1
-49252,0.884174,0.453615,3,7,0,49254.1,0.00344083,0.152319,0.129537,0.980921,0.140833,0.130621,-48088.9
-49251.5,0.801738,0.453615,2,7,0,49257.4,0.00446527,0.150831,0.122791,0.978216,0.140241,0.123818,-48088.8
-49251.9,0.98935,0.453615,3,7,0,49253.1,-0.00369783,0.163697,0.12446,0.981288,0.153465,0.125501,-48098.2
-49252.2,0.973957,0.453615,3,7,0,49254.5,0.00120014,0.149207,0.123194,0.977164,0.138484,0.124225,-48087.9
-49249.8,1,0.453615,2,3,0,49252.3,0.00105446,0.152385,0.123127,0.977687,0.141819,0.124157,-48089.6
-49249.8,1,0.453615,3,7,0,49250.5,0.000859928,0.161625,0.123394,0.980986,0.15145,0.124426,-48096.1
-49250.4,0.945696,0.453615,2,3,0,49251.2,0.000134186,0.163217,0.124906,0.97935,0.152899,0.125951,-48098.2
-49252.2,0.829858,0.453615,3,7,0,49254.2,0.000923156,0.150641,0.122401,0.983155,0.140099,0.123425,-48086.9
-49251.3,0.994005,0.453615,2,3,0,49253.8,0.00346569,0.151182,0.120794,0.978736,0.140895,0.121804,-48088.9
-49249.6,0.978314,0.453615,3,7,0,49252.7,-0.0023287,0.155241,0.127475,0.978731,0.144186,0.128541,-48091.3
-49250.7,0.89698,0.453615,3,7,0,49252.1,-0.00227545,0.162115,0.123312,0.981741,0.151974,0.124344,-48096.4
-49249.7,0.971024,0.453615,2,7,0,49252.3,-0.0016824,0.157996,0.12372,0.982665,0.147606,0.124755,-48092.3
-49249,0.993855,0.453615,3,7,0,49250.4,0.00269732,0.157938,0.125845,0.978488,0.147241,0.126898,-48093.6
-49249.3,0.970229,0.453615,3,7,0,49250.1,0.00215774,0.153478,0.123003,0.980269,0.142981,0.124032,-48089.4
-49249.9,0.965016,0.453615,2,3,0,49250.3,0.00321092,0.153114,0.121767,0.978841,0.142777,0.122786,-48089.9
-49249,0.902135,0.453615,2,3,0,49251.5,0.00271905,0.154884,0.122752,0.979403,0.144488,0.123779,-48090.9
-49248.7,0.989403,0.453615,3,7,0,49249.3,-0.00215416,0.156458,0.124096,0.978625,0.145942,0.125134,-48092.2
-49249.2,0.955886,0.453615,3,7,0,49249.8,0.00355819,0.158449,0.124966,0.980213,0.147902,0.126011,-48093.5
-49249,0.828453,0.453615,3,7,0,49253.2,-0.00294664,0.156163,0.124491,0.980144,0.145577,0.125532,-48091.4
-49249.6,0.939555,0.453615,3,7,0,49250.2,0.00376228,0.160046,0.124806,0.980069,0.149595,0.12585,-48095.1
-49252.7,0.726232,0.453615,2,3,0,49253.8,0.00100998,0.158321,0.121419,0.97332,0.148276,0.122434,-48097.4
-49253.7,0.831895,0.453615,2,3,0,49257.8,0.00686926,0.155955,0.122288,0.974269,0.145675,0.123311,-48095.5
-49251.3,1,0.453615,3,7,0,49254.8,-0.00676416,0.157633,0.12531,0.980902,0.146998,0.126358,-48093
-49251.1,0.973314,0.453615,3,7,0,49254.1,-0.00482834,0.160159,0.121409,0.981685,0.1502,0.122425,-48095
-49253.3,0.785565,0.453615,2,3,0,49255.1,-0.00509335,0.157643,0.118876,0.983864,0.147931,0.119871,-48092.9
-49250.8,1,0.453615,2,3,0,49253.2,-0.00353608,0.156267,0.119895,0.982146,0.146344,0.120898,-48091.5
-49249.8,0.898019,0.453615,2,3,0,49253.3,-0.00126868,0.159384,0.119903,0.977981,0.149605,0.120906,-48095.5
-49248.9,0.989487,0.453615,2,3,0,49250.5,0.00086975,0.159189,0.123836,0.98111,0.148838,0.124872,-48093.7
-49249,0.978059,0.453615,3,7,0,49249.6,0.00235589,0.15622,0.124928,0.981088,0.145574,0.125973,-48091.2
-49250.8,0.715122,0.453615,2,3,0,49253.2,-0.00365828,0.154483,0.119671,0.981287,0.14451,0.120672,-48090.4
-49250.7,0.998303,0.453615,3,7,0,49252.1,0.00441036,0.156024,0.128904,0.979556,0.1448,0.129983,-48092.1
-49250.2,0.958427,0.453615,2,7,0,49252.1,0.00306955,0.158222,0.124675,0.975801,0.147706,0.125718,-48095.4
-49250.6,0.911052,0.453615,3,7,0,49253.1,-0.00123122,0.156103,0.128773,0.976607,0.144901,0.12985,-48093.1
-49253.6,0.906878,0.453615,3,7,0,49254.5,0.00693695,0.162162,0.120153,0.981962,0.152476,0.121159,-48097.8
-49249.9,0.999543,0.453615,2,3,0,49254.5,0.000495119,0.156794,0.119966,0.97671,0.146885,0.120969,-48093.9
-49250.4,0.953326,0.453615,3,7,0,49252.6,-0.00360825,0.153563,0.126931,0.978342,0.142507,0.127993,-48090.2
-49250.3,0.981887,0.453615,3,7,0,49251.7,0.00154778,0.158825,0.118821,0.98118,0.149175,0.119815,-48094.1
-49250.2,0.998732,0.453615,2,3,0,49250.6,0.00102347,0.158146,0.119179,0.981764,0.148413,0.120176,-48093.2
-49250,0.919818,0.453615,3,7,0,49253.7,-0.00504418,0.158596,0.123888,0.978341,0.148209,0.124925,-48094.5
-49250.2,0.899498,0.453615,3,7,0,49252.6,0.00515256,0.154967,0.124455,0.977539,0.144331,0.125496,-48092.1
-49249.3,0.924108,0.453615,2,7,0,49251.9,-0.00311596,0.157888,0.122003,0.978099,0.147739,0.123024,-48093.9
-49249.2,0.971017,0.453615,3,7,0,49250.3,0.00353077,0.155129,0.124208,0.980399,0.144536,0.125247,-48090.7
-49249.1,0.979554,0.453615,3,7,0,49250.3,-0.00271808,0.155061,0.122503,0.979368,0.144709,0.123528,-48090.9
-49249.3,0.984324,0.453615,3,7,0,49249.8,-8.28495e-05,0.153536,0.121535,0.978568,0.143252,0.122552,-48090.1
-49250.4,0.885678,0.453615,2,3,0,49251.2,0.000316027,0.152785,0.123142,0.976151,0.142236,0.124172,-48090.7
-49249.3,0.969974,0.453615,2,3,0,49251.3,0.000987207,0.156633,0.125339,0.976572,0.145948,0.126388,-48093.4
-49248.8,0.866614,0.453615,2,3,0,49251.5,0.00168342,0.155806,0.121609,0.979356,0.145617,0.122626,-48091.6
-49250.3,0.886568,0.453615,2,3,0,49250.6,-0.00122881,0.153603,0.119666,0.977713,0.143589,0.120667,-48090.9
-49250.6,0.989706,0.453615,3,7,0,49251.5,0.00218786,0.159088,0.129302,0.980827,0.147949,0.130384,-48094.1
-49250,0.920889,0.453615,3,7,0,49253.9,-0.00220024,0.156009,0.118915,0.979063,0.146215,0.11991,-48092.3
-49249.4,0.995511,0.453615,3,7,0,49250.5,0.0019675,0.157988,0.127805,0.979889,0.147012,0.128874,-48093.2
-49249.1,1,0.453615,3,7,0,49249.9,0.00102109,0.155594,0.12059,0.979894,0.14554,0.121599,-48091.3
-49249.8,0.938118,0.453615,3,7,0,49250.7,-0.00317013,0.154188,0.126588,0.980189,0.14321,0.127647,-48089.9
-49251.4,0.806912,0.453615,3,7,0,49253.4,0.00145107,0.160464,0.121158,0.975098,0.150555,0.122171,-48098.1
-49249.8,1,0.453615,3,7,0,49252.3,0.00352649,0.1599,0.123179,0.977422,0.149676,0.124209,-48096.1
-49249.2,0.925208,0.453615,3,7,0,49251.5,-0.00194478,0.15952,0.126052,0.979689,0.148866,0.127106,-48094.4
-49249.4,0.94523,0.453615,3,7,0,49250.5,-2.81441e-05,0.155925,0.123339,0.976365,0.145494,0.124371,-48092.9
-49249.7,0.965917,0.453615,2,3,0,49250.6,-0.00361581,0.154978,0.12453,0.977556,0.144332,0.125572,-48091.6
-49249.5,0.988584,0.453615,3,7,0,49250.5,0.00426758,0.157523,0.122778,0.980933,0.147246,0.123805,-48092.7
-49249,1,0.453615,3,7,0,49249.7,0.00360355,0.156745,0.124258,0.98008,0.14622,0.125297,-48092.1
-49249.3,0.978479,0.453615,2,3,0,49249.6,0.00431226,0.156918,0.124963,0.978736,0.1463,0.126008,-48092.9
-49252.4,0.698458,0.453615,3,7,0,49255.3,0.00158792,0.152537,0.12903,0.983072,0.141134,0.130109,-48088.3
-49248.7,0.775171,0.453615,2,3,0,49256.5,0.00102451,0.157683,0.126004,0.978651,0.146952,0.127058,-48093.2
-49249.8,0.921704,0.453615,3,7,0,49250.5,-0.00177107,0.15386,0.127149,0.980374,0.142787,0.128213,-48089.6
-49249.3,0.986897,0.453615,3,7,0,49251,0.0033469,0.159512,0.122654,0.978496,0.149345,0.12368,-48095.3
-49248.4,0.955944,0.453615,2,7,0,49250.5,0.00080162,0.15658,0.122925,0.978605,0.146238,0.123954,-48092.4
-49249.7,0.888609,0.453615,2,3,0,49250,-0.00190124,0.153201,0.122489,0.980799,0.142764,0.123514,-48089
-49249.8,0.793366,0.453615,3,7,0,49255.6,-0.00398594,0.154419,0.125604,0.980014,0.143593,0.126655,-48090.2
-49248.6,0.896876,0.453615,2,3,0,49251.6,-0.000962878,0.156783,0.122617,0.980356,0.146495,0.123643,-48091.9
-49251,0.825662,0.453615,2,3,0,49251.5,0.00641232,0.156954,0.120389,0.978964,0.146993,0.121396,-48093.7
-49253.2,0.822872,0.453615,2,3,0,49254.6,0.00635419,0.155549,0.119328,0.98335,0.145674,0.120326,-48091.6
-49253.2,0.838112,0.453615,3,7,0,49261.5,-0.00456163,0.15826,0.127754,0.974267,0.147304,0.128823,-48096.7
-49251.3,1,0.453615,3,7,0,49254.2,0.00544126,0.155884,0.120614,0.982264,0.145841,0.121623,-48091.6
-49249,1,0.453615,3,7,0,49251.3,0.00334496,0.155604,0.124358,0.979048,0.145011,0.125398,-48091.5
-49250.9,0.729505,0.453615,2,3,0,49252.8,-0.00468762,0.155088,0.125405,0.976359,0.144322,0.126455,-48092.5
-49256.3,0.822882,0.453615,3,7,0,49257.4,0.00753632,0.156806,0.114782,0.982035,0.14764,0.115742,-48094.4
-49249.2,1,0.453615,3,7,0,49255.7,0.0022971,0.156467,0.120496,0.978579,0.146468,0.121504,-48092.7
-49249.9,0.958952,0.453615,3,7,0,49250.6,-0.000930032,0.153283,0.120273,0.978358,0.143168,0.121279,-48090.2
-49252.6,0.825384,0.453615,2,7,0,49253.6,0.00162268,0.15006,0.123164,0.983223,0.139381,0.124195,-48086.5
-49252,0.842745,0.453615,3,7,0,49259.9,0.00125871,0.158361,0.115769,0.978824,0.149127,0.116738,-48095.3
-49252.1,0.986895,0.453615,2,7,0,49253.2,0.00130006,0.156591,0.115676,0.980575,0.147287,0.116644,-48093.2
-49252.6,0.980572,0.453615,3,7,0,49253.9,-0.000684047,0.157359,0.13194,0.981958,0.145762,0.133044,-48092.6
-49252.7,0.951335,0.453615,3,7,0,49256.7,0.00360696,0.155891,0.132009,0.978401,0.144216,0.133113,-48092.9
-49251.7,1,0.453615,3,7,0,49253.6,-0.00125867,0.156212,0.116157,0.980329,0.146822,0.117128,-48092.7
-49249.5,0.984348,0.453615,3,7,0,49252.9,-0.00178176,0.154714,0.12724,0.980365,0.143667,0.128305,-48090.2
-49249.4,0.983556,0.453615,3,7,0,49250.9,0.001749,0.160851,0.122384,0.978473,0.150785,0.123408,-48096.4
-49249.4,0.920827,0.453615,3,7,0,49251.4,-0.000543504,0.158881,0.120049,0.980492,0.149058,0.121053,-48094
-49250.2,0.954584,0.453615,2,3,0,49250.4,-0.000933446,0.157971,0.119138,0.981768,0.148236,0.120135,-48093
-49252.5,0.853511,0.453615,3,11,0,49253.7,0.000352372,0.157979,0.119633,0.97394,0.148173,0.120634,-48096.9
-49250.8,1,0.453615,3,7,0,49253.4,0.000646167,0.159312,0.118384,0.976985,0.149747,0.119374,-48096.3
-49250.3,1,0.453615,2,3,0,49251.2,-0.000787772,0.158216,0.118974,0.976935,0.148515,0.119969,-48095.2
-49248.8,0.963281,0.453615,3,7,0,49252.4,-0.00119863,0.157448,0.123017,0.98115,0.147133,0.124046,-48092.2
-49248.6,0.996639,0.453615,3,7,0,49249.3,0.000108208,0.157167,0.123966,0.977632,0.146703,0.125003,-48093.2
-49249.1,0.835531,0.453615,3,7,0,49252.1,0.000374138,0.156663,0.125452,0.981777,0.145962,0.126502,-48091.3
-49249.9,0.913475,0.453615,3,7,0,49251.2,-0.000211573,0.156605,0.129174,0.97978,0.145369,0.130254,-48092.1
-49249.1,0.994393,0.453615,3,7,0,49250.4,0.00193293,0.155799,0.120993,0.980335,0.145698,0.122005,-48091.4
-49248.7,0.890419,0.453615,3,7,0,49251.7,0.00189058,0.158179,0.124982,0.978204,0.147616,0.126028,-48093.9
-49248.7,0.875651,0.453615,2,3,0,49250.7,0.000738138,0.154947,0.123574,0.980331,0.144436,0.124608,-48090.4
-49249.1,0.892448,0.453615,2,7,0,49251,-0.000154938,0.158893,0.121733,0.981071,0.148829,0.122752,-48093.6
-49252.3,0.777051,0.453615,2,3,0,49253.4,-0.00605841,0.155653,0.128764,0.977198,0.144431,0.129842,-48092.9
-49251.8,0.959635,0.453615,3,7,0,49255.9,0.00340803,0.151095,0.119531,0.979001,0.140985,0.120531,-48088.9
-49248.9,0.988772,0.453615,2,3,0,49252.5,0.0016714,0.157632,0.125339,0.981204,0.146993,0.126388,-48092.3
-49248.9,0.808002,0.453615,1,3,0,49252.3,-0.00253444,0.155346,0.12339,0.979019,0.14488,0.124422,-48091.2
-49253,0.744092,0.453615,3,7,0,49253.9,0.00579365,0.158771,0.11991,0.97503,0.148963,0.120914,-48097.4
-49254.4,0.927936,0.453615,3,7,0,49259,-0.00503819,0.150558,0.125698,0.983939,0.139539,0.12675,-48087
-49253.3,0.990761,0.453615,3,7,0,49258.4,0.00134423,0.162971,0.116527,0.978269,0.153841,0.117502,-48099.8
-49251.2,1,0.453615,2,3,0,49253.3,0.000773083,0.16183,0.118272,0.979785,0.152397,0.119262,-48097.5
-49249.2,0.981096,0.453615,3,7,0,49252.4,-0.00260646,0.156261,0.124131,0.977375,0.145731,0.12517,-48092.7
-49249.3,0.969301,0.453615,3,7,0,49250.4,0.00225305,0.15951,0.12483,0.981194,0.149032,0.125874,-48094
-49253.6,0.697005,0.453615,2,3,0,49254,0.00338683,0.163097,0.123823,0.974316,0.152929,0.124859,-48101.3
-49249.3,0.88384,0.453615,2,7,0,49257.1,-0.00184121,0.160701,0.1236,0.978546,0.150454,0.124634,-48096
-49250.4,0.908647,0.453615,2,3,0,49251,-0.00208344,0.160585,0.126802,0.976968,0.149873,0.127863,-48096.8
-49251.4,0.950119,0.453615,2,3,0,49251.8,-0.0033101,0.159487,0.126937,0.97551,0.148705,0.127999,-48096.7
-49249.8,0.811865,0.453615,2,3,0,49255.7,-0.00153708,0.161742,0.122377,0.979689,0.151718,0.123401,-48096.7
-49250.7,0.932592,0.453615,3,7,0,49251.9,0.00133922,0.161186,0.126272,0.976135,0.150579,0.127328,-48097.9
-49249.8,0.989824,0.453615,3,7,0,49251.8,-0.000595574,0.153394,0.12121,0.981258,0.14315,0.122225,-48089.2
