density,edginess,references,citations_per_year,is_center,identifier,year
18.397660076169856,0.8275567997444705,32,21.0,False,df791ad4ae9c8ca2c26c93c12b4525ff255fefe2,2013
20.445522620399686,0.9091478712441144,35,0.0,False,13eaddfd429a9a3b96f3a3ea4516b322bced40ef,2015
23.961689430442444,0.8500164699182777,17,2.2857142857142856,False,f753bde3431af88835a810f590f124b0785b6806,2006
25.059037308051266,0.7400544638011523,52,2.5,False,1df733d503ac76d286da1ea2b3c4433dc2235997,2018
26.944547767893702,0.8166338331939794,60,15.5,False,58b0b2942fda236cc4926798c23324c0b37507cd,2018
20.39213274529922,0.7780444464941414,68,2.6666666666666665,False,4e3ee1f73a44c30f57d7c955404b28178ff1febe,2017
19.80176278604627,0.7814619403462392,21,1.0,False,a7b9cf45151c8aba022caffed3e0edf5a1a1e2c0,2018
20.642518719048535,0.7727521977722973,28,3.0,False,8a35d9be0846f2dc02e83c26b4de75104491f91f,2018
23.60759051510453,0.6394956023416731,22,2.0,False,52aa3940242c8e91f618ee01aaeae28127036b5f,2019
22.65291802124692,0.7918195413685408,7,5.842105263157895,False,72b8a0eb070dd1a506cb582d017001fe9699ffcb,2001
21.03751608128495,0.7142872490868082,37,3.764705882352941,False,ea1f8afd5afe7c945fc4604ae6f797d22b2dc391,2003
27.016149973416436,0.7218451903277254,8,5.5,False,e441ddf63f7944827f57d40569f695f6a6fe8bb3,2006
16.964216261496563,0.5367425517754438,0,27.25,False,125c7c148d50971f3d79bb99d1bcb96bc581f7df,2012
18.294486128162927,0.8170899293105057,25,13.0,False,a40d94e2bc6ed8a2e86f228100330c7ce41ab206,2019
22.169787355544415,0.9080756150229926,13,0.0,False,1dfb53caf35253871ffc55972f663e03ff69c140,2016
16.448145586615535,0.7810533910317504,8,9.444444444444445,False,8536c37b31b35168b918ffc0f814ccf1b81d9c07,2011
22.199076528942477,0.8388841270364036,21,1.25,False,2d1a6a44eba7a18e81e18dd93062f11a3a699f1d,2016
22.588353384197475,0.8418316390585555,71,18.857142857142858,False,06d659055b37a793fb9e3ed41d6d7cd1202006bf,2006
17.266268170373053,0.7707338055398065,28,35.5625,False,ca2858b2040724ae9f29ba601df12aae2e539596,2004
22.175359656465965,0.8545365492546575,7,112.3157894736842,False,ee7ea24cb30b331d1d0607b11f63df77916ed1e4,2001
16.954403832577455,0.7043765798711493,54,1.25,False,d123aafb3fd54a60345b02150c5622b97d2b290a,2016
16.809456418722487,0.805459139737225,47,3.5,False,c809f53348f66ae89cb16a018033476ca79cc966,2016
18.9192569793096,0.8182703264342304,22,1.0,False,0c2e706a208165c6558abdbfa5761094fb690eb1,2017
20.25425625514157,0.8807738237732836,42,7.0,False,e15ee4d85d32c1e941d2fa4a18018c295458172c,2009
20.011044483068797,0.8070889205620171,45,2.2857142857142856,False,81421269640395b924a064867b83fb7c48b16b89,2013
13.279580774938745,0.788991586512767,0,2.2,False,1d6a49448285419e5aee2fd54af55cc83eac37b7,2015
23.74718988806764,0.8469939738549457,85,0.0,False,5bf844f2f21a595578b05b9553c363159e27d37d,2015
23.542964617369762,0.6986707569926163,10,0.5,False,c6fe277290fcde334842a035997d6bb7dbb9eb81,2018
17.09397662662541,0.7835851406841954,15,0.6666666666666666,False,644e2473c073aa69a087bdea9264cbacf1c34b7f,2017
