# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 18:36:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/tgh2vu_t.json
# init = 2 (Default)
# random
#   seed = 559
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/h-BOW-SciBERT.h-nonsems/hreg-20250511133605_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.532947
# Diagonal elements of inverse mass matrix:
# 3.25013e-05, 2.47511e-05, 0.000114482, 0.000167622, 0.000191424, 0.000177604, 0.000442387, 0.00033422, 0.000173566, 0.000238481, 0.000223923, 0.000176441, 0.000252329, 0.000201924, 0.000311296, 0.00018995, 0.000309951, 0.000380114, 0.000279982, 0.000261404, 0.00241773, 0.000710526, 0.0827399, 0.0772387
-18903.3,1,0.532947,3,7,0,18917.4,-0.0142821,0.973883,0.118905,-0.0360102,0.248532,0.108544,0.31102,0.19914,0.0402339,0.0653588,0.215019,0.174673,-0.0197016,0.0720264,0.0734716,0.0323508,0.158087,0.10504,0.1374,0.179912,0.152111,0.0780822,0.177828,0.075361,-19347.5
-18904.1,0.967816,0.532947,3,7,0,18916.4,-0.000358417,0.971821,0.109328,-0.023035,0.274956,0.097733,0.32743,0.192811,0.020476,0.0835712,0.258557,0.116564,-0.0360279,0.0956504,0.0488429,-0.016712,0.127695,0.153752,0.12964,0.142669,0.135106,0.0826825,0.0809212,0.0833106,-19331.9
-18897.1,0.797438,0.532947,3,7,0,18916.9,-0.00865773,0.973902,0.112157,-0.036134,0.222208,0.117963,0.301795,0.198359,0.0539392,0.0668029,0.223059,0.142914,-0.0264708,0.10403,0.0642188,0.0147361,0.139923,0.118932,0.128777,0.181995,0.14522,0.0735258,0.162351,0.0792369,-19325.9
-18896.5,0.918896,0.532947,3,7,0,18904.3,-0.00662896,0.970589,0.109766,-0.0275549,0.28169,0.0930978,0.331394,0.199545,0.00213348,0.093944,0.216066,0.149879,-0.0283936,0.0837996,0.0534733,-0.00446685,0.14279,0.143088,0.132119,0.165301,0.154605,0.118325,0.102103,0.0670937,-19347.7
-18897.6,0.784218,0.532947,3,7,0,18905.1,-0.00823345,0.972939,0.111618,-0.0364605,0.222904,0.107288,0.302829,0.20649,0.0466605,0.0537905,0.23727,0.13616,-0.0282169,0.104312,0.0715746,0.0207341,0.1391,0.114313,0.127472,0.167389,0.119537,0.0507535,0.134776,0.0857464,-19327
-18897.6,0.812354,0.532947,3,7,0,18910.4,-0.00727398,0.976144,0.11275,-0.0249903,0.27801,0.0984316,0.331554,0.192337,0.00915902,0.100967,0.239377,0.152537,-0.0179704,0.0790994,0.0701288,0.0045627,0.138929,0.141736,0.135265,0.16207,0.139283,0.101725,0.129062,0.109228,-19345.7
